ID	datasetName	informationWithheld	TaxonID	class	order	family	genus	species	scientificNameAuthorship	verbatimIdentification	scientificName	Classified	taxonRank	Lineage	dateIdentified	identifiedBy	decimalLatitude	decimalLongitude	geodeticDatum	elevationInMeters	verticalDatum	locationID	locality	municipality	stateProvince	region	country	locationRemarks	habitat	MeasurementOrFact	references	basisOfRecord	rightsHolder	Input.into.DB.-.name
1128	Romanian Ostracoda Database	Traian Brad	NA	Ostracoda	Podocopida	Candonidae	Typhlocypris	danubialis	(Iepure, Namiotko & Danielopol, 2007)	Typhlocypris danubialis Iepure, Namiotko & Danielopol, 2007 	Typhlocypris danubialis (Iepure, Namiotko & Danielopol, 2007)	TRUE	SPECIES		NA	NA	44,716456	22,45003	NA	NA	NA	NA	Ada-Kaleh Island	NA	NA	NA	Romania	well	Well	stygobiont	NA	NA	NA	Å½iva Vehovar
1132	Scotland Ostracoda	Lee Knight	NA	Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candoninae 	Candonidae Kaufmann, 1900	TRUE	FAMILY		19.04.2018	NA	NA	NA	NA	NA	NA	NA	Lewis 4: Well at Ceann Tarabhaigh NB 2377 1729	Kintarvie-Ceann Tarabhaigh	Outher Hebrides	Scotland	United Kingdom	well	Well	stygobiont	NA	NA	Lee Knight	Å½iva Vehovar
1141	Scotland Ostracoda	Lee Knight	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona		Krstic, 1972	Fabaeformiscandona sp.	Fabaeformiscandona Krstic, 1972	TRUE	GENUS		11.04.2018	NA	56,5267	-5,485936	WGS84	45	provided	NA	Lismore 9, Spring catchpit NM8570 4263	NA	Argyll and Bute 	Scotland	United Kingdom	spring	Spring	stygobiont	NA	NA	Lee Knight	Å½iva Vehovar
1158	Slovenian Ostracoda Database	Mori NataÅ¡a	NA	Ostracoda	Podocopida	Limnocytheridae	Kovalevskiella 		Klein, 1963	Kovalevskiella bretschkoi	Kovalevskiella Klein, 1963	TRUE	GENUS		2009	NA	NA	NA	NA	NA	NA	NA	obmoÄje S Krima in J in JZ dela Ljubljanskega barja	Ljubljansko barje	Ljubljana	NA	Slovenia	NA	NA	stygobiont	Dole-Olivier M. J., Castellarini F., Coineau N., Galassi D. M. P., Martin P., Mori N., Valdecasas A., Gibert J. (2009): Towards an optimal sampling strategy to assess groundwater biodiversity: comparison across six European regions. Freshwater Biology 54(4): 777-796.	Literature	Mori NataÅ¡a	Mori NataÅ¡a
1159	Slovenian Ostracoda Database	Mori NataÅ¡a	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	n. sp. A		Fabaeformiscandona sp. A	Fabaeformiscandona n. sp. A		SPECIES		2015	NataÅ¡a Mori	46,384383	14,026611	WGS84	650	provided	NA	Izvir Lipnik	Radovna	Bled	Alpine region	Slovenia	izvir	Spring	stygobiont	Mori, N., 2015. Recent ostracods (Crustacea: Ostracoda) of Alpine springs and adjacent springbrooks of the Southern Limestone Alps, Slovenia. Natura Sloveniae, Ljubljana 17(2): 5â16.	Literature	Mori NataÅ¡a	Mori NataÅ¡a
1160	Slovenian Ostracoda Database	Mori NataÅ¡a	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	n. sp. A		Fabaeformiscandona sp. A	Fabaeformiscandona n. sp. A		SPECIES		2015	NataÅ¡a Mori	46,416835	14,196035	WGS84	943	provided	NA	Izvir ZavrÅ¡nica, izvir pod drevesom, 250 m nad koÄo pri Å½agi	NA	Jesenice	Alpine region	Slovenia	izvir	Spring	stygobiont	Mori, N., 2015. Recent ostracods (Crustacea: Ostracoda) of Alpine springs and adjacent springbrooks of the Southern Limestone Alps, Slovenia. Natura Sloveniae, Ljubljana 17(2): 5â16.	Literature	Mori NataÅ¡a	Mori NataÅ¡a
1290	Slovenian Ostracoda Database	Mori NataÅ¡a	NA	Ostracoda	Podocopida	Limnocytheridae	Kovalevskiella		Klein, 1963	Kovalevskiella sp.	Kovalevskiella Klein, 1963	TRUE	GENUS		2012	NA	46,115616	14,474676	WGS84	296	provided	NA	Sava gravel bar	Brod	Ljubljana	NA	Slovenia	deep (DHz) and shallow hyporheic zone (SHz)	Interstitial - Hyporheic zone	stygobiont	Mori N., SimÄiÄ T., Å½ibrat U., Brancelj A. (2012): The role of river flow dynamics and food availability in structuring hyporheic microcrustacean assemblages: a reach scale study. Fundamental and Applied Limnology/Archiv fÃ¼r Hydrobiologie 180(4): 335-349.	Literature	Mori NataÅ¡a	Mori NataÅ¡a
1309	Slovenian Ostracoda Database	Mori NataÅ¡a	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. 1		Mixtacandona sp. 1	Mixtacandona n. sp. 1		SPECIES		2012	NA	46,115616	14,474676	WGS84	296	provided	NA	Sava gravel bar	Brod	Ljubljana	NA	Slovenia	deep (DHz) and shallow hyporheic zone (SHz)	Interstitial - Hyporheic zone	stygobiont	Mori N., SimÄiÄ T., Å½ibrat U., Brancelj A. (2012): The role of river flow dynamics and food availability in structuring hyporheic microcrustacean assemblages: a reach scale study. Fundamental and Applied Limnology/Archiv fÃ¼r Hydrobiologie 180(4): 335-349.	Literature	Mori NataÅ¡a	Mori NataÅ¡a
1339	Slovenian Ostracoda Database	Mori NataÅ¡a	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. A		Mixtacandona sp. A	Mixtacandona n. sp. A		SPECIES		2013	NataÅ¡a Mori	46,384383	14,026611	WGS84	650	provided	NA	Izvir Lipnik	Radovna	Bled	Alpine region	Slovenia	izvir	Spring	stygobiont	Mori, N., & Brancelj, A. (2013). Differences in aquatic microcrustacean assemblages between temporary and perennial springs of an alpine karstic aquifer. International Journal of Speleology, 42(3), 257â266. doi:10.5038/1827-806X.42.3.9	Literature	Mori NataÅ¡a	Mori NataÅ¡a
1344	Slovenian Ostracoda Database	Mori NataÅ¡a	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. D		Mixtacandona sp. D	Mixtacandona n. sp. D		SPECIES		2015	NataÅ¡a Mori	46,408852	14,635422	WGS84	760	calculated	NA	Izvir Ärna, izvir pod skalo, desni pritok Ärne	Logar	Logarska Dolina	NA	Slovenia	izvir	Spring	stygobiont	Mori, N., 2015. Recent ostracods (Crustacea: Ostracoda) of Alpine springs and adjacent springbrooks of the Southern Limestone Alps, Slovenia. Natura Sloveniae, Ljubljana 17(2): 5â16.	Literature	Mori NataÅ¡a	Mori NataÅ¡a
1362	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	343	Ostracoda	Podocopida	Candonidae	Cryptocandona		Kaufmann, 1900	Cryptocandona sp.	Cryptocandona Kaufmann, 1900	TRUE	GENUS		2021	NA	42,84646	17,98456	WGS84	258	calculated	3109	Lukavac, izvir	Ravno, Popovo polje	NA	NA	Bosnia and Herzegovina	spring	Spring	stygophile	Ozimec R., BakoviÄ N., BakÅ¡iÄ D., Basara D., Bevanda L., BrajkoviÄ H., Brancelj A., Christian E., GaÅ¡iÄ Z., Grego J., JalÅ¾iÄ B., JeliÄ D., Jochum A., Karaman G., Karaman I., Komnenov M., KovÃ¡Ä L., KuÅ¡an I., LukiÄ Bilela L., MatijiÄ J., MatoÄec N., PaviÄeviÄ D., PerkiÄ D., RadoÅ¡ D., RodiÄ Ozimec J., Slapnik R., Soldo A., Stoch F., Tropea G., Ubick D, VuletiÄ N. (2021). Vjetrenica: Centar Å¡piljske bioraznolikosti Dinarida (Vjetrenica: Cave biodiversity hotspot of the Dinarides). Javno poduzeÄe Vjetrenica. 356 pp.	Literature	Maja Zagmajster	Maja Zagmajster
1363	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	343	Ostracoda	Podocopida	Candonidae	Cryptocandona		Kaufmann, 1900	Cryptocandona sp.	Cryptocandona Kaufmann, 1900	TRUE	GENUS		1999	NA	42,8458	17,983888	WGS84	292	calculated	2968	Vjetrenica pri Zavali	Ravno, Popovo Polje	NA	NA	Bosnia and Herzegovina	cave	Cave	stygophile	Sket, B. (1999). The nature of biodiversity in hypogean waters and how it is endangered. Biodiversity and Conservation, 8, 1919â1998.	Literature	Maja Zagmajster	Maja Zagmajster
1380	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	344	Ostracoda	Podocopida	Cyclocyprididae	Cypria		Zenker, 1854	Cypria sp.	Cypria Zenker, 1854	TRUE	GENUS		2004	NA	45,936369	14,548558	WGS84	328	calculated	5657	Izvir Z od Srednjega ribnika v Dragi, desno ob poti	Ig	NA	NA	Slovenia	spring 	Spring	stygophile	SubBioDB, 2024. Database on Subterranean Biodiversity - SubBioDB. Subterranean Biology Lab (Department of Biology, Biotechnical faculty, University of Ljubljana), Ljubljana, Slovenia	Literature	Maja Zagmajster	Maja Zagmajster
1381	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	344	Ostracoda	Podocopida	Cyclocyprididae	Cypria		Zenker, 1854	Cypria sp.	Cypria Zenker, 1854	TRUE	GENUS		2021	NA	42,84646	17,98456	WGS84	258	calculated	3109	Lukavac, izvir	Ravno, Popovo polje	NA	NA	Bosnia and Herzegovina	spring	Spring	stygophile	Ozimec R., BakoviÄ N., BakÅ¡iÄ D., Basara D., Bevanda L., BrajkoviÄ H., Brancelj A., Christian E., GaÅ¡iÄ Z., Grego J., JalÅ¾iÄ B., JeliÄ D., Jochum A., Karaman G., Karaman I., Komnenov M., KovÃ¡Ä L., KuÅ¡an I., LukiÄ Bilela L., MatijiÄ J., MatoÄec N., PaviÄeviÄ D., PerkiÄ D., RadoÅ¡ D., RodiÄ Ozimec J., Slapnik R., Soldo A., Stoch F., Tropea G., Ubick D, VuletiÄ N. (2021). Vjetrenica: Centar Å¡piljske bioraznolikosti Dinarida (Vjetrenica: Cave biodiversity hotspot of the Dinarides). Javno poduzeÄe Vjetrenica. 356 pp.	Literature	Maja Zagmajster	Maja Zagmajster
1382	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	344	Ostracoda	Podocopida	Cyclocyprididae	Cypria		Zenker, 1854	Cypria sp.	Cypria Zenker, 1854	TRUE	GENUS		1999	NA	42,8458	17,983888	WGS84	292	calculated	2968	Vjetrenica pri Zavali	Ravno, Popovo Polje	NA	NA	Bosnia and Herzegovina	cave	Cave	stygophile	Sket, B. (1999). The nature of biodiversity in hypogean waters and how it is endangered. Biodiversity and Conservation, 8, 1919â1998.	Literature	Maja Zagmajster	Maja Zagmajster
1383	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	1258	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	breuili	(Paris, 1920)	Eucandona spelea	Fabaeformiscandona breuili (Paris, 1920)	TRUE	SPECIES		2004	NA	42,28736	19,03538	WGS84	415	calculated	6351	GrboÄica peÄina	Virpazar	NA	NA	Montenegro	cave	Cave	stygobiont	PeÅ¡iÄ, V. (2004) New records of Halacarid mites (Acari, Halacaroidea) from Montenegro. Biodiversity of the Biogradska gora national park, Monographies, No. 1: 113-120.	Literature	Maja Zagmajster	Maja Zagmajster
1384	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	1258	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	breuili	(Paris, 1920)	Eucandona spelea	Fabaeformiscandona breuili (Paris, 1920)	TRUE	SPECIES		2004	NA	42,218349	19,134839	WGS84	366	calculated	5339	Vilina spila na NW padini vrha Gomijonjica	Virpazar	NA	NA	Montenegro	cave	Cave	stygobiont	PeÅ¡iÄ, V. (2004) New records of Halacarid mites (Acari, Halacaroidea) from Montenegro. Biodiversity of the Biogradska gora national park, Monographies, No. 1: 113-120.	Literature	Maja Zagmajster	Maja Zagmajster
1391	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	6433	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona 		Krstic, 1972	Fabaeformiscandona sp.	Fabaeformiscandona Krstic, 1972	TRUE	GENUS		2013	NA	46,3847	14,0273	WGS84	671	calculated	10387	Lipnik-izvir	Bled	NA	NA	Slovenia	spring, brook	Spring	stygobiont	OpaliÄki, M. (2013). Podzemna vodna favna kot indikator hidrogeoloÅ¡kih lastnosti kraÅ¡kega vodonosnika. Univerza v Novi Gorici, Fakulteta za znanosti o okolju. Diplomsko delo, 75 str.	Literature	Maja Zagmajster	Maja Zagmajster
1392	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	6433	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona 		Krstic, 1972	Fabaeformiscandona sp.	Fabaeformiscandona Krstic, 1972	TRUE	GENUS		2015	NA	46,4168	14,196	WGS84	952	calculated	10397	ZavrÅ¡nica_izvir	Bled	NA	NA	Slovenia	spring 	Spring	stygobiont	Mori, N. (2015). Recent ostracods (Crustacea: Ostracoda) of Alpine springs and adjacent springbrooks of the Southern Limestone Alps, Slovenia. Natura Sloveniae, 17(2), 5â16. https://doi.org/http://web.bf.uni-lj.si/bi/NATURA-SLOVENIAE/pdf/NatSlo_17_2_1.pdf	Literature	Maja Zagmajster	Maja Zagmajster
1393	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	1206	Ostracoda	Podocopida	Limnocytheridae	Limnocythere		Brady, 1867	Limnocythere sp.	Limnocythere Brady, 1867	TRUE	GENUS		1985	NA	44,970357	14,757055	WGS84	13	calculated	4051	Å kuljica (PeÄina kod BaÅ¡ke)	Krk	NA	NA	Croatia	cave	Cave	stygophile	Christian, E., PotoÄnik, F. (1985) Ein Beitrag zur Kenntnis der HohlenFauna der Insel Krk. BioloÅ¡ki vestnik 33(1): 13-20.	Literature	Maja Zagmajster	Maja Zagmajster
1396	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	6430	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. A		Mixtacandona sp. A	Mixtacandona n. sp. A		SPECIES		2013	NA	46,3847	14,0273	WGS84	671	calculated	10387	Lipnik-izvir	Bled	NA	NA	Slovenia	spring, brook	Spring	stygobiont	OpaliÄki, M. (2013). Podzemna vodna favna kot indikator hidrogeoloÅ¡kih lastnosti kraÅ¡kega vodonosnika. Univerza v Novi Gorici, Fakulteta za znanosti o okolju. Diplomsko delo, 75 str.	Literature	Maja Zagmajster	Maja Zagmajster
1397	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	6434	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. D		Mixtacandona sp. D	Mixtacandona n. sp. D		SPECIES		2015	NA	46,4089	14,6354	WGS84	746	calculated	10400	Ärna-izvir	LuÄe	NA	NA	Slovenia	spring 	Spring	stygobiont	Mori, N. (2015). Recent ostracods (Crustacea: Ostracoda) of Alpine springs and adjacent springbrooks of the Southern Limestone Alps, Slovenia. Natura Sloveniae, 17(2), 5â16. https://doi.org/http://web.bf.uni-lj.si/bi/NATURA-SLOVENIAE/pdf/NatSlo_17_2_1.pdf	Literature	Maja Zagmajster	Maja Zagmajster
1398	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	1259	Ostracoda	Podocopida	Candonidae	Trajancandona	natura	Karanovic, 1999	Phreatocandona natura	Trajancandona natura Karanovic, 1999	TRUE	SPECIES		2004	NA	42,28736	19,03538	WGS84	413	calculated	6351	GrboÄica peÄina	Virpazar	NA	NA	Montenegro	cave	Cave	stygobiont	PeÅ¡iÄ, V. (2004) New records of Halacarid mites (Acari, Halacaroidea) from Montenegro. Biodiversity of the Biogradska gora national park, Monographies, No. 1: 113-120.	Literature	Maja Zagmajster	Maja Zagmajster
1399	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	2471	Ostracoda	Podocopida	Candonidae	Pseudocandona		Kaufmann, 1900	Pseudocandona sp.	Pseudocandona Kaufmann, 1900	TRUE	GENUS		1995	NA	45,787738	13,592702	WGS84	18	calculated	6028	Grotta del Timavo	Duino/Devin	NA	NA	Italy	cave	Cave	stygobiont	"Gasparo F. (1995) La fauna delle grotte e delle acque carsiche sotterranee della Venezia Giulia, stato delle richerche e check list delle specie cavernicole. Atti e Memorie della Commissione Grotte \""""E. Boegan\"""", 32: 17-42."	Literature	Maja Zagmajster	Maja Zagmajster
1400	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	2471	Ostracoda	Podocopida	Candonidae	Pseudocandona		Kaufmann, 1900	Pseudocandona sp.	Pseudocandona Kaufmann, 1900	TRUE	GENUS		1995	NA	45,78763	13,5913	WGS84	9	calculated	104	Timavo obmoÄje	Monfalcone/TrÅ¾iÄ	NA	NA	Italy	other	NA	stygobiont	"Gasparo F. (1995) La fauna delle grotte e delle acque carsiche sotterranee della Venezia Giulia, stato delle richerche e check list delle specie cavernicole. Atti e Memorie della Commissione Grotte \""""E. Boegan\"""", 32: 17-42."	Literature	Maja Zagmajster	Maja Zagmajster
1420	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	6005	Ostracoda	Podocopida	Entocytheridae	Sphaeromicola		Paris, 1916	Sphaeromicola sp.	Sphaeromicola Paris, 1916	TRUE	GENUS		2021	NA	45,745196	14,467272	WGS84	629	provided	6441	KriÅ¾na jama	LoÅ¾, Cerknica	NA	NA	Slovenia	cave	Cave	stygobiont	Polak, S., & Pipan, T. (2021). The Subterranean Fauna of KriÅ¾na Jama, Slovenia. Diversity, 13(5), 210.	Literature	Maja Zagmajster	Maja Zagmajster
1421	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	6005	Ostracoda	Podocopida	Entocytheridae	Sphaeromicola		Paris, 1916	Sphaeromicola sp.	Sphaeromicola Paris, 1916	TRUE	GENUS		2022	NA	45,604261	15,170736	WGS84	176	calculated	6454	Stobe	Ärnomelj	NA	NA	Slovenia	cave	Cave	stygobiont	PrÅ¡ina, M. (2022). Po stolbah v Stolbe. Dolenjski Kras , 8, 161â172.	Literature	Maja Zagmajster	Maja Zagmajster
1422	SubBioDB - Subterranean Biodiversity Database	Zagmajster Maja	6005	Ostracoda	Podocopida	Entocytheridae	Sphaeromicola		Paris, 1916	Sphaeromicola sp.	Sphaeromicola Paris, 1916	TRUE	GENUS		2000	NA	45,89203	14,731812	WGS84	400	provided	420	VirÅ¡nica-KrÅ¡ka jama, sistem	IvanÄna Gorica	NA	NA	Slovenia	cave	Cave	stygobiont	Sket B. (2000) Pregled in izbor jam v Republiki Sloveniji, ki so pomembne za ohranjanje podzemske favne. Strokovne osnove za vzpostavitev Natura 2000 za jame, 36 str.	Literature	Maja Zagmajster	Maja Zagmajster
1466	A preliminary survey of the aquatic invertebrate fauna of Scottish caves	Lee Knight	NA	Ostracoda	Podocopida	Cyclocyprididae	Cypria		Zenker, 1854	Cypria sp.	Cypria Zenker, 1854	TRUE	GENUS		2022	NA	57,19278	-5,99237	WGS84	91	provided	NA	Beinn an Dubhaich Cave, Sump at end of lower cave; Bcindubhaich/Lover Cave MMP	NA	Skye	Scotland	United Kingdom	cave	Cave	stygophile	KNIGHT, Lee R F D; NatasÌa MORI and Anton BRANCELJ. (2022). A preliminary survey of the aquatic invertebrate fauna of Scottish caves. Cave and Karst Science 49(1), p3â13.	Literature	Lee Knight	Lee Knight
1549	Austrian Ostracoda	Christian Griebler	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona		Klie, 1938	Mixtacandona sp. (Klie, 1938)	Mixtacandona Klie, 1938	TRUE	GENUS		2022	NA	48,236627	16,377499	WGS84	162	provided	S_130	6525_5	NA	NA	Vienna	Austria	well	Interstitial - Phreatic Zone 	stygobiont	Unpublished Data: University of Vienna	database	Christian Griebler: Uni Vienna	Å½iva Vehovar
1633	Austrian Ostracoda	Christian Griebler	NA	Ostracoda	Podocopida	Candonidae	Pseudocandona		Kaufmann, 1900	Pseudocandona sp.  	Pseudocandona Kaufmann, 1900	TRUE	GENUS		2021	NA	48,226228	16,445042	WGS84	160	provided	A_99	22_96	NA	NA	Vienna	Austria	well	Interstitial - Phreatic Zone 	stygobiont	Unpublished Data: University of Vienna	database	Christian Griebler: Uni Vienna	Å½iva Vehovar
1642	Austrian Ostracoda	Christian Griebler	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona		Krstic, 1972	Fabaeformiscandona sp.  	Fabaeformiscandona Krstic, 1972	TRUE	GENUS		2020	NA	46,967194	15,485762	WGS84	317	provided	P28	P28	NA	NA	Styria	Austria	well	Interstitial - Phreatic Zone 	stygobiont	Unpublished Data: University of Vienna	database	Christian Griebler: Uni Vienna	Å½iva Vehovar
1667	Austrian Ostracoda	Christian Griebler	NA	Ostracoda	Podocopida	Candonidae	Schellencandona		Meisch, 1996	Schellencandona sp.  	Schellencandona Meisch, 1996	TRUE	GENUS		2024	NA	47,843843	14,985361	WGS84	894	provided	H83	HerdengelhÃ¶hle, Lunz am See	NA	NA	Lower Austria	Austria	cave	Cave	stygobiont	Unpublished Data: University of Vienna	database	Christian Griebler: Uni Vienna	Å½iva Vehovar
1744	Austrian Ostracoda	Christian Griebler	NA	Ostracoda	Podocopida	Candonidae	Cryptocandona		Kaufmann, 1900	Cryptocandona sp.  	Cryptocandona Kaufmann, 1900	TRUE	GENUS		2012	NA	47,526419	14,672254	WGS84	1400	provided	PFUL	Quellteich S SchrÃ¶ckenmÃ¤uer	NA	NA	Styria	Austria	spring	Spring	stygophile	FiÅ¡er C, Gerecke R, Meisch C, Stoch F (2012) IV 2 Milben (Acari) und Krebstiere (Crustacea). Schriften des Nationalparks GesÃ¤use 7: 108â131.	Literature	Christian Griebler: Uni Vienna	Å½iva Vehovar
1755	Austrian Ostracoda	Christian Griebler	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona		Krstic, 1972	Fabaeformiscandona sp.  	Fabaeformiscandona Krstic, 1972	TRUE	GENUS		2019	NA	47,582644	14,030332	WGS84	982	provided	SAG	SagtÃ¼mpel	NA	NA	Styria	Austria	spring	Spring	stygobiont	Remschak C, Haseke H (2019) Benthosuntersuchungen in BÃ¤chen, Quellen und Teichen im Rahmen des LIFE+ Projektes Ausseerland (Steirisches Salzkammergut). Mitteilungen des naturwissenschaftlichen Vereines fÃ¼r Steiermark 149: 83â144.	Literature	Christian Griebler: Uni Vienna	Å½iva Vehovar
1781	Austrian Ostracoda	Christian Griebler	NA	Ostracoda	Podocopida	Cyclocyprididae	Cypria		Zenker, 1854	Cypria lacustris/ophtalmica  	Cypria Zenker, 1854	TRUE	GENUS		2012	NA	47,528763	14,610177	WGS84	857	provided	ETZ	Etzbachquelle (KÃ¶lbl Johnsbachquelle)	NA	NA	Styria	Austria	spring	Spring	stygophile	FiÅ¡er C, Gerecke R, Meisch C, Stoch F (2012) IV 2 Milben (Acari) und Krebstiere (Crustacea). Schriften des Nationalparks GesÃ¤use 7: 108â131.	Literature	Christian Griebler: Uni Vienna	Å½iva Vehovar
1872	Austrian Ostracoda	Christian Griebler	NA	Ostracoda	Podocopida	Candonidae	Marmocandona		Danielopol, Namiotko, Meisch, 2012	Pseudocandona dichtliae  (Brehm, 1953)	Marmocandona Danielopol, Namiotko, Meisch, 2012	TRUE	GENUS	gr. zschokkei	1959	NA	48,102443	12,996679	WGS84	483	provided	196	Unterhaunsberg 5	NA	NA	Upper Austria	Austria	spring	Spring	stygobiont	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschlieÃenden Alpenvorland. Archiv fur Hydrobiologie 55: 281â370. 	Literature	Christian Griebler: Uni Vienna	Å½iva Vehovar
1873	Austrian Ostracoda	Christian Griebler	NA	Ostracoda	Podocopida	Candonidae	Marmocandona		Danielopol, Namiotko, Meisch, 2012	Pseudocandona dichtliae  (Brehm, 1953)	Marmocandona Danielopol, Namiotko, Meisch, 2012	TRUE	GENUS	gr. zschokkei	1959	NA	48,009902	13,026443	WGS84	424	provided	203	Vorau 20	NA	NA	Salzburg	Austria	spring	Spring	stygobiont	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschlieÃenden Alpenvorland. Archiv fur Hydrobiologie 55: 281â370. 	Literature	Christian Griebler: Uni Vienna	Å½iva Vehovar
2043	Austrian Ostracoda	Christian Griebler	NA	Ostracoda	Podocopida	Candonidae	Marmocandona		Danielopol, Namiotko, Meisch, 2012	Pseudocandona dichtliae  (Brehm, 1953)	Marmocandona Danielopol, Namiotko, Meisch, 2012	TRUE	GENUS	gr. zschokkei	1978	NA	47,80118	13,044061	WGS84	414	provided	Salzburg	Salzburg	NA	NA	Salzburg	Austria	well	Interstitial - Phreatic Zone 	stygobiont	Danielopol DL (1978) Ãber Herkunft und Morphologie der SÃ¼Ãwasser-hypogÃ¤ischen Candoninae (Crustacea, Ostracoda). Sitzungsberichte der Akademie der Wissenschaften mathematisch-naturwissenschaftliche Klasse 187: 1â162.	Literature	Christian Griebler: Uni Vienna	Å½iva Vehovar
2064	Diversity of Groundwater Crustaceans in Wells in Various Geologic Formations of Southern Poland	Pociecha, Agnieszka, Maciej Karpowicz, Tadeusz Namiotko, ElÅ¼bieta Dumnicka, and Joanna Galas	NA	Ostracoda	Podocopida	Candonidae	Typhlocypris	eremita	(Vejdovsky, 1882)	Typhlocypris cf. eremita (Vejdovsky, 1882)	Typhlocypris eremita (Vejdovsky, 1882)	TRUE	SPECIES	cf.	2021	NA	50,166825	19,700032	WGS84	438	calculated	NA	Szklary (Sz) wells; 50Â°10â² N; 19Â°42â² E, Jurassic limestone	NA	NA	NA	Poland	wells, 1.5 - 20 m	Well	stygobiont	"Pociecha, Agnieszka, Maciej Karpowicz, Tadeusz Namiotko, ElÅ¼bieta Dumnicka, and Joanna Galas. 2021. """"Diversity of Groundwater Crustaceans in Wells in Various Geologic Formations of Southern Poland"""" Water 13, no. 16: 2193. https://doi.org/10.3390/w13162193"	NA	NA	Å½iva Vehovar
2065	Diversity of Groundwater Crustaceans in Wells in Various Geologic Formations of Southern Poland	Pociecha, Agnieszka, Maciej Karpowicz, Tadeusz Namiotko, ElÅ¼bieta Dumnicka, and Joanna Galas	NA	Ostracoda	Podocopida	Candonidae	Typhlocypris	eremita	(Vejdovsky, 1882)	Typhlocypris cf. eremita (Vejdovsky, 1882)	Typhlocypris eremita (Vejdovsky, 1882)	TRUE	SPECIES	cf.	2021	NA	50,250171	20,099979	WGS84	242	calculated	NA	Prandocin (Pr), 50Â°15â² N; 20Â°06â² E, Cretaceous marls	NA	NA	NA	Poland	wells 6â14 m	Well	stygobiont	"Pociecha, Agnieszka, Maciej Karpowicz, Tadeusz Namiotko, ElÅ¼bieta Dumnicka, and Joanna Galas. 2021. """"Diversity of Groundwater Crustaceans in Wells in Various Geologic Formations of Southern Poland"""" Water 13, no. 16: 2193. https://doi.org/10.3390/w13162193"	NA	NA	Å½iva Vehovar
