ID	datasetName	informationWithheld	TaxonID	class	order	family	genus	species	scientificNameAuthorship	verbatimIdentification	scientificName	Classified	taxonRank	Lineage	dateIdentified	identifiedBy	decimalLatitude	decimalLongitude	geodeticDatum	elevationInMeters	verticalDatum	locationID	locality	municipality	stateProvince	region	country	locationRemarks	habitat	MeasurementOrFact	references	basisOfRecord	rightsHolder	Input.into.DB.-.name
323	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	sp. A1		Fabaeformiscandona sp. A1, 2011	Fabaeformiscandona sp. A1		SPECIES		2015	NA	44,373323	6,869389	WGS84	2295	provided	NA	Lauzanier spring, Ubaye valley, Mercantour	Jausier	Alpes de Hautes Provence	Mercantour Mountains	France	spring	Spring	stygobiont	Dole-Olivier M.-J., Galassi D.M.P., Fiers F., Malard F., Martin P., and Marmonier P. (2015). Biodiversity in mountain groundwater: the Mercantour National Park (France) as a European hotspot. Zoosystema, 37: 529-550.	ATBI Mercantour Database, France, 2009-2010	M.-J. DOLE-OLIVIER, D. MARTIN: LYON, France	Marmonier P.
324	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	sp. A1		Fabaeformiscandona sp. A1, 2011	Fabaeformiscandona sp. A1		SPECIES		2015	NA	44,252264	6,771117	WGS84	2040	provided	NA	Sanguinieres spring, Var valley, Mercantour	Entraunes	Alpes Maritimes	Mercantour Mountains	France	spring	Spring	stygobiont	Dole-Olivier M.-J., Galassi D.M.P., Fiers F., Malard F., Martin P., and Marmonier P. (2015). Biodiversity in mountain groundwater: the Mercantour National Park (France) as a European hotspot. Zoosystema, 37: 529-550.	ATBI Mercantour Database, France, 2009-2010	M.-J. DOLE-OLIVIER, D. MARTIN: LYON, France	Marmonier P.
325	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	sp. A1		Fabaeformiscandona sp. A1, 2011	Fabaeformiscandona sp. A1		SPECIES		2015	NA	44,311441	6,720417	WGS84	2095	provided	NA	Saume spring, Ubaye valley, Mercantour	Uvernet Fours	Alpes de Hautes Provence	Mercantour Mountains	France	spring	Spring	stygobiont	Dole-Olivier M.-J., Galassi D.M.P., Fiers F., Malard F., Martin P., and Marmonier P. (2015). Biodiversity in mountain groundwater: the Mercantour National Park (France) as a European hotspot. Zoosystema, 37: 529-550.	ATBI Mercantour Database, France, 2009-2010	M.-J. DOLE-OLIVIER, D. MARTIN: LYON, France	Marmonier P.
326	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	sp. A1		Fabaeformiscandona sp. A1, 2011	Fabaeformiscandona sp. A1		SPECIES		2011	NA	45,485398	7,004965	WGS84	2451	provided	NA	Sassiere spring, Isere valley, Vanoise Mountains	Val d'Isere	Savoie	Vanoise Mountains	France	spring	Spring	stygobiont	Unpublished Data: P. Marmonier	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
327	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	sp. A1		Fabaeformiscandona sp. A1, 2011	Fabaeformiscandona sp. A1		SPECIES		2011	NA	45,709528	6,125486	WGS84	722	provided	NA	Becua spring, les Brunots, Bauges Mountains	La Motte en Bauges	Savoie	Bauges Mountains	France	spring	Spring	stygobiont	Unpublished Data: P. Marmonier	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
328	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	sp. A1		Fabaeformiscandona sp. A1, 2011	Fabaeformiscandona sp. A1		SPECIES		2011	NA	45,651017	6,168027	WGS84	735	provided	NA	Grand Clos spring, Bauges Mountains	Ecole	Savoie	Bauges Mountains	France	spring	Spring	stygobiont	Unpublished Data: P. Marmonier	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
329	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	sp. A1		Fabaeformiscandona sp. A1, 2011	Fabaeformiscandona sp. A1		SPECIES		2011	NA	45,618435	6,080885	WGS84	901	provided	NA	Aillons spring, Bauges Mountains	Aillons le Jeune	Savoie	Bauges Mountains	France	spring	Spring	stygobiont	Unpublished Data: P. Marmonier	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
330	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	sp. A1		Fabaeformiscandona sp. A1, 2011	Fabaeformiscandona sp. A1		SPECIES		2011	NA	45,622283	6,011975	WGS84	935	provided	NA	Leysse River spring, Bauges Mountains	Les Deserts	Savoie	Bauges Mountains	France	spring	Spring	stygobiont	Unpublished Data: P. Marmonier	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
331	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	sp. A1		Fabaeformiscandona sp. A1, 2011	Fabaeformiscandona sp. A1		SPECIES		2011	NA	45,276619	6,817159	WGS84	1294	provided	NA	Suffet spring, Arc valley, Vanoise Mountains	Termignon	Savoie	Vanoise Mountains	France	spring	Spring	stygobiont	Unpublished Data: P. Marmonier	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
332	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	sp. A1		Fabaeformiscandona sp. A1, 2011	Fabaeformiscandona sp. A1		SPECIES		2011	NA	45,460004	6,743618	WGS84	1471	provided	NA	Champagny spring, Doron valley, Vanoise Mountains	Champagny le Haut	Savoie	Vanoise Mountains	France	spring	Spring	stygobiont	Unpublished Data: P. Marmonier	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
333	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	sp. A1		Fabaeformiscandona sp. A1, 2011	Fabaeformiscandona sp. A1		SPECIES		2015	NA	44,298242	6,787179	WGS84	2440	provided	NA	Braissette	UVERNET-FOURS	Alpes de Hautes Provence	Mercantour Mountains	France	spring	Spring	stygobiont	Dole-Olivier M.-J., Galassi D.M.P., Fiers F., Malard F., Martin P., and Marmonier P. (2015). Biodiversity in mountain groundwater: the Mercantour National Park (France) as a European hotspot. Zoosystema, 37: 529-550.	ATBI Mercantour Database, France, 2009-2010	M.-J. DOLE-OLIVIER, D. MARTIN: LYON, France	Marmonier P.
334	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	sp. A1		Fabaeformiscandona sp. A1, 2011	Fabaeformiscandona sp. A1		SPECIES		2015	NA	44,331137	6,802021	WGS84	2500	provided	NA	Restefond	JAUSIERS	Alpes de Hautes Provence	Mercantour Mountains	France	spring	Spring	stygobiont	Dole-Olivier M.-J., Galassi D.M.P., Fiers F., Malard F., Martin P., and Marmonier P. (2015). Biodiversity in mountain groundwater: the Mercantour National Park (France) as a European hotspot. Zoosystema, 37: 529-550.	ATBI Mercantour Database, France, 2009-2010	M.-J. DOLE-OLIVIER, D. MARTIN: LYON, France	Marmonier P.
351	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	breuili	(Paris, 1920)	Pseudocandona spelaea (Klie, 1941)	Fabaeformiscandona breuili (Paris, 1920)	TRUE	SPECIES		1986	NA	42,977865	24,464719	WGS84	459	provided	NA	Gravel bar, Goliama, Bulgaria.	Golyama Zhelyazna	I 9b	Lovec	Bulgaria	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.	Literature: D. Eme	NA	Marmonier P.
352	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	breuili	(Paris, 1920)	Pseudocandona spelaea (Klie, 1941)	Fabaeformiscandona breuili (Paris, 1920)	TRUE	SPECIES		1986	NA	42,423754	25,624936	WGS84	218	provided	NA	wells at Aibamar-Stara Zagora	Stara Zagora	I 9b	Stara Zagora	Bulgaria	Well	Well	stygobiont	Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.	Literature: D. Eme	NA	Marmonier P.
353	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	breuili	(Paris, 1920)	Pseudocandona spelaea (Klie, 1941)	Fabaeformiscandona breuili (Paris, 1920)	TRUE	SPECIES		1986	NA	38,047439	23,865367	WGS84	497	provided	NA	Cave at Penteli, Greece	Penteli	I 9b	Athens	Greece	Cave	Cave	stygobiont	Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.	Literature: D. Eme	NA	Marmonier P.
354	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	breuili	(Paris, 1920)	Pseudocandona spelaea (Klie, 1941)	Fabaeformiscandona breuili (Paris, 1920)	TRUE	SPECIES		NA	NA	42,21828	19,134877	WGS84	100	provided	NA	Vilina spila na NW padini vrha Gomijonjica	Gomijonjica, Donja Seoca	Virpazar	NA	Montenegro	cave	Cave	stygobiont	Karanovic I. pers com to Maja Zagmajster	SubBioDatabase (MZagmajster-CFiÅ¡er)	M. Zagmajster C.FiÅ¡er: Ljubljana, Slovenia	Marmonier P.
355	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	breuili	(Paris, 1920)	Pseudocandona spelaea (Klie, 1941)	Fabaeformiscandona breuili (Paris, 1920)	TRUE	SPECIES		NA	NA	42,287198	19,035471	WGS84	420	provided	NA	GrboÄica peÄina	Trnovo, Poseljani	Virpazar	NA	Montenegro	cave	Cave	stygobiont	Karanovic I. pers com to Maja Zagmajster	SubBioDatabase (MZagmajster-CFiÅ¡er)	M. Zagmajster C.FiÅ¡er: Ljubljana, Slovenia	Marmonier P.
570	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. R1		Mixtacandona n. sp. R1, 2006	Mixtacandona n. sp. R1		SPECIES		2006	NA	42,6345	2,44018	WGS84	314	provided	NA	Puits Mas Felip, 	66-Prades	Pyrenees-Orientales	Pyrenees Mountains	France	Unconsolidated Sediment Phreatic Zone  	Interstitial - Phreatic Zone 	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Roussillon: France	L. Deharveng: N. Coineau: C: Boutin: Toulouse: France	Marmonier P.
571	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. R1		Mixtacandona n. sp. R1, 2006	Mixtacandona n. sp. R1		SPECIES		2006	NA	42,8128	2,50358	WGS84	285	provided	NA	P34	66-Saint-Paul-de-Fenouillet	Pyrenees-Orientales	Pyrenees Mountains	France	Unconsolidated Sediment Phreatic Zone  	Interstitial - Phreatic Zone 	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Roussillon: France	L. Deharveng: N. Coineau: C: Boutin: Toulouse: France	Marmonier P.
572	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. R1		Mixtacandona n. sp. R1, 2006	Mixtacandona n. sp. R1		SPECIES		2006	NA	42,4628	2,60983	WGS84	498	provided	NA	Fou nÂ¡1, grotte de la, 	66-Corsavy	Pyrenees-Orientales	Pyrenees Mountains	France	Cave	Cave	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Roussillon: France	L. Deharveng: N. Coineau: C: Boutin: Toulouse: France	Marmonier P.
573	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. R1		Mixtacandona n. sp. R1, 2006	Mixtacandona n. sp. R1		SPECIES		2006	NA	42,62707	2,68671	WGS84	345	provided	NA	Camelas, source captee, 	66-Camelas	Pyrenees-Orientales	Pyrenees Mountains	France	karstSaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Roussillon: France	L. Deharveng: N. Coineau: C: Boutin: Toulouse: France	Marmonier P.
574	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. R1		Mixtacandona n. sp. R1, 2006	Mixtacandona n. sp. R1		SPECIES		2006	NA	42,8586	2,70116	WGS84	110	provided	NA	Comelade, 	66-Millas	Pyrenees-Orientales	Pyrenees Mountains	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Roussillon: France	L. Deharveng: N. Coineau: C: Boutin: Toulouse: France	Marmonier P.
575	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. R1		Mixtacandona n. sp. R1, 2006	Mixtacandona n. sp. R1		SPECIES		2006	NA	42,47201	2,70218	WGS84	250	provided	NA	PP	66-Reynes	Pyrenees-Orientales	Pyrenees Mountains	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Roussillon: France	L. Deharveng: N. Coineau: C: Boutin: Toulouse: France	Marmonier P.
576	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. R1		Mixtacandona n. sp. R1, 2006	Mixtacandona n. sp. R1		SPECIES		2006	NA	42,6756	2,70324	WGS84	114	provided	NA	Comelade, Route D612 Comelade	66-Millas	Pyrenees-Orientales	Pyrenees Mountains	France	Unconsolidated Sediment Phreatic Zone  	Interstitial - Phreatic Zone 	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Roussillon: France	L. Deharveng: N. Coineau: C: Boutin: Toulouse: France	Marmonier P.
577	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. R1		Mixtacandona n. sp. R1, 2006	Mixtacandona n. sp. R1		SPECIES		2006	NA	42,6849	2,70565	WGS84	97	provided	NA	Salvayre voie ferree, 	66-Millas	Pyrenees-Orientales	Pyrenees Mountains	France	Unconsolidated Sediment Phreatic Zone  	Interstitial - Phreatic Zone 	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Roussillon: France	L. Deharveng: N. Coineau: C: Boutin: Toulouse: France	Marmonier P.
578	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. R1		Mixtacandona n. sp. R1, 2006	Mixtacandona n. sp. R1		SPECIES		2006	NA	42,50285	2,74818	WGS84	153	provided	NA	P47 chemin des cerisiers, 	66-Ceret	Pyrenees-Orientales	Pyrenees Mountains	France	Unconsolidated Sediment Phreatic Zone  	Well	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Roussillon: France	L. Deharveng: N. Coineau: C: Boutin: Toulouse: France	Marmonier P.
579	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. R1		Mixtacandona n. sp. R1, 2006	Mixtacandona n. sp. R1		SPECIES		2006	NA	42,50124	2,75512	WGS84	138	provided	NA	P46 PN23 Passageniveau, 	66-Ceret	Pyrenees-Orientales	Pyrenees Mountains	France	Unconsolidated Sediment Phreatic Zone  	Well	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Roussillon: France	L. Deharveng: N. Coineau: C: Boutin: Toulouse: France	Marmonier P.
580	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. R1		Mixtacandona n. sp. R1, 2006	Mixtacandona n. sp. R1		SPECIES		2006	NA	42,84095	2,76138	WGS84	250	provided	NA	P29	66-Vingrau	Pyrenees-Orientales	Pyrenees Mountains	France	Unconsolidated Sediment Phreatic Zone  	Interstitial - Phreatic Zone 	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Roussillon: France	L. Deharveng: N. Coineau: C: Boutin: Toulouse: France	Marmonier P.
581	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. R1		Mixtacandona n. sp. R1, 2006	Mixtacandona n. sp. R1		SPECIES		2006	NA	42,5575	2,9258	WGS84	35	provided	NA	Puits aux cypres, 	66-Saint-Genis-des-Fontaines	Pyrenees-Orientales	Pyrenees Mountains	France	Unconsolidated Sediment Phreatic Zone  	Interstitial - Phreatic Zone 	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Roussillon: France	L. Deharveng: N. Coineau: C: Boutin: Toulouse: France	Marmonier P.
582	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. R1		Mixtacandona n. sp. R1, 2006	Mixtacandona n. sp. R1		SPECIES		2006	NA	43,1171	2,24097	WGS84	140	provided	NA	p ancienne gare	Cepie	Aude	Aude	France	Unconsolidated Sediment Phreatic Zone  	Interstitial - Phreatic Zone 	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Roussillon: France	L. Deharveng: N. Coineau: C: Boutin: Toulouse: France	Marmonier P.
583	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	juberthieae	Danielopol, 1978	Mixtacandona sp. (gr. juberthieae), 2019	Mixtacandona juberthieae Danielopol, 1978	TRUE	SPECIES	cf.	2019	NA	44,738103	4,957114	WGS84	156	provided	NA	DrÃ´me River, secteur des RamiÃ¨res	Crest	DrÃ´me	NA	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Marmonier P., Olivier M.-J., Creuze des Chatelliers M., Paran F., Graillot, D., Winiarski T., Konecny-DuprÃ© L., Navel S. and Cadilhac L. (2019). Does spatial heterogeneity of hyporheic fauna vary similarly with natural and artificial changes in braided river width? Science of the Total Environment, 689: 57-69	River-Groundwater exchanges study	P. Marmonier: Lyon: France	Marmonier P.
584	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	juberthieae	Danielopol, 1978	Mixtacandona sp. (gr. juberthieae), 2020	Mixtacandona juberthieae Danielopol, 1978	TRUE	SPECIES	cf.	2020	NA	44,26106	4,331355	WGS84	96	provided	NA	CÃ¨ze River, Gorges sector	MÃ©jannes-le-Clap	Gard	CÃ©vennes	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Marmonier P.,  Creuze des Chatelliers M., Olivier M.-J., Radakovitch O., Mayer A., Chapuis H., Graillot, D., Re-Bahuaud J., Johannet A. and Cadilhac L. (2020). Are surface water characteristics efficient to locate hyporheic biodiversity hotspots? Science of the Total Environment, 738: 5139930	River-Groundwater exchanges study	P. Marmonier: Lyon: France	Marmonier P.
585	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	n. sp. S1		Mixtacandona sp. Esp1, 1982	Mixtacandona n. sp. S1		SPECIES		1982	NA	NA	NA	NA	NA	NA	NA	Mallorca	Mallorca	NA	Balearic islands	Spain	Cave, spring, Hyporheic zone	NA	stygobiont	Gines, A. (1982) Inventario de especies Cavernicolas de las Islas Baleares. Endins, 9, 57-75	Literature: F. Malard	NA	Marmonier P.
