"ID"	"SourceDatabase"	"OwnerOfSourceDatabase"	"TaxonID"	"TaxonClassis"	"TaxonOrdo"	"TaxonFamilia"	"TaxonGenus"	"TaxonSpecies"	"Author&Year"	"Species_source"	"Species_valid"	"TaxonRank"	"Lineage"	"Date"	"Surveyers/legit"	"LatitudeY"	"LongitudeX"	"GeoreferenceProtocol"	"Altitude"	"AltuitudeDetermination"	"LocalityID"	"LocalityName"	"LocalityMunicipality"	"LocalityProvince"	"LocalityRegion"	"LocalityCountry"	"HabitatType"	"HabitatType_syncronized"	"TaxonEcology"	"Reference"	"SourceType"	"Rights"	"Input.into.DB.-.name"
1058	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"belgica"	"Klie, 1937"	"Schellencandona belgica (Klie, 1937)"	"Schellencandona belgica (Klie, 1937)"	"SPECIES"				45,833641	5,001825	"WGS84"				"Interstitial of the Rhone in the Miribel canal"	"01-St Maurice de Beynost"	"Ain"		"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1059	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"belgica"	"Klie, 1937"	"Schellencandona belgica (Klie, 1937)"	"Schellencandona belgica (Klie, 1937)"	"SPECIES"				51,312711	9,479746	"WGS84"	"177"	"provided"		"Well in Kassel"	"Kassel"			"Germany"	"Well"	"Well"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1060	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"belgica"	"Klie, 1937"	"Schellencandona belgica (Klie, 1937)"	"Schellencandona belgica (Klie, 1937)"	"SPECIES"				47,81337	7,561897	"WGS84"	"228"	"provided"		"Interstitial of the Rhine River"	"Neuenburg"			"Germany"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1061	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"insueta"	"Klie, 1938"	"Schellencandona insueta (Klie, 1938)"	"Schellencandona insueta (Klie, 1938)"	"SPECIES"				47,740474	8,381365	"WGS84"	"707"	"provided"		"Gravel bar of Wutach, West Germany."		"II 5"	"Baden-Wurttemberg"	"Germany"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278."	"Literature: D. Eme"		"Marmonier P."
1062	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"insueta"	"Klie, 1938"	"Schellencandona insueta (Klie, 1938)"	"Schellencandona insueta (Klie, 1938)"	"SPECIES"				50,240573	8,191703	"WGS84"	"385"	"provided"		"Wells at Hungstetten (upper Rhine Valley)"	"Hunstetten"	"II 3"	"Rhineland Palatinate"	"Germany"	"Well"	"Interstitial - Phreatic Zone "	"stygobiont"	"Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278."	"Literature: D. Eme"		"Marmonier P."
1063	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"insueta"	"Klie, 1938"	"Schellencandona insueta (Klie, 1938)"	"Schellencandona insueta (Klie, 1938)"	"SPECIES"				49,203213	9,341007	"WGS84"				"Wells near Burgberg, in Baden-Wurttenberg"	"Burgberg"		"Baden-Wurttemberg"	"Germany"	"Well"	"Well"	"stygobiont"	"Hahn H.J. & Fuchs A. (2009). Distribution patterns of groundwater communities across aquifer types in south-western Germany. Freshwater Biology. 54: 848-860."	"Literature: P. Marmonier"		"Marmonier P."
1064	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"schellenbergi"	"Klie, 1934"	"Schellencandona schellenbergi (Klie, 1934)"	"Schellencandona schellenbergi (Klie, 1934)"	"SPECIES"				47,47448	9,73073	"WGS84"	"411"	"provided"		"Lauterach, Bregenz"	"Bregenz"		"Vorarlberg"	"Austria"			"stygobiont"	"Christian E., Pospisil P., Haase M. (1994). Autriche. In Ecyclopaedia Bipspeologica, Juberthie C. & Decu V. Eds., vol.1: 595-603."	"Literature: F. Malard"		"Marmonier P."
1065	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"schellenbergi"	"Klie, 1934"	"Schellencandona schellenbergi (Klie, 1934)"	"Schellencandona schellenbergi (Klie, 1934)"	"SPECIES"				49,203213	9,341007	"WGS84"				"Wells near Burgberg, in Baden-Wurttenberg"	"Burgberg"		"Baden-Wurttemberg"	"Germany"	"Well"	"Well"	"stygobiont"	"Hahn H.J. & Fuchs A. (2009). Distribution patterns of groundwater communities across aquifer types in south-western Germany. Freshwater Biology. 54: 848-860."	"Literature: P. Marmonier"		"Marmonier P."
1066	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"schellenbergi"	"Klie, 1934"	"Schellencandona schellenbergi (Klie, 1934)"	"Schellencandona schellenbergi (Klie, 1934)"	"SPECIES"				48,1	7,666667	"WGS84"	"294"	"provided"		"Well in the Rhine valley"	"Kaiserstuhl"			"Germany"	"Well"	"Interstitial - Phreatic Zone "	"stygobiont"	"Meisch C. (2000). Freshwater Ostracoda of western and central europe. Spektrum Akademischer Verlag, 522 p."	"Literature: P. Marmonier"		"Marmonier P."
1067	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"simililampadis"	"Danielopol, 1978"	"Schellencandona simililampadis (Danielopol, 1978)"	"Schellencandona simililampadis (Danielopol, 1978)"	"SPECIES"				43,933232	3,961333	"WGS84"				"Vidourle, resurgence du, Galerie souterraine de l'hotel de ville en relation avec les eaux du Vidourle souterrain"	"30-Sauve"	"Gard"		"France"	"karst"	"Cave"	"stygobiont"	"Danielopol, D.L. (1978) Ostracodes du sud de la France. 2. Schellencandona simililampadis n. sp. Int. J. Speleol., 10, 57-71"	"Pascalis project Database: Europe"		"Marmonier P."
1068	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,389139	5,341941	"WGS84"				"Guyottes, source des, Source des GuyottesColigny"	"01-Coligny"	"Ain"		"France"	"spring"	"Spring"	"stygobiont"	"Barthelemy, D. (1984) Impact des pollutions sur la faune stygobie karstiqueÊ: approche typologique sur seize emergences des departements de l'Ain et du Jura. Thse de Doctorat de 3me cycle, Universite Lyon 1, 181 p"	"Pascalis project Database: Europe"		"Marmonier P."
1069	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,435924	5,343228	"WGS84"				"Souget, source du, Source du SougetAllonal"	"39-Saint-Amour"	"Jura"		"France"	"spring"	"Spring"	"stygobiont"	"Barthelemy, D. (1984) Impact des pollutions sur la faune stygobie karstiqueÊ: approche typologique sur seize emergences des departements de l'Ain et du Jura. Thse de Doctorat de 3me cycle, Universite Lyon 1, 181 p"	"Pascalis project Database: Europe"		"Marmonier P."
1070	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,440301	5,608509	"WGS84"				"Valsin, source du, Source du Valsin"	"39-Fetigny"	"Jura"		"France"	"spring"	"Spring"	"stygobiont"	"Barthelemy, D. (1984) Impact des pollutions sur la faune stygobie karstiqueÊ: approche typologique sur seize emergences des departements de l'Ain et du Jura. Thse de Doctorat de 3me cycle, Universite Lyon 1, 181 p"	"Pascalis project Database: Europe"		"Marmonier P."
1071	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,404867	5,741753	"WGS84"				"Blanc, puits, Puits blanc"	"39-Villards-d'Heria"	"Jura"		"France"	"Well"	"Well"	"stygobiont"	"Barthelemy, D. (1984) Impact des pollutions sur la faune stygobie karstiqueÊ: approche typologique sur seize emergences des departements de l'Ain et du Jura. Thse de Doctorat de 3me cycle, Universite Lyon 1, 181 p"	"Pascalis project Database: Europe"		"Marmonier P."
1072	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,351385	5,768315	"WGS84"				"Enrage, Source de l'Enrage "	"39-Molinges"	"Jura"		"France"	"spring"	"Spring"	"stygobiont"	"Barthelemy, D. (1984) Impact des pollutions sur la faune stygobie karstiqueÊ: approche typologique sur seize emergences des departements de l'Ain et du Jura. Thse de Doctorat de 3me cycle, Universite Lyon 1, 181 p"	"Pascalis project Database: Europe"		"Marmonier P."
1073	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,819665	6,349809	"WGS84"				"Montperreux, source Bleue, Source Bleue"	"25-Montperreux"	"Doubs"		"France"	"spring"	"Spring"	"stygobiont"	"Vervier, P. Gibert, J. Laurent, R. & Couturaud, A. (1986) Plongee sousterraine et hydrobiologie dans la Source Bleue, Montperreux, Doubs: Utilisation de substrats artificiles pour etudier la faue des reseaux noyes.Spelunca, 22, 34-42"	"Pascalis project Database: Europe"		"Marmonier P."
1074	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		47,326527	6,370676	"WGS84"				"Pont les Moulins, Resurgence de, Resurgence de Pont les Moulins"	"25-Pont-les-Moulins"	"Doubs"		"France"	"karst"	"Cave"	"stygobiont"	"Pinay, G. (1984) Etude de la faune souterraine dâun massif karstique du Jura (departement du Doubs). Essai de typologie de ses differentes resurgences. DEA Ecologie des Eaux, Universite Lyon I"	"Pascalis project Database: Europe"		"Marmonier P."
1075	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,20292603	5,37040669	"WGS84"	"316"	"provided"		"Tunnel de Drom amont - Drom"	"Drom"	"Jura"	"Jura"	"France"	"karstUnsaturated Zone  "	"Cave"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1076	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,2191396	5,37182739	"WGS84"	"322"	"provided"		"Puits Grandpierre - Drom"	"Drom"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1077	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		45,92871209	5,38436839	"WGS84"	"290"	"provided"		"Source Pont Martin 1 - Bettant"	"Bettant"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1078	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		45,95663069	5,38676011	"WGS84"	"342"	"provided"		"Source de Fontelune - Amberieu"	"Amberieux en Bugey"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1079	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		45,91858362	5,41116685	"WGS84"	"309"	"provided"		"Source du Pissoir - Torcieu"	"Torcieu"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1080	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,41246027	5,42616722	"WGS84"	"430"	"provided"		"Source Bief des Marais "	"Nantey"	"Jura"	"Jura"	"France"	"karstUnsaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1081	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,33705246	5,43475591	"WGS84"	"335"	"provided"		"Source du Maire de Montfleur - Montfleur"	"Monfleur"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1082	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,48931635	5,46245507	"WGS84"	"388"	"provided"		"Source du Suran - Loisia"	"Loisia"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1083	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		45,91375584	5,462558	"WGS84"	"431"	"provided"		"Source du Grinand - Les Œuvres - Blanaz"	"Blanaz"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1084	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,48980754	5,46816723	"WGS84"	"384"	"provided"		"Source Les Mitanges - Loisia"	"Loisia"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1085	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		45,94218122	5,4858357	"WGS84"	"397"	"provided"		"Source de la Douay - Argis"	"Argis"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1086	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,06289646	5,48982416	"WGS84"	"682"	"provided"		"Grotte des Combets"	"Cerdon"	"Jura"	"Jura"	"France"	"karstUnsaturated Zone  "	"Cave"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1087	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,37096917	5,51105449	"WGS84"	"438"	"provided"		"Grotte de la Balme A - Valfin"	"Valfin sur Valouse"	"Jura"	"Jura"	"France"	"karstUnsaturated Zone  "	"Cave"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1088	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,37028015	5,5112224	"WGS84"	"399"	"provided"		"Source - Captage de Valfin"	"Valfin sur Valouse"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1089	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,37395002	5,51522223	"WGS84"	"486"	"provided"		"Source de Courllou (Valfin)"	"Valfin sur Valouse"	"Jura"	"Jura"	"France"	"karstUnsaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1090	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,28404501	5,51863881	"WGS84"	"337"	"provided"		"Source captee - Chalea"	"Chalea"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1091	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,12262884	5,52006319	"WGS84"	"536"	"provided"		"Source du Corberan - Maillat"	"Maillat"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1092	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,35625751	5,54367041	"WGS84"	"373"	"provided"		"Caborne du Bœuf - St Hymetiere"	"Saint Hymetiere"	"Jura"	"Jura"	"France"	"karstUnsaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1093	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,47271318	5,54553286	"WGS84"	"380"	"provided"		"Les Sept sources - nancuise"	"Nancuise"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1094	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,39599285	5,55167591	"WGS84"	"359"	"provided"		"Soucre du Moulin d'Arinthod"	"Arinthod"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1095	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,45367504	5,55963793	"WGS84"	"360"	"provided"		"Source de Drevel - Chamberia"	"Chamberria"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1096	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,05931891	5,56414499	"WGS84"	"749"	"provided"		"Source Le Flaret - Outriaz"	"Outriaz"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
