"ID"	"SourceDatabase"	"OwnerOfSourceDatabase"	"TaxonID"	"TaxonClassis"	"TaxonOrdo"	"TaxonFamilia"	"TaxonGenus"	"TaxonSpecies"	"Author&Year"	"Species_source"	"Species_valid"	"TaxonRank"	"Lineage"	"Date"	"Surveyers/legit"	"LatitudeY"	"LongitudeX"	"GeoreferenceProtocol"	"Altitude"	"AltuitudeDetermination"	"LocalityID"	"LocalityName"	"LocalityMunicipality"	"LocalityProvince"	"LocalityRegion"	"LocalityCountry"	"HabitatType"	"HabitatType_syncronized"	"TaxonEcology"	"Reference"	"SourceType"	"Rights"	"Input.into.DB.-.name"
1097	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,44092575	5,60469189	"WGS84"	"474"	"provided"		"Source captage - Fetigny (Buse)"	"Fetigny"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1098	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,45141614	5,60719926	"WGS84"	"556"	"provided"		"Sources Combe Bernay - Fetigny"	"Fetigny"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1099	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J1, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,15423517	5,60865279	"WGS84"	"499"	"provided"		"Source de la Doye - nantua"	"Nantua"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1100	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J2, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,32704183	5,5057371	"WGS84"	"527"	"provided"		"Source Mongefond 2"	"Vosbles"	"Jura"	"Jura"	"France"	"karstUnsaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1101	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J2, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,33406183	5,50843377	"WGS84"	"612"	"provided"		"Source Mongefond 1"	"Vosbles"	"Jura"	"Jura"	"France"	"karstUnsaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1102	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J2, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,35925217	5,55589022	"WGS84"				"Puits Niel - St Hymetiere, "	"Saint Hymetiere"			"France"	"Well"	"Well"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1103	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J2, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,35859903	5,55764633	"WGS84"				"Puits Buisset - St Hymetiere, "	"Saint Hymetiere"			"France"	"Well"	"Well"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1104	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J2, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,39538884	5,59184188	"WGS84"	"561"	"provided"		"CAPTAGE DE NEGLIA A(Gr.du-)"	"Arinthod"	"Jura"	"Jura"	"France"	"karstUnsaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1105	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J3, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,12373593	5,47307002	"WGS84"	"559"	"provided"		"Source de la Balmette - Challes"	"Challes la Montagne"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1106	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J3, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,41694595	5,50036962	"WGS84"	"500"	"provided"		"Source captee - Montrevel"	"Montrevel"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1107	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J3, 2006"	"Schellencandona Meisch, 1996"	"GENUS"		2006		46,17485847	5,50355048	"WGS84"	"619"	"provided"		"Source N°2 - Volognat"	"Volognat"	"Jura"	"Jura"	"France"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Jura: France"	"F. Malard: M.-J. Dole-Olivier: Lyon: France"	"Marmonier P."
1108	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. J5, 2011"	"Schellencandona Meisch, 1996"	"GENUS"		2011		45,876133	4,841021	"WGS84"	"177"	"provided"		"Fontaine Camille"	"Neuville sur Saône"	"Rhône"	"Rhône-Alpes"	"France"	"spring"	"Spring"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1109	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. Alp 1, 2025"	"Schellencandona Meisch, 1996"	"GENUS"				44,5023	5,0889	"WGS85"	"446"	"provided"		"Lez River at Montjoux"	"Montjoux"	"Drôme"	"Rhône-Alpes"	"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1112	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. Alp 1, 2025"	"Schellencandona Meisch, 1996"	"GENUS"				44,419505	4,909477	"WGS86"	"207"	"provided"		"Lez River at Grignan"	"Grignan"	"Drôme"	"Rhône-Alpes"	"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1113	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. Alp 1, 2025"	"Schellencandona Meisch, 1996"	"GENUS"				44,381	5,4255	"WGS87"	"534"	"provided"		"Eygues River at Verclauze"	"Verclauze"	"Drôme"	"Rhône-Alpes"	"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1114	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. Alp 1, 2025"	"Schellencandona Meisch, 1996"	"GENUS"				44,2322	5,1397	"WGS88"	"256"	"provided"		"Ouvèze River at Entrechaux"	"Entrechaux"	"Vaucluse"	"Provence"	"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1115	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. Alp 1, 2025"	"Schellencandona Meisch, 1996"	"GENUS"				44,6567	5,7112	"WGS89"	"1018"	"provided"		"Grand Buech River"	"Luce la Croix haute"	"Hautes-Alpes"	"Provence"	"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1116	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. Alp 1, 2025"	"Schellencandona Meisch, 1996"	"GENUS"				44,5608	5,8952	"WGS90"	"879"	"provided"		"Petit Buech River"	"Montmaure"	"Hautes-Alpes"	"Provence"	"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1117	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. Alp 1, 2025"	"Schellencandona Meisch, 1996"	"GENUS"				44,2013	5,9209	"WGS91"	"466"	"provided"		"Buech River"	"Sisteron"	"Hautes-Alpes"	"Provence"	"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1118	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. Alp 1, 2025"	"Schellencandona Meisch, 1996"	"GENUS"				44,0412	6,1025	"WGS92"	"501"	"provided"		"Les Duyes River"	"Mallemoisson"	"Alpes de Haute Provence"	"Provence"	"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1119	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. Alp 2, 2025"	"Schellencandona Meisch, 1996"	"GENUS"				44,1668	5,9251	"WGS93"	"468"	"provided"		"Jabron River"	"Noyers sur Jabron"	"Alpes de Haute Provence"	"Provence"	"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1120	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. Alp 3, 2025"	"Schellencandona Meisch, 1996"	"GENUS"				44,2344	6,9492	"WGS94"	"1080"	"provided"		"Tinée River"	"St Etienne de Tinée"	"Alpes Maritimes"	"Provence"	"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1121	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. Alp 3, 2025"	"Schellencandona Meisch, 1996"	"GENUS"				44,1789	6,6206	"WGS95"	"1225"	"provided"		"Verdon River"	"Colmars les Alpes"	"Alpes de Haute Provence"	"Provence"	"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1122	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp. Alp 4, 2025"	"Schellencandona Meisch, 1996"	"GENUS"				43,8793	5,9051	"WGS97"	"335"	"provided"		"Asse River"	"Oraison"	"Alpes de Haute Provence"	"Provence"	"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
1123	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"		"Meisch, 1996"	"Schellencandona sp Kenderov & Apostolov 2008"	"Schellencandona Meisch, 1996"	"GENUS"		2008	"Kenderov & Apostolov"	42,27982	23,52077	"WGS84"				"Iskar River: site 14"				"Bulgaria"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Kenderov L. and Apostolov A. 2008. Composition and structure of hyporheal crustacean complex of Iskar River valley in different environmental conditions. Natura Montenegrina, Podgorica 7 (2): 145-167."	"Literature: P. Marmonier"		"Marmonier P."
1125	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"triquetra"	"Klie, 1936"	"Schellencandona triquetra (Klie, 1936)"	"Schellencandona triquetra (Klie, 1936)"	"SPECIES"				50,689667	7,149878	"WGS84"				"Wells, Oker, West Germany."		"II 5"	"North Rhine Westphalia"	"Germany"	"Well"	"Well"	"stygobiont"	"Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278."	"Literature: D. Eme"		"Marmonier P."
1127	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"triquetra"	"Klie, 1936"	"Schellencandona triquetra (Klie, 1936)"	"Schellencandona triquetra (Klie, 1936)"	"SPECIES"				49,203213	9,341007	"WGS84"				"Wells in Baden-Wurttenberg"			"Baden-Wurttemberg"	"Germany"	"Well"	"Well"	"stygobiont"	"Hahn H.J. & Fuchs A. (2009). Distribution patterns of groundwater communities across aquifer types in south-western Germany. Freshwater Biology. 54: 848-860."	"Literature: P. Marmonier"		"Marmonier P."
1128	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"triquetra"	"Klie, 1936"	"Schellencandona triquetra (Klie, 1936)"	"Schellencandona triquetra (Klie, 1936)"	"SPECIES"				52,267547	10,527421	"WGS84"				"Wells near Braunschweig (Weser River Catchment)"	"Braunschweig"			"Germany"	"Well"	"Well"	"stygobiont"	"Meisch C. (2000). Freshwater Ostracoda of western and central europe. Spektrum Akademischer Verlag, 522 p."	"Literature: P. Marmonier"		"Marmonier P."
1129	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"triquetra"	"Klie, 1936"	"Schellencandona triquetra (Klie, 1936)"	"Schellencandona triquetra (Klie, 1936)"	"SPECIES"				50,732703	7,096311	"WGS84"	"68"	"provided"		"Groundwater near Bonn  "	"Bonn"			"Germany"	"Well"	"Well"	"stygobiont"	"Haine E. (1946). Die fauna des Grundwassers von Bonn mit besonderer Berucksichtigung des Crustaceen. PhD Thesis Universityy of Bonn, 413 p."	"Literature: P. Marmonier"		"Marmonier P."
1130	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"triquetra"	"Klie, 1936"	"Schellencandona triquetra (Klie, 1936)"	"Schellencandona triquetra (Klie, 1936)"	"SPECIES"				50,1215	5,1929	"WGS84"	"158"	"provided"		"Han, grotte de, B.38"	"Hans sur Lesse"	"Belgium"		"Belgium"	"Cave"	"Cave"	"stygobiont"	"Leruth, R. (1939) Biologie du domaine souterrain et faune Cavernicole de la Belgique. Memoires du Musee royal d'Histoire naturelle de Belgique, 87, 506pp"	"Pascalis project Database: Europe"		"Marmonier P."
1132	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"triquetra"	"Klie, 1936"	"Schellencandona triquetra (Klie, 1936)"	"Schellencandona triquetra (Klie, 1936)"	"SPECIES"				50,2127	5,3422	"WGS84"	"265"	"provided"		"C1, S2, S3, S4, Sources, "	"Marche en Famenne"	"Belgium"		"Belgium"	"spring"	"Spring"	"stygobiont"	"Leruth, R. (1939) Biologie du domaine souterrain et faune Cavernicole de la Belgique. Memoires du Musee royal d'Histoire naturelle de Belgique, 87, 506pp"	"Pascalis project Database: Europe"		"Marmonier P."
1133	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"triquetra"	"Klie, 1936"	"Schellencandona triquetra (Klie, 1936)"	"Schellencandona triquetra (Klie, 1936)"	"SPECIES"				50,5787	5,41112	"WGS84"	"80"	"provided"		"Lyell, grotte, B.05"	"Ramouille"	"Belgium"		"Belgium"	"Cave"	"Cave"	"stygobiont"	"Leruth, R. (1939) Biologie du domaine souterrain et faune Cavernicole de la Belgique. Memoires du Musee royal d'Histoire naturelle de Belgique, 87, 506pp"	"Pascalis project Database: Europe"		"Marmonier P."
1134	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"triquetra"	"Klie, 1936"	"Schellencandona triquetra (Klie, 1936)"	"Schellencandona triquetra (Klie, 1936)"	"SPECIES"				50,711	5,6793	"WGS84"	"55"	"provided"		"Hermalle-sous-Argenteau, Nappe phreatique de, "	"Hermalle sous argenteau"	"Belgium"		"Belgium"	"Well"	"Interstitial - Phreatic Zone "	"stygobiont"	"Leruth, R. (1939) Biologie du domaine souterrain et faune Cavernicole de la Belgique. Memoires du Musee royal d'Histoire naturelle de Belgique, 87, 506pp"	"Pascalis project Database: Europe"		"Marmonier P."
1136	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Schellencandona"	"triquetra"	"Klie, 1936"	"Schellencandona triquetra (Klie, 1936)"	"Schellencandona triquetra (Klie, 1936)"	"SPECIES"				45,823975	5,067021	"WGS84"				"Miribel, canal de (Nievroz), Station IIC, canal de Miribel"	"01-Nievroz"	"Ain"		"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Marmonier, P. (1988) Biocenoses interstitielles et circulation des eaux dans le sous-ecoulement dâun chenal amenage du Haut-Rhone franais. Thse de Doctorat de 3me cycle, Universite Lyon 1. Tome I 160 p et Tome II 107 pp"	"Pascalis project Database: Europe"		"Marmonier P."
