ID;datasetName;informationWithheld;TaxonID;class;order;family;genus;species;scientificNameAuthorship;verbatimIdentification;scientificName;taxonRank;Lineage;dateIdentified;identifiedBy;decimalLatitude;decimalLongitude;geodeticDatum;elevationInMeters;verticalDatum;locationID;locality;municipality;stateProvince;region;country;locationRemarks;habitat;MeasurementOrFact;references;basisOfRecord;rightsHolder;Input.into.DB.-.name
1966;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1996;;48,164201;16,545696;WGS84;150;provided;Lobau C;Lobau C;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Danielopol DL, Baltanas A (1996) Similarities between the interstitial ostracod fauna of the main channel and a backwater of the River Danube in Lower Austria. River Systems 10: 443–449.;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1967;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Mixtacandona;laisi;Klie, 1938;Mixtacandona laisi  (Klie, 1938);Mixtacandona laisi Klie, 1938;SPECIES;;1996;;48,164201;16,545696;WGS84;150;provided;Lobau C;Lobau C;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Danielopol DL, Baltanas A (1996) Similarities between the interstitial ostracod fauna of the main channel and a backwater of the River Danube in Lower Austria. River Systems 10: 443–449.;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1968;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Fabaeformiscandona;wegelini;Petkovski, 1962;Fabaeformiscandona wegelini  (Petkovski, 1962);Fabaeformiscandona wegelini (Petkovski, 1962);SPECIES;;1996;;48,164201;16,545696;WGS84;150;provided;Lobau C;Lobau C;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Danielopol DL, Baltanas A (1996) Similarities between the interstitial ostracod fauna of the main channel and a backwater of the River Danube in Lower Austria. River Systems 10: 443–449.;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1969;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164201;16,545696;WGS84;150;provided;Lobau C;Lobau C;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;"Danielopol DL, Rouch R, Pospisil P, Torreiter P, Möszlacher F (1997) Ecotonal animal assemblages; their interest for groundwater studies. Groundwater/Surface Water Ecotones: 11–20. ";Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1970;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Mixtacandona;laisi;Klie, 1938;Mixtacandona laisi  (Klie, 1938);Mixtacandona laisi Klie, 1938;SPECIES;;1997;;48,164201;16,545696;WGS84;150;provided;Lobau C;Lobau C;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;"Danielopol DL, Rouch R, Pospisil P, Torreiter P, Möszlacher F (1997) Ecotonal animal assemblages; their interest for groundwater studies. Groundwater/Surface Water Ecotones: 11–20. ";Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1971;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Limnocytheridae;Kovalevskiella;elisabethae;Gaviria, 2022;Kovalevskiella elisabethae  Gaviria, 2022;Kovalevskiella elisabethae Gaviria, 2022;SPECIES;;1997;;48,164201;16,545696;WGS84;150;provided;Lobau C;Lobau C;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;"Danielopol DL, Rouch R, Pospisil P, Torreiter P, Möszlacher F (1997) Ecotonal animal assemblages; their interest for groundwater studies. Groundwater/Surface Water Ecotones: 11–20. ";Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1972;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Fabaeformiscandona;wegelini;Petkovski, 1962;Fabaeformiscandona wegelini  (Petkovski, 1962);Fabaeformiscandona wegelini (Petkovski, 1962);SPECIES;;1997;;48,164201;16,545696;WGS84;150;provided;Lobau C;Lobau C;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;"Danielopol DL, Rouch R, Pospisil P, Torreiter P, Möszlacher F (1997) Ecotonal animal assemblages; their interest for groundwater studies. Groundwater/Surface Water Ecotones: 11–20. ";Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1973;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164161;16,545684;WGS84;150;provided;1;1;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1974;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164196;16,545645;WGS84;150;provided;2;2;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1975;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164143;16,545591;WGS84;150;provided;D3;D3;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1976;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164177;16,545540;WGS84;150;provided;D4;D4;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1977;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164275;16,545462;WGS84;150;provided;4;4;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1978;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164225;16,545487;WGS84;150;provided;D5;D5;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1979;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164189;16,545797;WGS84;150;provided;8;8;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1980;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164171;16,545671;WGS84;150;provided;D9;D9;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1981;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164211;16,545628;WGS84;150;provided;D10;D10;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1982;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164237;16,545568;WGS84;150;provided;D11;D11;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1983;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164176;16,545722;WGS84;150;provided;D15;D15;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1984;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164220;16,545684;WGS84;150;provided;T3;T3;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1985;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164256;16,545644;WGS84;150;provided;D17;D17;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1986;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;1997;;48,164304;16,545810;WGS84;151;provided;25;25;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1987;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Mixtacandona;laisi;Klie, 1938;Mixtacandona laisi  (Klie, 1938);Mixtacandona laisi Klie, 1938;SPECIES;;1997;;48,164161;16,545684;WGS84;150;provided;1;1;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1988;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Mixtacandona;laisi;Klie, 1938;Mixtacandona laisi  (Klie, 1938);Mixtacandona laisi Klie, 1938;SPECIES;;1997;;48,164143;16,545591;WGS84;150;provided;D3;D3;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1989;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Mixtacandona;laisi;Klie, 1938;Mixtacandona laisi  (Klie, 1938);Mixtacandona laisi Klie, 1938;SPECIES;;1997;;48,164211;16,545628;WGS84;150;provided;D10;D10;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1990;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Mixtacandona;laisi;Klie, 1938;Mixtacandona laisi  (Klie, 1938);Mixtacandona laisi Klie, 1938;SPECIES;;1997;;48,164176;16,545722;WGS84;150;provided;D15;D15;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1991;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Mixtacandona;laisi;Klie, 1938;Mixtacandona laisi  (Klie, 1938);Mixtacandona laisi Klie, 1938;SPECIES;;1997;;48,164256;16,545644;WGS84;150;provided;D17;D17;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1992;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Mixtacandona;laisi;Klie, 1938;Mixtacandona laisi  (Klie, 1938);Mixtacandona laisi Klie, 1938;SPECIES;;1997;;48,164220;16,545684;WGS84;150;provided;T3;T3;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1993;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Limnocytheridae;Kovalevskiella;elisabethae;Gaviria, 2022;Kovalevskiella elisabethae  Gaviria, 2022;Kovalevskiella elisabethae Gaviria, 2022;SPECIES;;1997;;48,164143;16,545591;WGS84;150;provided;D3;D3;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1994;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Limnocytheridae;Kovalevskiella;elisabethae;Gaviria, 2022;Kovalevskiella elisabethae  Gaviria, 2022;Kovalevskiella elisabethae Gaviria, 2022;SPECIES;;1997;;48,164211;16,545628;WGS84;150;provided;D10;D10;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1995;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Limnocytheridae;Kovalevskiella;elisabethae;Gaviria, 2022;Kovalevskiella elisabethae  Gaviria, 2022;Kovalevskiella elisabethae Gaviria, 2022;SPECIES;;1997;;48,164176;16,545722;WGS84;150;provided;D15;D15;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1996;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Limnocytheridae;Kovalevskiella;elisabethae;Gaviria, 2022;Kovalevskiella elisabethae  Gaviria, 2022;Kovalevskiella elisabethae Gaviria, 2022;SPECIES;;1997;;48,164220;16,545684;WGS84;150;provided;T3;T3;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1997;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Fabaeformiscandona;wegelini;Petkovski, 1962;Fabaeformiscandona wegelini  (Petkovski, 1962);Fabaeformiscandona wegelini (Petkovski, 1962);SPECIES;;1997;;48,164161;16,545684;WGS84;150;provided;1;1;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1998;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Fabaeformiscandona;wegelini;Petkovski, 1962;Fabaeformiscandona wegelini  (Petkovski, 1962);Fabaeformiscandona wegelini (Petkovski, 1962);SPECIES;;1997;;48,164143;16,545591;WGS84;150;provided;D3;D3;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
1999;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Fabaeformiscandona;wegelini;Petkovski, 1962;Fabaeformiscandona wegelini  (Petkovski, 1962);Fabaeformiscandona wegelini (Petkovski, 1962);SPECIES;;1997;;48,164177;16,545540;WGS84;150;provided;D4;D4;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
2000;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Fabaeformiscandona;wegelini;Petkovski, 1962;Fabaeformiscandona wegelini  (Petkovski, 1962);Fabaeformiscandona wegelini (Petkovski, 1962);SPECIES;;1997;;48,164275;16,545462;WGS84;150;provided;4;4;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
2001;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Fabaeformiscandona;wegelini;Petkovski, 1962;Fabaeformiscandona wegelini  (Petkovski, 1962);Fabaeformiscandona wegelini (Petkovski, 1962);SPECIES;;1997;;48,164225;16,545487;WGS84;150;provided;D5;D5;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
2002;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Fabaeformiscandona;wegelini;Petkovski, 1962;Fabaeformiscandona wegelini  (Petkovski, 1962);Fabaeformiscandona wegelini (Petkovski, 1962);SPECIES;;1997;;48,164189;16,545797;WGS84;150;provided;8;8;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
2003;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Fabaeformiscandona;wegelini;Petkovski, 1962;Fabaeformiscandona wegelini  (Petkovski, 1962);Fabaeformiscandona wegelini (Petkovski, 1962);SPECIES;;1997;;48,164237;16,545568;WGS84;150;provided;D11;D11;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Rouch R, Danielopol DL (1997) Species richness of microcrustacea in subterranean freshwater habitats. Comparative analysis and approximate evaluation. Internationale Revue der gesamten Hydrobiologie und Hydrographie 82: 121–145. https://doi.org/10.1002/iroh.19970820202;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
2004;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;2001;;48,163500;16,545699;WGS84;150;provided;Lobau A;Lobau A;;;Vienna;Austria;hyporheic;Interstitial - Hyporheic zone;stygobiont;Danielopol DL, Pospisil P (2001) Hidden biodiversity in the groundwater of the Danube flood plain national park (Austria). Biodiversity and Conservation 10: 1711–1721. ;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
2005;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;2001;;48,160873;16,539617;WGS84;152;provided;Lobau B;Lobau B;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Danielopol DL, Pospisil P (2001) Hidden biodiversity in the groundwater of the Danube flood plain national park (Austria). Biodiversity and Conservation 10: 1711–1721. ;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
2006;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;2001;;48,164201;16,545696;WGS84;150;provided;Lobau C;Lobau C;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Danielopol DL, Pospisil P (2001) Hidden biodiversity in the groundwater of the Danube flood plain national park (Austria). Biodiversity and Conservation 10: 1711–1721. ;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
2007;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Cryptocandona;kieferi kieferi;Klie, 1938;Cryptocandona kieferi kieferi (Klie, 1938);Cryptocandona kieferi kieferi (Klie, 1938);SUBSPECIES;;2001;;48,121161;16,742365;WGS84;147;provided;Regelsbrunner Au;Regelsbrunner Au;;;Lower Austria;Austria;undefined subterranean water;;stygobiont;Danielopol DL, Pospisil P (2001) Hidden biodiversity in the groundwater of the Danube flood plain national park (Austria). Biodiversity and Conservation 10: 1711–1721. ;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
2008;Austrian Ostracoda;Christian Griebler;;Ostracoda;Podocopida;Candonidae;Mixtacandona;spandli ;Rogulj & Danielopol, 1993;Mixtacandona spandli  Rogulj & Danielopol, 1993;Mixtacandona spandli Rogulj & Danielopol, 1993;SPECIES;;2001;;48,160873;16,539617;WGS84;152;provided;Lobau B;Lobau B;;;Vienna;Austria;well;Interstitial - Phreatic Zone ;stygobiont;Danielopol DL, Pospisil P (2001) Hidden biodiversity in the groundwater of the Danube flood plain national park (Austria). Biodiversity and Conservation 10: 1711–1721. ;Literature;Christian Griebler: Uni Vienna;Živa Vehovar
