id	name	code	country_code	coordinates	municipality	province
2199	Grotte D Algar Do Ladoeiro	ALGARCAV	PT		SERRA DE SANTO ANTONIO	SANTAREM
2201	Rio Saja Mina De Lapiz	SAJA	ES		CABEZON DE LA SAL	CANTABRIA
2202	Rio Agouza O Lador	AGOUZAST	ES		LOS TOJOS	SANTANDER
2204	La Norges Source De La Norges	NORGES	FR		NORGES LA VILLE	COTE D OR
2206	Source De Pont Les Moulins Pont Les Moulins	PONTMOUL	FR		PONT LES MOULINS	DOUBS
2207	Cusancin Source Noire	SCENOIRE	FR		CUSANCE	DOUBS
2208	Source De La Coquille Etalante	COQUILLE	FR		ETALANTE	COTE D OR
2209	Source Lavoir Crecey Sur Tille	CRECEY	FR		CRECEY SUR TILLE	COTE D OR
2213	Ponsonniere La Marbriere	MARBRERI	FR		PERREON	RHONE
2214	Puits Du Petit Resto	MERLEVEN	FR		MERLEVENEZ	MORBIHAN
2215	Source Pres Du Lieu Dit Le Vernois Griffon 2	SOURCFIN	FR		MESNAY	JURA
2217	Fontaine Du Maine	MAINERES	FR		SCEY MAISIERES	DOUBS
2219	Source Lavoirii Crecey Sur Tille	LAVOIR2	FR		CRECEY SUR TILLE	COTE D OR
2220	Source De La Taverotte Guillon Les Bains	TAVEROTT	FR		GUILLON LES BAINS	DOUBS
2221	Hyporheic Zone Of The River Doux Et Choisine In Colombier Le Vieux	COLOMBIE	FR		COLOMBIER LE VIEUX	ARDECHE
2222	Hyporheic Zone Of The River Doux In Empurany	EMPURAHY	FR		EMPURANY	ARDECHE
2223	Hyporheic Zone Of The River L Herbasse In Charmes Sur L Herbasse 1	CHAMPO1	FR		CHARMES SUR L HERBASSE	DROME
2224	Hyporheic Zone Of The River Doux In Labatie D Andaure	LABATIE	FR		LABATIE D ANDAURE	ARDECHE
2225	Hyporheic Zone Of The River Doux In Lamastre	LAMASTRE	FR		LAMASTRE	ARDECHE
2226	Mine De Brete	BRETEMIN	FR		MONSOLS	RHONE
2233	Nappe Parafluviale De La Besbre Et Source Pres De Jaligny Sur Besbre	BESBREAL	FR		JALIGNY SUR BESBRE	ALLIER
2234	Resurgende De Blefond	BLEFONDS	FR		SILLEY BLEFOND	DOUBS
2237	Puits Au Hameau De La Creuze Dans La Commune De Le Perreon	CREUZEWE	FR		LA CREUZE	RHONE
2238	Source Captee A Crevechamps	CREVECHA	FR		CREVECHAMPS	MEURTHE ET MOSELLE
2239	Source Du Ruisseau De Larrey	LARREYRU	FR		DIJON	COTE D OR
2240	Puits A Dijon. Quartier De Larrey	LARREYWE	FR		DIJON	COTE D OR
2241	Sources A Marey Sur Tille	MAREYTIL	FR		MAREY SUR TILLE	COTE D OR
2242	Cusancin Source Des Narines Du Diable	NARDIABL	FR		GUILLON LES BAINS	DOUBS
2244	Sous Ecoulement De L Ognon Servance	OGNONHY	FR		SERVANCE	HAUTE SAONE
2245	Longvic Sous Ecoulement Et Nappe Alluviale De L Ouche	OUCHELON	FR		LONGVIC	COTE D OR
2246	Source De L Ouche	OUCHESOU	FR		LUSIGNY SUR OUCHE	COTE D OR
2247	Sous Ecoulement D Un Ruisseau Au Perreon	PERREOHY	FR		LE PERREON	RHONE
2248	Puits Maconne Au Perreon	PERREOWE	FR		LE PERREON	RHONE
2250	Sous Ecoulement Du Ruisseau De Raddon	RADDONRU	FR		MELISEY	HAUTE SAONE
2251	Station 4. Ruisseau Du Rui Blanc	RUIBLA04	FR		SAINT MARTIN DU MONT	COTE D OR
2252	Station 8. Ruisseau Du Rui Blanc	RUIBLA08	FR		SAINT MARTIN DU MONT	COTE D OR
2253	Station 11. Ruisseau Du Rui Blanc	RUIBLA11	FR		SAINT MARTIN DU MONT	COTE D OR
2254	Source Et Sous Ecoulement Du Ruisseau Du Rui Blanc	RUIBLANC	FR		VAL SUZON	COTE D OR
2255	Source De La Sans Fond	SANSFOND	FR		SAULON LA RUE	COTE D OR
2256	Nappe Alluviale De La Saone	SAONENAP	FR		RENAUCOURT	HAUTE SAONE
2258	Fontaine Aux Seurs	SEURSFON	FR		CRIMOLOIS	COTE D OR
2259	Source A Beze	SOUABEZE	FR		BEZE	COTE D OR
2260	Source Bleue	SPBLEUCU	FR		CUSANCE	DOUBS
2261	Source A St Julien	STJULIEN	FR		SAINT JULIEN	HAUTE SAONE
2263	Douix De Terrefondree	TERREFON	FR		TERREFONDREE	COTE D OR
2264	Tille Source De La Combe De Bezanciere	BEZANCIR	FR		MAREY SUR TILLE	COTE D OR
2265	Tille Champ Folle	FOLLE	FR		MAREY SUR TILLE	COTE D OR
2266	Aqueduc Romain Du Giers	AQRGIERS	FR		MORNANT	RHONE
2267	Puits A Vert	AVERTWEL	FR		VERNOSC LES ANNONAY	ARDECHE
2268	Source A Bligny Le Sec	BLIGNYSP	FR		BLIGNY LE SEC	COTE D OR
2269	Gaggenau Schwarwz	GAGGENAU	DE		GAGGENAU	BADE WURTEMBERG
2270	Phreatic Water Well Gaggenau Germany	GAGGENWE	DE		GAGGENAU	BADEN WURTTEMBERG
2271	Well In The Servageon Farm Thizy Les Bourgs Rhone France	SERVAGEO	FR		THIZY LES BOURGS	RHONE
2272	Salzburg	SALZBURG	AT		SALZBURG	SALZBURG
2274	Puits Gaisberg 1 Mondsee	GAISBER	AT		MONDSEE	VOCKLABRUCK
2276	Puits Sonnleiten 2 Mondsee	SONNLEI	AT		MONDSEE	VOCKLABRUCK
2278	Puits Gaisberg 2 Mondsee	GAISBER2	AT		MONDSEE	VOCKLABRUCK
2279	Nappe Du Danube	BRATISDA	SK		BRATISLAVA	BRATISLAVA
2280	Code Station Danube04	DANUBE04	AT		INCONNU	INCONNU
2281	Code Station Danube05	DANUBE05	AT		INCONNU	INCONNU
2282	Code Station Danube06	DANUBE06	AT		INCONNU	INCONNU
2283	Code Station Danube07	DANUBE07	AT		INCONNU	INCONNU
2284	Code Station Danube08	DANUBE08	AT		INCONNU	INCONNU
2285	Puits A Friedburg	FRIEDBWE	AT		FRIEDBURG	LENGAU
2286	Nappe Alluviale Du Danube A Vienne	VIENNDA1	AT		VIENNE	VIENNE
2287	Puits A Vienne 5 A 6 Km Du Danube	VIENNDA2	AT		VIENNE	VIENNE
2288	Povodie Dunaja	DUNAJAPO	SK		BRATISLAVA	BRATISLAVA
2291	Site Lehen043 In Lehen Bei Anthering	LEHEN043	AT		LEHEN BEI ANTHERING	SALZBURGER
2292	Site Salzb039 In Salzburg	SALZB039	AT		SALZBURG	SALZBURGER
2294	Site Salzb069 In Salzburg	SALZB069	AT		SALZBURG	SALZBURGER
2296	Gapeau La Font Du Theoule	THEOULE	FR		MEOUNES LES MONTRIEUX	VAR
2305	Asse De Blieux Pont Medieval Senez	SENEZASS	FR		SENEZ	ALPES DE HAUTE PROVENCE
2306	Vanson A L Aval De Sourribes Niveau Retrecissement	VANSON	FR		VOLONNE	ALPES DE HAUTE PROVENCE
2307	Source Du Var	VARSOURC	FR		ENTRAUNES	ALPES MARITIMES
2310	Amont Camping Rioclar Le Bourget Site 1	LEBOURG1	FR		MEOLANS	ALPES DE HAUTE PROVENCE
2311	Petit Buech Au Pont De Chabestan Dessus La Batie Montsaleon	CHABESTA	FR		CHABESTAN	HAUTES ALPES
2312	Grand Buech A La Rochette	LAROCHET	FR		SAINT JULIEN EN BEAUCHENE	HAUTES ALPES
2313	Argens Chateau Vert	CHATEVER	FR		CHATEAU VERT	VAR
2315	Zone Hyporheique De La Riviere Du Verdon	PONTCLOT	FR		FONT GAILLARDE	ALPES DE HAUTE PROVENCE
2316	Zone Hyporheique De La Riviere Du Verdon	STANDRE	FR		SAINT ANDRE LES ALPES	ALPES DE HAUTE PROVENCE
2317	Zone Hyporheique Du Drac	HYPODRAC	FR		SAINT BONNET	HAUTES ALPES
2319	River Ain Pres De Chazey Sur Ain	AINR29AM	FR		CHAZEY SUR AIN	AIN
2320	River Seymard A Chateau Gaillard	CHATGAIL	FR		CHATEAU GAILLARD	AIN
2321	Riviere L Albarine A Saint Rambert En Bugey	STRAMBER	FR		SAINT RAMBERT EN BUGEY	AIN
2325	Land Of Emmanuel Malet In Aspremont 05 Fr	EMAMALET	FR		ASPREMONT	HAUTES ALPES
2327	Hyporheic Zone Of The River Ain Site Ainr28av In Chazey Sur Ain	AINR28AV	FR		CHAZEY SUR AIN	AIN
2328	Pompe De Gournier (Bord De L Ardeche)	AGOURNIE	FR		SAINT REMEZE	ARDECHE
2329	Sous Ecoulement De L Argens Chateauvert	ARGENSCH	FR		CHATEAUVERT	VAR
2330	Vieux Pont De Mirabeau	MIRABEAU	FR		MIRABEAU	ALPES DE HAUTE PROVENCE
2331	Source De Le Rega (Plus)	REGAPLUS	FR		NEOULES	VAR
2333	Puits Le Bas Route De Beausset	BEAUSSET	FR		EVENOS	VAR
2334	Puits Tube D7 Les Iscles. Decharge Au Bord De La Durance	D7ISCLES	FR		SENAS	BOUCHES DU RHONE
2335	Puits Au Hameau Du Logis	HALOGISW	FR		BANDOL	VAR
2336	Puits La Pinade Au Bord Du Grand Vallat	PINADEWE	FR		SAINTE ANNE DU CASTELLET	VAR
2338	Reseu Sabre Galerie Mercedes	SABRE	FR		MAZAUGUES	VAR
2339	Grotte Du Regaie	REGAIECA	FR		NEOULES	VAR
2340	Grotte Du Regaie	REGAIEGR	FR		NEOULES	VAR
2341	Riviere Asse	BRASASSE	FR		BRAS D ASSE	ALPES DE HAUTE PROVENCE
2342	Riviere Durance Do Pool -50	HPEYRUIS	FR		PEYRUIS	ALPES DE HAUTE PROVENCE
2343	Sbr Le Gapeau	GAPEAUHY	FR		MEOUNES LES MONTRIEUX	VAR
2344	Sbr La Rouviere	ROUVIESB	FR		INCONNU	VAR
2345	Durance Aire De Service De Autoroute Arche	D1MANOSQ	FR		MANOSQUE	ALPES DE HAUTE PROVENCE
2346	Riviere Durance Site D2	D2MANOSQ	FR		MANOSQUE	ALPES DE HAUTE PROVENCE
2347	Riviere Les Duyes Station Amont	DUYESAMO	FR		MALLEMOISSON	ALPES DE HAUTE PROVENCE
2350	Riviere Les Duyes Station Aval 1	DUYESAVA	FR		MALLEMOISSON	ALPES DE HAUTE PROVENCE
2351	Marges De La Bande Active Du Jabron Stations 1 Et 2	JABRONH1	FR		BEVONS	ALPES DE HAUTE PROVENCE
2353	Riviere Le Buech	SISTERON	FR		SISTERON	ALPES DE HAUTE PROVENCE
2354	Riviere Eygues	VERCLAUA	FR		LA GRAND COSTE	DROME
2357	Riviere Drome Les Ramieres	DROEURRE	FR		EURRE	DROME
2360	Spring Of Fontfreyde Ardeche France	FONTFRSP	FR		GRAS	ARDECHE
2361	Grotte De La Balme La Balme Les Grottes	BALME	FR		LA BALME LES GROTTES	ISERE
2362	Jlr2 Martignat	JLR2	FR		MARTIGNAT	AIN
2363	Source Sixt Fer A Cheval Sixt Fer A Cheval	SCESIXT	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2364	Grotte Saint Aupre	STAUPRE	FR		SAINT AUPRE	ISERE
2367	Grotte De Saint Christophe Saint Christophe	CHRISTOP	FR		SAINT CHRISTOPHE	SAVOIE
2368	Source Noire Saint Claude Source Du Bief Noir	CLAUDE	FR		SAINT CLAUDE	JURA
2369	Grotte Des Cuves Sassenage	CUVES	FR		SASSENAGE	ISERE
2370	Fardelay E Sixt Fer A Cheval	FARDELE	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2372	Fardelay W Sixt Fer A Cheval	FARDELW	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2373	Fontany Sixt Fer A Cheval	FONTAGNY	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2374	Grotte Des Foules C Saint Claude	FOULESC	FR		SAINT CLAUDE	JURA
2376	Gorges Du Furon Amont Engins	FURON	FR		ENGINS	ISERE
2377	Grotte Des Huguenots Bis Injoux	HUGBIS	FR		INJOUX	AIN
2379	30m En Rive Droite A L Aval De La Source Du Doubs Griffons 1 Et 2	MOUDOUBS	FR		MOUTHE	DOUBS
2380	La Plagne Entremont Le Vieux	PLAGNE	FR		ENTREMONT LE VIEUX	SAVOIE
2385	Grotte De La Falconette La Burbanche	FALCON	FR		LA BURBANCHE	AIN
2389	Grotte Des Huguenots Injoux	HUGUENO	FR		INJOUX	AIN
2390	Cascade De La Pleureuse Sixt Fer A Cheval	PLEUREUS	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2391	Resurgence De Salles Sixt Fer A Cheval	SALLES	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2394	Trou Du Garde Dans Reseau Yakari	TROGARDE	FR		LA FECLAZ	SAVOIE
2395	Creux De La Cavale Les Deserts	CAVALE	FR		LES DESERTS	SAVOIE
2401	Hyporheique De La Bourne En Face De Grotte Roche	HYPOROCH	FR		RENCRUEL	ISERE
2402	Puits Dans La Nappe Alluviale Du Rhone Station De Pompage De Arcine	ARCINE	FR		CLARAFOND	HAUTE SAVOIE
2404	Grotte De L'abreuvoir N┬░12	ABREUCAV	CH		GSTEIG BEI GSTAAD	BERN
2405	Source Du Ruisseau De L Aigue Noire	AIGUENOI	FR		SAINT LAURENT DU PONT	ISERE
2407	Gouffre De Barme Froide	BAFROIDE	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2409	Grotte De Bange	BANGECA	FR		ALLEVES	HAUTE SAVOIE
2410	Source De La Becua	BECUASP	FR		LA MOTTE EN BAUGES	SAVOIE
2411	Gouffre De La Benoite	BENOITE	FR		ARITH	SAVOIE
2412	Jean Bernard Samoens	BERNARD	FR		SAMOENS	HAUTE SAVOIE
2413	Tanne Des Bioles	BIOLESTA	FR		AILLON LE VIEUX	SAVOIE
2414	Sous Ecoulement De La Bourne La Balme De Rencure	BOURNEHY	FR		RENCUREL	ISERE
2415	Canal Jagoz Souterrain Artificiel	CANJAGOZ	FR		BELMONT LUTHEZIEU	AIN
2417	Grotte Du Cernois A	CERNOISA	FR		CHOUX	JURA
2418	Systeme Karstique Le Ch├Éteau	CHATEASP	FR		VERNAS	ISERE
2419	Gouffre Du Chevrier (Leysin. Canton De Vaud)	CHEVRIER	CH		LEYSIN	VAUD
2421	Grotte De La Doria	DORIACA	FR		SAINT JEAN D ARVEY	SAVOIE
2422	Grotte De La Fontaine Noire Des Echelles	ECHELLES	FR		SAINT CHRISTOPHE	SAVOIE
2423	Grotte De L Ermoy	ERMOYCA	FR		SAMOENS	HAUTE SAVOIE
2424	Grotte Des Fees	FEESCA	FR		ALLONZIER LA CAILLE	HAUTE SAVOIE
2425	Grotte Resurgence De Fontaine Noire	FONOIRCA	FR		LES DESERTS	SAVOIE
2427	Sous Ecoulement Du Furon Pres D Engins	FURONENG	FR		ENGINS	ISERE
2428	Tanne Georges Cher	GEORGCHE	FR		AILLON LE JEUNE	SAVOIE
2429	Gouffre Du Grand Cor	GRCORCA	CH		FULLY	MARTIGNY
2430	Grotte De La Diau	GRODIAU	FR		THORENS GLIERES	HAUTE SAVOIE
2431	Grotte Du Guiers Vif	GUIERSVI	FR		SAINT PIERRE D ENTREMONT	SAVOIE
2432	Resurgences De Hieres Sur Amby	HIERESSP	FR		HIERES SUR AMBY	ISERE
2434	Sous Ecoulement Du Guiers Vif	HYGUIERS	FR		SAINT PIERRE D ENTREMONT	SAVOIE
2435	Grotte De La Fontaine Saint Joseph	JOSEPHGR	FR		VERNAS	ISERE
2436	Grotte Du Jourdy	JOURDYCA	FR		MIEUSSY	HAUTE SAVOIE
2437	Source De La Lavanche	LAVANCHE	FR		CHAVORNAY	AIN
2438	Resurgence Des Myrtilles	MYRTILLE	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2439	Source De L Orbe (Vallorbe Canton De Vaud)	ORBESP	CH		VALLORBE	VAUD
2441	Grotte De L Ours	OURSCAVE	FR		LESCHAUX	HAUTE SAVOIE
2442	Source De La Plagne	PLAGNESP	FR		ENTREMONT LE VIEUX	SAVOIE
2443	Grotte De Preoux	PREOUXCA	FR		RUFFIEU	AIN
2444	Grotte De Prerouge	PREROUGE	FR		ARITH	SAVOIE
2445	Fontaine De La Rave	RAVEFONT	FR		LA COMPOTE	SAVOIE
2446	Sous Ecoulement Bief Ravinet Au Niveau Du Pissoir	RAVINETH	FR		TORCIEU	AIN
2448	Gouffre De La Tournette 12	TOURNETT	FR		LES CLEFS	HAUTE SAVOIE
2453	Grotte Germinal	GERMINAL	FR		LESCHAUX	HAUTE SAVOIE
2455	Source Du Landeron	LANDERON	FR		MONTREAL LA CLUSE	AIN
2456	Gouffre De Longirod	LONGIROD	CH		LONGIROD	VAUD
2457	Source De La Grotte Jean	JEANSP	FR		LOCHIEU	AIN
2458	Source Lapiaz Sud Est Refuge Alfred Wills	ALFREDWI	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2459	Source Sur La Pente Nord Ouest Lac D Anterne 2	ANTERNSP	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2460	Source De Barme Froide Bas	BARMEBAS	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2461	Source De Barme Froide Haut	BARMEHAU	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2462	Source De Barme Froide Sud	BARMESUD	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2463	Source Du Chalets Des Fonts	CHALFONT	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2464	Source Lapiaz Ouest Chapelle De Sales	CHAPSALO	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2465	Source Dechargeux Haut	DECHAHAU	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2466	Source Pont De L Eau Rouge	EAUROUSP	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2467	Source Falaise Amont Resurgences De Sales	FALSALES	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2471	Source Gouille Verte	GOUILLEV	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2472	Source Le Grand Pre Barre Rocheuse Est Sud	GRANDPRE	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2473	Source Du Centre Equestre Plan Des Lacs	PLANDELA	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2475	Source Prairie Ouest Resurgences De Sales	PRASALES	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2477	Source De La Cascade De La Sauffaz Bas	SAUFFBAS	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2478	Source De La Cascade De La Sauffaz Haut	SAUFFHAU	FR		SIXT FER A CHEVAL	HAUTE SAVOIE
2480	Source De La Douveraine La Pesse	DOUVERA	FR		LA PESSE	JURA
2481	Source Du Bief Chaud	BIEFCHAU	FR		LONGCHAUMOIS	JURA
2486	Source Captee Saint-Amand-Charix	AMCHARIX	FR		CHARIX	AIN
2487	Chaley Hyporheique Riviere Albarine	CHALEYHY	FR		CHALEY	AIN
2488	Source Chaleyriat - Lantenay	CHALEYRI	FR		LANTENAY	AIN
2489	Graviere Nord - Izernore	IZERNORE	FR		IZERNORE	AIN
2491	Maillat Hyporheique Riviere Oignin	MAILLAHY	FR		MAILLAT	AIN
2492	Pampier Hyporheique Riviere Suran	PAMPIERH	FR		DRUILLAT	AIN
2493	Source De La Sarsouille	SARSOUIL	FR		OYONNAX	AIN
2495	Source Du Pla Des Clayes Lompnas	SPCLAYES	FR		LOMPNAS	AIN
2496	Source Captee De La Prairie De Poizat	SPPOIZAT	FR		LE POIZAT	AIN
2499	Grotte Du Moulin Villard Saint Sauveur Jura France	MOULINCA	FR		VILLARD SAINT SAUVEUR	JURA
2500	Grotte Du Potentiel Zero	POZEROCA	CH		EVIONNAZ	SAINT MAURICE
2501	Riviere Souterraine Du Chapeau De Gendarme Licq	CHAPGEN	FR		LICQ ATHEREY	PYRENNEES ATLANTIQUES
2502	Grotte De Lamina Chilova Chaachi Chilouaka Aussurucq	LAMINA	FR		AUSSURUCQ	PYRENNEES ATLANTIQUES
2503	Ruisseau Souterrain D Arbouet	ARBOUETR	FR		ARBOUET SUSSAUTE	PYRENEES ATLANTIQUES
2505	Grotte De Uthurriague	UTHURRIA	FR		VIODOS ABENSE DE BAS	PYRENNEES ATLANTIQUES
2512	Monte Da Volta Pres D Ourique	MONTEVOL	PT		OURIQUE	ALENTEJO
2514	Puits A Pres D Ourique	WAOURIQU	PT		OURIQUE	BEJA
2515	Puits B Pres D Ourique	WBOURIQU	PT		OURIQUE	BEJA
2516	Ambiente Iporreico Nel Fiume Melfa. All Altezza Del L Abitato Di Roccasecca (Frosinone Lazio)	CKMAP081	IT		ROCCASECCA	LATIUM
2518	Manantial De Iturgoyen	ITURGOYE	ES		BUSTURIA	VIZCAYA
2519	Pradielis	PRADIELI	IT		PRADIELIS	UDINE
2520	Hyporheic Zone And Phreatic Water Along The Sava River Near Bericevo	BERICEVO	SI		BERICEVO	LJUBLJANA
2522	Phreatic Water Along The Sava River Near Klece Pri Dolu	KLECEDOL	SI		KLECE PRI DOLU	LJUBLJANA
2523	Hyporheic Zone And Phreatic Water Along The Sava River Near Medvode	MEDVODE	SI		MEDVODE	LJUBLJANA
2524	Sorgente Mustig. Case Potcladie (Vedronza). Com. Luesevera (Ud)	CKMAP391	IT		VEDRONZA	FRIULI VENEZIA GIULIA
2525	T. Torre (Ud/056). Ponte Di Nimis	CKMAP453	IT		NIMIS	FRIULI VENEZIA GIULIA
2526	T. Torre. Centralina Idroelettrica A Monte Di Pradielis	CKMAP454	IT		PRADIELIS	FRIULI VENEZIA GIULIA
2527	T. Torre. Ponte Di Nimis	CKMAP455	IT		NIMIS	FRIULI VENEZIA GIULIA
2528	Fuzine	FUZINE	SI		LJUBLJANA	LJUBLJANA
2529	Hudournik	HUDOURN1	SI		VELIKI LOCNIK	LJUBLJANA
2530	Ljubljana	LJUBLJA1	SI		LAZE PRI DOLSKEM	LJUBLJANA
2531	Rogovila	ROGOVILA	SI		PIJAVA GORICA	GROSUPLJE
2533	Code Station Sloven50	SLOVEN50	SI		INCONNU	INCONNU
2534	Code Station Sloven51	SLOVEN51	SI		INCONNU	INCONNU
2535	Code Station Sloven71	SLOVEN71	SI		INCONNU	INCONNU
2536	Code Station Sloven72	SLOVEN72	SI		INCONNU	INCONNU
2537	Nortonbrunnen Bei Strahomer	STRAHOME	SI		STRAHOMER	LJUBLJANA
2539	Zelimeljska Jama Bei Zelimlje (Sudrand Des Beckens Von Ljubljana)	ZELIMJAM	SI		ZELIMLJE	LJUBLJANA
2545	Quellen Bei Laze/Sava	LAZESAVA	SI		LAZE PRI DOLSKEM	LJUBLJANA
2546	Quelle Bei Rogovilla Bei Zelimlje	ROGOVILL	SI		ZELIMLJE	LJUBLJANA
2547	Sava River In Snebrje (Phreatic Site)	SAVASNEB	SI		SNEBERJE	LJUBLJANA
2550	Intersticial Of Sava River Depth 1m	HYPOSAVA	SI		DOVJEZ	LJUBLJANA
2553	Spring V Dragi I	DRAGI1SP	SI		SARSKO	LJUBLJANA
2554	Spring Dremavscice	DREMAVSC	SI		PIJAVA GORICA	LJUBLJANA
2555	Iska Hypo1	ISKAHY01	SI		ISKA	LJUBLJANA
2556	Iska Hypo2	ISKAHY02	SI		ISKA	LJUBLJANA
2557	Iska Hypo3	ISKAHY03	SI		ISKA	LJUBLJANA
2558	Iska Hypo4	ISKAHY04	SI		ISKA	LJUBLJANA
2559	Iska Phreat1	ISKAPHR1	SI		ISKA	LJUBLJANA
2560	Iska Phreat2	ISKAPHR2	SI		ISKA	LJUBLJANA
2561	Iska Phreat4	ISKAPHR4	SI		ISKA	LJUBLJANA
2562	Iska Phreat6	ISKAPHR6	SI		ISKA	LJUBLJANA
2563	Iska Phreat7	ISKAPHR7	SI		ISKA VAS	LJUBLJANA
2564	Iska Phreat9	ISKAPHR9	SI		ISKA VAS	LJUBLJANA
2565	Spring V Podrebri	PRODREBR	SI		ZELIMLJE	LJUBLJANA
2566	Zelimeljscica Hypo1	ZELIMHY1	SI		CETEZ PRI TURJAKU	LJUBLJANA
2567	Zelimeljscica Hypo2	ZELIMHY2	SI		SCURKI	LJUBLJANA
2568	Zelimeljscica Hypo8	ZELIMHY8	SI		ZELIMLJE	LJUBLJANA
2569	Zelimeljscica Phreat1	ZELIMPH1	SI		CETEZ PRI TURJAKU	LJUBLJANA
2570	Zelimeljscica Phreat2	ZELIMPH2	SI		SCURKI	LJUBLJANA
2571	Ceze River Cz01ceze	CZ01CEZE	FR		THARAUX	GARD
2572	Ceze River Cz03ceze	CZ03CEZE	FR		THARAUX	GARD
2573	Ceze River Cz07ceze	CZ07CEZE	FR		AVEJAN	GARD
2574	Ceze River Cz14ceze	CZ14CEZE	FR		AVEJAN	GARD
2575	Ceze River Cz24ceze	CZ24CEZE	FR		L INDE	GARD
2576	Ceze River Cz25ceze	CZ25CEZE	FR		L INDE	GARD
2577	Ceze River Cz34ceze	CZ34CEZE	FR		MONTCLUS	GARD
2578	Ceze River Cz8ceze	CZ8CEZE	FR		AVEJAN	GARD
2579	Hyporheic Zone Of The River Ain Site Ainr07am In Priay	AINR07AM	FR		PRIAY	AIN
2580	Hyporheic Zone Of The River Ain Site Ainr07av In Priay	AINR07AV	FR		PRIAY	AIN
2582	Hyporheic Zone Of The River Ain Site Ainr31av In Chazey Sur Ain	AINR31AV	FR		CHAZEY SUR AIN	AIN
2583	Hyporheic Zone Of The River Ain Site Ainr08am In Priay	AINR08AM	FR		PRIAY	AIN
2584	Hyporheic Zone Of The River Ain Site Ainr12am In Villette Sur Ain	AINR12AM	FR		VILLETTE SUR AIN	AIN
2585	Hyporheic Zone Of The River Ain Site Ainr12av In Villette Sur Ain	AINR12AV	FR		VILLETTE SUR AIN	AIN
2586	Hyporheic Zone Of The River Ain Site Ainr15av In Chatillon La Palud	AINR15AV	FR		CHATILLON LA PALUD	AIN
2587	Hyporheic Zone Of The River Ain Site Ainr16am In Chatillon La Palud	AINR16AM	FR		CHATILLON LA PALUD	AIN
2588	Hyporheic Zone Of The River Ain Site Ainr17av In Chatillon La Palud	AINR17AV	FR		CHATILLON LA PALUD	AIN
2589	Hyporheic Zone Of The River Ain Site Ainr22am In Villieu Loyes Mollon	AINR22AM	FR		VILLIEU LOYES MOLLON	AIN
2590	Hyporheic Zone Of The River Ain Site Ainr22av In Villieu Loyes Mollon	AINR22AV	FR		VILLIEU LOYES MOLLON	AIN
2591	Hyporheic Zone Of The River Ain Site Ainr25av In Chazey Sur Ain	AINR25AV	FR		CHAZEY SUR AIN	AIN
2594	Sorgues Souspiron	SOUSPIRO	FR		ISLE SUR LA SORGUE	VAUCLUSE
2599	Drome En Aval De La Batie Des Fonds	DROLABAT	FR		LA BATIE DES FONDS	DROME
2600	Drome Pont Loriol Livron	DROLIVRO	FR		LIVRON SUR DROME	DROME
2602	Roubion A L Aval Des Crupies Au Niveau Des Valentins	ROUBCRUP	FR		BOURDEAUX	DROME
2603	Roubion Au Pont De Sauzet	ROUBSAUZ	FR		SAUZET	DROME
2605	Collier Perreon	COLLIER	FR		PERREON	RHONE
2607	Ouche Longvic Amont	LONGAMON	FR		LONGVIC	COTE D OR
2613	Riviere Drome Au Pont D Aouste	DROAOUST	FR		AOUSTE SUR SYE	DROME
2614	Drome Juste A L Amont Du Claps	DROCLAPS	FR		LUC EN DIOIS	DROME
2615	Drome Au Pont D Espenel	DROESPIN	FR		ESPENEL	DROME
2616	Drome Aval Claps Sortie Luc Diois	DROLUDIO	FR		LUC EN DIOIS	DROME
2617	Drome Au Pont De Pontaix	DROPONTA	FR		PONTAIX	DROME
2618	Drome Station Macrophytes	DROPRES	FR		LES PRES	DROME
2619	Drome Au Pont De Quart	DROQUAR	FR		AIX EN DIOIS	DROME
2620	Drome Aux Ramieres Duc90_3	DRORAMIE	FR		EURRE	DROME
2621	Drome En Aval Du Pont Rive Droite	DROSTECR	FR		SAINTE CROIX	DROME
