site_code	site_name	latitude	longitude	coord_precision	altitude	country	locality	site_comments	sampling_date	sampling_participants	sampling_methods	sampling_fixatives	sampling_target	habitat	access_points	sampling_comments	sampling_id	taxon_name	unclassified	taxon_rank	family	genus	specific_epithet	tax_id_confer	tax_id_addendum	identified_on_date	identified_by	specimen_quantity	content_description	type_status	occurrence_comments	occurrence_id	data_repository	collection	pub_DOI	pub_authors	pub_year	pub_title	pub_journal	pub_verbatim	gene	seq_specimen_identifier	accession_number	MOTU	sequence_id	seq_comments
	Helleberget	58,80811	5,66472	NA		NOR	Klepp		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Mo i Gjerstad	58,86065	9,07475	NA		NOR	Gjerstad		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Paradisskaret, Sandnes	58,874018	5,805605	NA		NOR	Rogaland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	58,89975	8,93249	NA		NOR	Raundalen		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Hytta Eltervåg, Eltervåg, Sandnes	58,944737	5,890451	NA		NOR	Rogaland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Hytta Eltervåg, Eltervåg, Sandnes	58,944737	5,890451	NA		NOR	Rogaland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Minister Ditleffs vei, Vålandsskogen, Stavanger	58,955102	5,724649	NA		NOR	Rogaland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Nevlunghavn, Larvik	58,970354	9,86493	NA		NOR	Vestfold og Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Løbbedalen 76, Neslandsvatn, Drangedal	58,976197	9,167191	NA		NOR	Vestfold og Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Brattås, Brunlanes, Larvik	58,998673	9,959595	NA		NOR	Vestfold og Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Brunlanes	58,99915	9,95859	NA		NOR	Brattås		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Ulfsbakktjønn SW, inne i vanntunnel	59,04539	9,96421	NA		NOR	Larvik		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Ulfsbakktjønn	59,04559	9,96931	NA		NOR	Larvik		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Lille Ingerholmen, Hvaler	59,081237	10,959976	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Skuggedalveien 57, Verningen, Larvik	59,084449	10,097297	NA		NOR	Vestfold og Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Gravastranda	59,0875	9,64405	NA		NOR	Porsgrunn		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Grindaåsen bunker, Larvik	59,088363	10,06503	NA		NOR	Vestfold og Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Hobekk, Spjærøy, Hvaler	59,088843	10,911054	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Hobekk, Spjærøy, Hvaler	59,088843	10,911054	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Hobekk, Spjærøy, Hvaler	59,088843	10,911054	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Damfaret, Skjelsvik, Porsgrunn	59,094606	9,693127	NA		NOR	Vestfold og Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Bergsbygdavegen 308, Solbakkmoen	59,096388	9,717757	NA		NOR	Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	59,10198	9,6724	NA		NOR	Ørstveitmyra		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Kjære	59,10585	10,40717	NA		NOR	Tjøme		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Rødslia, Sandefjord	59,11563	10,239833	NA		NOR	Vestfold og Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Rødslia, Sandefjord	59,11563	10,239833	NA		NOR	Vestfold og Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Rødslia, Sandefjord	59,11563	10,239833	NA		NOR	Vestfold og Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Fredriksten festning	59,11848	11,39796	NA		NOR	Halden		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	59,11892	11,39109	NA		NOR	Festningsgata		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Skogridderv11	59,13168	10,2619	NA		NOR	Sandefjord		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Askedalen, Ånnerød, Skien	59,139281	9,61421	NA		NOR	Vestfold og Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Herkelåshula	59,14964	10,39893	NA		NOR	Færder		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Brannåsen, Herkelås, Færder	59,151039	10,404791	NA		NOR	Vestfold og Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	59,152	10,432	NA		NOR	Vestfold		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Mågerø	59,1521	10,4321	NA		NOR	Vestfold og Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Thorsøkilen, Fredrikstad	59,159297	11,105539	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Thorsøkilen, Fredrikstad	59,159297	11,105539	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Thorsøkilen, Fredrikstad	59,159297	11,105539	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	59,1593	11,10554	NA		NOR	Thorsøkilen syd		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Thorsøkilen, Fredrikstad	59,159628	11,105306	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Mørk, Larvik	59,161862	10,119989	NA		NOR	Vestfold og Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Lastegård	59,21224	10,18823	NA		NOR	Sandefjord		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Borge Kirke, syd, Fredrikstad	59,223792	11,042738	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Borge Kirke, syd, Fredrikstad	59,223792	11,042738	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Borge Kirke, syd, Fredrikstad	59,223792	11,042738	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Borge Kirke	59,22386	11,04363	NA		NOR	Fredrikstad		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Borge Kirke, Fredrikstad	59,223861	11,043628	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	59,29527	10,75356	NA		NOR	Saltnes		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Øvre Hagavei 1, Råde	59,327388	10,803912	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Svartedal, Tune, Sarpsborg	59,330477	11,031896	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	59,35726	5,87253	NA		NOR	Dalva		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Nordre Nes	59,3778	9,22046	NA		NOR	Midt-telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Norde Svinholmen, Hasseløy, Haugesund	59,42074	5,25527	NA		NOR	Rogaland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	59,43904	9,25512	NA		NOR	Brattningsborg		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Rue, Tokke	59,45008	8,029097	NA		NOR	Vestfold og Telemark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Lyngås, Efteløt, Kongsberg	59,554404	9,816116	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Lienveien	59,56917	9,26733	NA		NOR	Notodden		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	59,60425	10,45695	NA		NOR	Røtter		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Skjønhaug, Trøgstad Kommune, Indre Østfold	59,637342	11,314137	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Skjønhaug, Trøgstad Kommune, Indre Østfold	59,637342	11,314137	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Skjønhaug, Trøgstad Kommune, Indre Østfold	59,637342	11,314137	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	59,63742	10,46018	NA		NOR	Røysåsen		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Lindås	59,64241	10,99759	NA		NOR	Tomter		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	59,64671	6,79944	NA		NOR	Nesflaten		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Aspon, Frogn	59,728107	10,574312	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Hålo	59,74364	5,93712	NA		NOR	Skånevik		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Hiljesgjerdet, Sagvåg	59,76909	5,43335	NA		NOR	Stord		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Tunnell Sagvåg	59,77531	5,39518	NA		NOR	Sagvåg		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Krange 15-70, Nesodden	59,778502	10,698459	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Krange 15-70, Nesodden	59,778502	10,698459	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Krange 15-70, Nesodden	59,778502	10,698459	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Krange 15-70, Nesodden	59,778502	10,698459	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Vinkelen, Leite, Bømlo	59,795051	5,188525	NA		NOR	Vestland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Litlabøfjellet	59,80889	5,42112	NA		NOR	Bjødnahiet		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Nedre Båstad vei 30, Unnelstad, Asker	59,839208	10,465535	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Skilledalen 2, Lørenskog	59,8808	10,916444	NA		NOR	Viken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Stord	59,88292	5,5739	NA		NOR	Storsøy		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Lilløyplassen	59,894	10,59922	NA		NOR	Fornebu		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Lutvannkollen	59,92683	10,87718	NA		NOR	Oslo		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Montebelloveien – Ved den fredete asken ved nr, 1	59,93007	10,66931	NA		NOR	Oslo		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Lindvika, Austevoll	60,08661	5,250249	NA		NOR	Vestland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Lunner	60,19462	10,72333	NA		NOR	Harestua		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Hadeland Bergverksmuseum	60,25246	10,6543	NA		NOR	Grua		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	60,25421	10,65546	NA		NOR	Grua		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	60,26	10,66211	NA		NOR	Grua		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Fana	60,26431	5,34835	NA		NOR	Fana Kirke		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Hop	60,32451	5,34345	NA		NOR	Bergen		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Fana	60,33432	5,35534	NA		NOR	Myravatnet		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Bergen	60,3468	5,33216	NA		NOR	Fjøsanger		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	60,36391	6,40601	NA		NOR	Åslii		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Kalvedalsveien, Bergen	60,384941	5,352899	NA		NOR	Vestland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Botanisk Hage	60,3871	5,32159	NA		NOR	Bergen		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Hjølmodalen	60,4018	7,13522	NA		NOR	Eidfjord		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	60,4018	7,13522	NA		NOR	Øvre Eidfjord		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Byrudgruvene	60,4236	11,19412	NA		NOR	Eidsvoll		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Ervik, Bergen	60,437818	5,325411	NA		NOR	Vestland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Store Rødberg tunnel, Vaksdal	60,443765	5,636147	NA		NOR	Vestland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Toppe, Toppesanden, Bergen	60,485847	5,275446	NA		NOR	Vestland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Bergen Hordvik, Bergen	60,51636	5,289415	NA		NOR	Vestland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Tellevik, Bergen	60,51663	5,283989	NA		NOR	Vestland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Nedre Tveiten	60,57926	5,23094	NA		NOR	Tveiten		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Lindås, Åse, Alver	60,579752	5,268754	NA		NOR	Vestland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Godskegården	60,59675	5,55217	NA		NOR	Osterøy		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Eknes NV, Alver	60,608611	5,439371	NA		NOR	Vestland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Hovet	60,62092	8,19622	NA		NOR	Nymoen		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	60,62515	5,20888	NA		NOR	Dalen		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	60,70368	8,50056	NA		NOR	Torsteinsrud		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Lønneberget på Raufoss, Vestre Toten	60,717669	10,592727	NA		NOR	Raufoss		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Stalheim hotel, Stalheim, Voss	60,835299	6,681633	NA		NOR	Vestland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Torsevegen 10, Vik	61,074193	6,581103	NA		NOR	Vestland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Torsevegen 10, Vik	61,074193	6,581103	NA		NOR	Vestland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	61,15085	10,47873	NA		NOR	Åsstua		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Deifjelllia	61,284273	11,504971	NA		NOR	Hedmark		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Hestneset	62,45565	8,23644	NA		NOR	Eikesdalen		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	62,46939	6,194	NA		NOR	Volsdalsberga		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Kråa, Sjøholt, Ålesund	62,473855	6,81179	NA		NOR	Sjøholt		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Eik, Sekken, Møre og Romsdal, Molde	62,65411	7,346683	NA		NOR	Sekken		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Brandsetra	62,88889	7,35368	NA		NOR	Eide		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Reitås, Grindal, Rennebu	62,967123	9,770167	NA		NOR	Trøndelag		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Steinberget, Ila, Trondheim	63,427207	10,359632	NA		NOR	Trøndelag		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Solheim, Barmfjorden, Barmfjorden, Hitra	63,624786	8,844282	NA		NOR	Trøndelag		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Kvernhusvika, Hitra, Hitra	63,635355	8,800355	NA		NOR	Trøndelag		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Fiolveien 8, Halsan, Levanger	63,72828	11,286712	NA		NOR	Trøndelag		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Fiolveien 8, Halsan, Levanger	63,72828	11,286712	NA		NOR	Trøndelag		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Halsan, Levanger	63,734729	11,298111	NA		NOR	Trøndelag		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Hestøya , Uttian, Uttian, Frøya	63,763476	8,860668	NA		NOR	Trøndelag		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Holet, Norddyrøy, Frøya	63,789551	8,682038	NA		NOR	Trøndelag		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Nyphogget huler, Åfjord	64,072435	9,980445	NA		NOR	Trøndelag		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Hønheia, Åfjord	64,075015	9,969997	NA		NOR	Trøndelag		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Harbakhulen, Harbak, Åfjord	64,079806	10,055445	NA		NOR	Trøndelag		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Herøy	65,9828	12,29616	NA		NOR	Silvalen		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Vatne, Lurøy, Lurøy	66,388978	13,185041	NA		NOR	Nordland		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Grønligrotta	66,41521	14,26293	NA		NOR	Björnvasdalen		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Oldervika	66,50285	13,29162	NA		NOR	Oldervika		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Sørnesøya	66,57237	12,63382	NA		NOR	Holmen		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Leirfjorden	67,55153	15,62072	NA		NOR	Brattlia		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Engeløya	67,93612	14,97941	NA		NOR	Steigen Kirke		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Raptawicka (T.E-08.03)	49,23972	19,862222	NA		POL	Zakopane		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						Robert Rozwalka private collection												
	Jaskinia Twardowskiego (J.BK-02.10)	50,038983	19,911231	NA		POL	Cracovia		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Wierzchowska Górna (J.Olk.I-04.83)	50,174972	19,80675	NA		POL	Wierzchowie		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Wierzchowska Górna (J.Olk.I-04.83)	50,174972	19,80675	NA		POL	Wierzchowie		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Łabajowa (J.Olk.I-07.46)	50,19028	19,86222	NA		POL	Smardzowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Nietoperzowa - Zygmunta (J.Olk.I-07.47)	50,193981	19,774511	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Nietoperzowa - Zygmunta (J.Olk.I-07.47)	50,193981	19,774511	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Ciemna (J.Olk.I-02a.152)	50,196931	19,831747	NA		POL	Skała		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Łokietka	50,20167	19,81861	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Niedźwiedzia (S.I-03.17)	50,23452	16,84351	NA		POL	Stronie Śląskie		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Zegar (J.Cz.IV-04.47)	50,428889	19,673889	NA		POL	Strzegowa		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						Robert Rozwalka private collection												
	Błędne Skały	50,478551	16,289764	NA		POL	Kudowa-Zdrój		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia pod Sokolą (J.Cz.I-03.09)	50,729167	19,270556	NA		POL	Olsztyn		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Koralowa (J.Cz.I-03.22)	50,731111	19,279167	NA		POL	Olsztyn		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia w Zielonej Górze (J.Cz.I-01.10)	50,7775	19,233333	NA		POL	Kusięta		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Zbójecka w Łagowie (G-3.1)	50,7825	20,0925	NA		POL	Lipno		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Pieklo pod Skibami (G-2.11)	50,83111	20,4325	NA		POL	Chęciny		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Szczelina Chocho?owska (T.D-04.02)	49,245944	19,800872	NA		POL	Dolina Chochołowska		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Dziura (T.B-14.01)	49,271906	19,942667	NA		POL	Zakopane		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Groby (T.E-08.17)	49,236547	19,865292	NA		POL	Zakopane		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
