site_code	site_name	latitude	longitude	coord_precision	altitude	country	locality	site_comments	sampling_date	sampling_participants	sampling_methods	sampling_fixatives	sampling_target	habitat	access_points	sampling_comments	sampling_id	taxon_name	unclassified	taxon_rank	family	genus	specific_epithet	tax_id_confer	tax_id_addendum	identified_on_date	identified_by	specimen_quantity	content_description	type_status	occurrence_comments	occurrence_id	data_repository	collection	pub_DOI	pub_authors	pub_year	pub_title	pub_journal	pub_verbatim	gene	seq_specimen_identifier	accession_number	MOTU	sequence_id	seq_comments
	Szczelina Chocho?owska (T.D-04.02)	49,245944	19,800872	NA		POL	Dolina Chochołowska		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Zamczysko Ninie (T.D-08.58)	49,247156	19,868494	NA		POL	Zakopane		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Zimna (T.D-08.08)	49,249631	19,867367	NA		POL	Kościelisko		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Zawalona (J.GT-03.04)	50,061667	19,716667	NA		POL	Mników		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia pod Kochank? (J.GT-03.07)	50,063889	19,715	NA		POL	Mników		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia pod Kochank? (J.GT-03.07)	50,063889	19,715	NA		POL	Mników		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia na Mi?aszówce (J.GT-03.10)	50,065	19,711111	NA		POL	Mników		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia nad Matk? Bosk? (J.GT-03.13)	50,065278	19,7075	NA		POL	Czułów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia na ?opiankach I (J.GT-03.19)	50,071111	19,704444	NA		POL	Mników		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Bli?niacza (J.Olk.I-05.01)	50,153056	19,785278	NA		POL	Bolechowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia na Ska?ce (J.Olk.I-05.10)	50,156667	19,783611	NA		POL	Bolechowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia na Ska?ce (J.Olk.I-05.10)	50,156667	19,783611	NA		POL	Bolechowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia w M?cznej Skale Ma?a (J.Olk.I-04.53)	50,16425	19,818806	NA		POL	Biały Kościół		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia w M?cznej Skale Du?a (J.Olk.I-04.51)	50,164278	19,818611	NA		POL	Biały Kościół		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Mamutowa (J.Olk.I-04.63)	50,170417	19,805694	NA		POL	Wierzchowie		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Dzika (J.Olk.I-04.79)	50,172111	19,806472	NA		POL	Wierzchowie		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Beczkowa (J.Olk.I-09.25)	50,172278	19,682417	NA		POL	Żary		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Wierzchowska Górna (J.Olk.I-04.83)	50,174972	19,80675	NA		POL	Wierzchowie		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Wierzchowska Górna (J.Olk.I-04.83)	50,174972	19,80675	NA		POL	Wierzchowie		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Maszycka (J.Olk.I-02a.35)	50,178983	19,845931	NA		POL	Biały Kościół		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Tunel w Stodoliskach (J.Olk.I-02b.30)	50,180811	19,835231	NA		POL	Biały Kościół		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia nad ?ród?em I (J.Olk.I-07.29)	50,180833	19,754722	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Tunel (J.Olk.I-04.90)	50,180833	19,804861	NA		POL	Biały Kościół		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Sypialnia (J.Olk.I-02b.28)	50,180914	19,835186	NA		POL	Biały Kościół		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Schronisko B?b?owskie Górne (J.Olk.I-04.74)	50,181167	19,788583	NA		POL	Bębło		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Górna pod Kawiorami (J.Olk.I-07.35)	50,185278	19,766389	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia w ?ytniej Skale Górna (J.Olk.I-04.94)	50,1855	19,801639	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Schronisko Wysokie w ?ytniej Skale (J.Olk.I-04.97)	50,186111	19,8015	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia z Kominkiem (J.Olk.I-09.38)	50,190278	19,663889	NA		POL	Racławice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Racławicka (J.Olk.I-09.39)	50,190333	19,664611	NA		POL	Racławice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia ?abajowa (J.Olk.I-07.46)	50,190556	19,7725	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Borsucza (J.Olk.I-02a.109)	50,190686	19,836583	NA		POL	Biały Kościół		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Okopy Wielka Dolna (J.Olk.I-02a.123)	50,192092	19,835694	NA		POL	Biały Kościół		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia na Tomaszówkach Dolnych II (J.Olk.I-07.54)	50,192222	19,778056	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia na Tomaszówkach Dolnych (J.Olk.I-07.59)	50,192222	19,779722	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Schronisko na Tomaszówkach Dolnych I (J.Olk.I-07.55)	50,1925	19,778056	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia na Tomaszówkach Górnych (J.Olk.I-07.60)	50,193056	19,783056	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Nietoperzowa - Zygmunta (J.Olk.I-07.47)	50,193981	19,774511	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Nietoperzowa - Zygmunta (J.Olk.I-07.47)	50,193981	19,774511	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Psia Klatka (J.Olk.I-07.49)	50,196389	19,7725	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Ciemna (J.Olk.I-02a.152)	50,196931	19,831747	NA		POL	Skała		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Ciemna (J.Olk.I-02a.152)	50,196931	19,831747	NA		POL	Skała		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia w Polniku I (J.Olk.I-07.62)	50,197222	19,783611	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia w Polniku II (J.Olk.I-07.63)	50,1975	19,783056	NA		POL	Jerzmanowice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia ?okietka (J.Olk.I-02b.125)	50,201694	19,818767	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Sowia Jama (J.Olk.I-02b.117)	50,20255	19,82165	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Krakowska (J.Olk.I-02b.160)	50,203117	19,807158	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Ma?a (J.Olk.I-02b.158)	50,203228	19,807308	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Schronisko Wi?ksze (J.Olk.I-02b.155)	50,203572	19,809564	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Bia?a (J.Olk.I-02b.164)	50,203589	19,805372	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Pi?trowa (J.Olk.I-02b.152)	50,203619	19,809883	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Pustelnia (J.Olk.I-02b.178)	50,203933	19,806103	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Z?odziejska (J.Olk.I-02b.148)	50,203986	19,810886	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Zbójecka (J.Olk.I-02b.139)	50,204592	19,813544	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Zbójecka (J.Olk.I-02b.139)	50,204593	19,813545	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Sąspowska (J.Olk.I-02b.190)	50,205233	19,811483	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Lisia (J.Olk.I-02b.172)	50,205428	19,803658	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Góralska (J.Olk.I-02b.195)	50,210317	19,800258	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Schronisko I?owe (J.Olk.I-02c.102)	50,213286	19,805975	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Koziarnia (J.Olk.I-02c.59)	50,219142	19,795886	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia pod Zabugajem (J.Olk.I-02c.16)	50,220469	19,793622	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Sadlana (J.Olk.I-02c.46)	50,220975	19,794481	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Tunel Stromy (J.Olk.I-02c.49)	50,220997	19,794825	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Tunel Wielki (J.Olk.I-02c.38)	50,221997	19,794567	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Szlachcicowa (J.Olk.I-02c.37)	50,2221	19,794317	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Niedost?pna (J.Olk.I-02c.36)	50,22215	19,7939	NA		POL	Sąspów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Nied?wiedzia (S.I-03.17)	50,234517	16,843514	NA		POL	Stronie Śląskie		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Schronisko Wschodnie (J.Cz.IV-04.68)	50,415278	19,692222	NA		POL	Strzegowa-Kolonia		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Jasna w Strzegowej (J.Cz.IV-04.67)	50,415556	19,691389	NA		POL	Strzegowa-Kolonia		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Ciasny Meander (J.Cz.IV-04.60)	50,422778	19,686944	NA		POL	Strzegowa		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Mroczna (J.Cz.IV-04.62)	50,423889	19,687222	NA		POL	Strzegowa		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia na Bi?niku (J.Cz.IV-04.18)	50,426389	19,665	NA		POL	Góry Bydlińskie		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Zegar (J.Cz.IV-04.47)	50,428889	19,673889	NA		POL	Strzegowa		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Schronisko w Górze Birów ko?o Podzamcza Pó?nocne (J.Cz.III-08.26)	50,464722	19,551111	NA		POL	Podzamcze		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Schronisko Kazamar w Bibliotece (J.Cz.III-05.03)	50,572778	19,518056	NA		POL	Podlesice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Schronisko Sadek (J.Cz.III-06.03)	50,574444	19,526389	NA		POL	Podlesice		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Szczelina w Aptece (J.Cz.III-05.04)	50,575419	19,514444	NA		POL	Hucisko		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Z?odziejska w Ska?ach Kroczyckich (J.Cz.III-06.22)	50,585556	19,535278	NA		POL	Kroczyce		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Kowalskiego (J.Cz.III-06.60)	50,587222	19,558667	NA		POL	Kroczyce		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Deszczowa (J.Cz.III-06.24)	50,588611	19,541111	NA		POL	Kroczyce		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Trzebniowska (J.Cz.II-04.14)	50,661786	19,421992	NA		POL	Żarki		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Ludwinowska (J.Cz.II-05.02)	50,670278	19,445556	NA		POL	Trzebniów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Ostr??nicka (J.Cz.II-03.34)	50,674719	19,401467	NA		POL	Ostrężnik		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Wiercica (J.Cz.I-05.55)	50,675092	19,415461	NA		POL	Ostrężnik		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	System Jaskini Olszty?skiej (J.Cz.I-03.25)	50,730833	19,280833	NA		POL	Olsztyn		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Koralowa (J.Cz.I-03.22)	50,731111	19,279167	NA		POL	Olsztyn		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Koralowa (J.Cz.I-03.22)	50,731111	19,279167	NA		POL	Olsztyn		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Cabanowa (J.Cz.I-02.06)	50,768056	19,271667	NA		POL	Olsztyn		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	System Jaski? Towarnich (J.Cz.I-02.05)	50,768333	19,270278	NA		POL	Olsztyn		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	System Jaski? Towarnich (J.Cz.I-02.05)	50,768333	19,270278	NA		POL	Olsztyn		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia w Zielonej Górze (J.Cz.I-01.10)	50,7775	19,233333	NA		POL	Kusięta		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Szeptunów (J.Wl-02.10)	50,873056	19,234167	NA		POL	Rudniki		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Po?udniowa (S-5.24 ex)	50,937222	15,906111	NA		POL	Wojcieszów		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Jaskinia Psia (J.Cz.IV-04.19)	50,426389	19,666111	NA		POL	Góry Bydlińskie		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						Joanna Kocot-Zalewska Collection												
	NA	49,3	19,8	NA		POL	Witów		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	49,4	20,3	NA		POL	Niedzica		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	49,696714	20,275719	NA		POL	Dobra		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	50,2	19,8	NA		POL	Jerzmanowice		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Szczeliniec Wielki	50,483849	16,343333	NA		POL	Radków		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	50,8	15,6	NA		POL	Jelenia Góra		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	50,8	15,8	NA		POL	Kowary		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	50,8	19,1	NA		POL	Częstochowa		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	50,8	20,5	NA		POL	Chęciny		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	NA	51,2	18,6	NA		POL	Ruda		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Lisboa	38,7137166666667	-9,13228333333333	NA		PRT	Lisboa		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Coimbra	40,2071333333333	-8,4295	NA		PRT	Coimbra		NA					Terrestrial	NA			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Kalina Dupka Cave	41,54665	20,68926	NA		MKD	Lazaropole		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Gjonovica Cave	41,7034	20,91831	NA		MKD	Bigor		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
	Pestera Liliecilor de la Mănăstirea Bistrița (=Pestera Sfântului Grigore Decapolitu) (2045/1)	45,19385	24,04207	NA		ROU	Bistrița		NA					Terrestrial	Cave			Meta menardi		species	Tetragnathidae	Meta	menardi				NA	NA						NA												
