Data_Set	Person_DataEntry	Site_replicate	site_code	site_name	latitude	longitude	coord_precision	altitude	country	locality	site_comments	sampling_date	sampling_participants	sampling_methods	sampling_fixatives	sampling_target	habitat	access_points	sampling_comments	sampling_id	taxon_name	unclassified	taxon_rank	family	genus	specific_epithet	Subspecies	tax_id_confer	tax_id_addendum	identified_on_date	identified_by	verbatim_identification	specimen_quantity	content_description	type_status	occurrence_comments	occurrence_id	data_repository	collection	pub_DOI	pub_authors	pub_year	pub_title	pub_journal	pub_verbatim	gene	seq_specimen_identifier	accession_number	MOTU	sequence_id	seq_comments	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Sickerstellen Kaisermühlen	48,2198011366591	16,4325946931623	<10km		AT		Precision Set close to Am Kaisermühlendamm, 1220 Wien Province: Wien. An Sickerstellen an der stromseitigen Böschung des Schutzdammes, wenn bei hohem Grundwasserstand der Wasserstand des Stroms rasch sinkt.	1972					Aquatic, Freshwater, Subsurface, Aquifer	Spring			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1258	Literature			Vornatscher J	1972	Die Tierwelt des Grundwassers – Leben im Dunkeln.	Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München.	Vornatscher J (1972) Die Tierwelt des Grundwassers – Leben im Dunkeln. In: Ehrendorfer F, Kaltenbach A, Niklfeld H, Starmühler F (Eds), Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München, 659–674.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	44		SONNLEI - Untergaisberg (Austria: Mondsee)	47,84972	13,32094	<100m		AT		Precision Precise Province: Oberösterreich	09/09/2010					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali							1				STYA1261	Literature	WorldAsellidaeDatabase_PROASELLUS_STROUHALI|SONNLEI_201009	10.1111/ecog.02683		2017			Eme D, Zagmajster M, Delić T, Fišer C, Flot J-F, Konecny-Dupré L, Pálsson S, Stoch F, Zakšek V, Douady CJ, Malard F (2017) Do cryptic species matter in macroecology? Sequencing European groundwater crustaceans yields smaller ranges but does not challenge biodiversity determinants. Ecography 41: 424–436. https://doi.org/10.1111/ecog.02683						GenBank_Accession_KC610486(CO1)_KC610227(16S)_OR505561(28S)_OR341718(AM4)	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	44		SONNLEI - Untergaisberg (Austria: Mondsee)	47,84972	13,32094	<100m		AT		Precision Precise Province: Oberösterreich	09/09/2010					Aquatic, Freshwater, Subsurface, Aquifer	Well	Collectors: Douady C, Malard F, Morvan C. & Niederreiter R. One individual from this sampling event was sequenced, these are the rest.		Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali							27				STYA1452	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_STROUHALI|SONNLEI_201009													
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	45		Stephansplatz	48,2092	16,3728	<100m		AT		Precision Precise Province: Wien						Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus vindobonensis		Subspecies	Asellidae	Proasellus	slavus	vindobonensis										STYA1432	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_SLAVUS_VINDOBONENSIS|VIENNE6_195500		Karaman S	1955	Asellus cavaticus Schiodte und seine Nachstverwandten.	Acta Musei Macedonici Scientiarum Naturalium Skopje	Karaman S (1955) Asellus cavaticus Schiodte und seine Nachstverwandten. Acta Musei Macedonici Scientiarum Naturalium Skopje 2: 1–40. 							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	45		Stephansplatz	48,2092	16,3728	<100m		AT		Precision Precise Province: Wien	01/01/1991					Aquatic, Freshwater, Subsurface, Aquifer	Well	Collector: Creuze des Chatelliers M. In the WorldAsellidaeDatabase (Florian Malard), the entry is under the name Proasellus slavus slavus.		Proasellus slavus 		Subspecies	Asellidae	Proasellus	slavus							4				STYA1448	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_SLAVUS_SLAVUS|WIEN_199100													
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Subway tunnel Stephansdom	48,2090204973441	16,370906989068	<1km		AT		Precision Set close to tunnel of the future subway in Vienna, near Stephansdom (and Point on Map) Province: Wien								Depth: 14m underground spring which was filtered for several days.		Proasellus slavus 		Species	Asellidae	Proasellus	slavus											STYA1268	Literature		10.5038/1827-806x.8.4.2		1976			Danielopol DL (1976) Sur la distribution géographique de la faune interstitielle du Danube et de certains de ses affluents en Basse-Autriche. International Journal of Speleology 8: 323–329. https://doi.org/10.5038/1827-806x.8.4.2							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Taferlklause im obersten Aurachtal, in einer aus Moränenablagerung entspringenden Quelle	47,842771	13,625307	<10km		AT		Precision Set close to Taferlklausee, upper Aurach river Province: Oberösterreich						Aquatic, Freshwater, Subsurface, Aquifer	Spring			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali							1			1 male.	STYA1333	Literature		http://www.jstor.org/stable/41768681.		1958			Strouhal H (1958) Asellus (Proasellus) im nördlichen Österreich (Isopoda, Asellota). Annalen des Naturhistorischen Museums in Wien: 263–282. Available from: http://www.jstor.org/stable/41768681.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	46		UL-KGT01 - KGT01	48,1643352	16,5460433	<100m		AT		Precision Precise Province: Wien	08/11/2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							27				STYA1465	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	46		UL-KGT01 - KGT01	48,1643352	16,5460433	<100m		AT		Precision Precise Province: Wien	06/05/2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							5				STYA1481	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	46		UL-KGT01 - KGT01	48,1643352	16,5460433	<100m		AT		Precision Precise Province: Wien	26/11/2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							23				STYA1486	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	46		UL-KGT01 - KGT01	48,1643352	16,5460433	<100m		AT		Precision Precise Province: Wien	08/11/2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							3				STYA1487	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	46		UL-KGT01 - KGT01	48,1643352	16,5460433	<100m		AT		Precision Precise Province: Wien	28/01/2025					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1			Sequence from Lyon	STYA1489	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	46		UL-KGT01 - KGT01	48,1643352	16,5460433	<100m		AT		Precision Precise Province: Wien	08/11/2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							4			Sequence from Lyon	STYA1490	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	47		UNTERACH	47,7923	13,48452	<100m		AT		Precision Precise Province: Oberösterreich	10/09/2010					Aquatic, Freshwater, Subsurface, Aquifer	Spring	Collectors: Douady C & Morvan C. Identified as P. strouhali, later changed to P. cavaticus. Two individuals from this sampling event were sequenced, these are the rest.		Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali							11				STYA1454	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_STROUHALI|UNTERACH_201009													
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Tobias Gall-Andreici	47		UNTERACH - Kaiserbrunnen (Austria: Mondsee)	47,7923	13,48452	<100m		AT		Precision Precise Province: Salzburg	10/09/2010					Aquatic, Freshwater, Subsurface, Aquifer	Well	Collectors: Douady C & Morvan C.		Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							1			Identified as P. strouhali, later changed to P. cavaticus.	STYA1347	Literature	WorldAsellidaeDatabase_PROASELLUS_STROUHALI|UNTERACH_201009	10.1093/sysbio/syt015		2013			Morvan C, Malard F, Paradis E, Lefébure T, Konecny-Dupré L, Douady CJ (2013) Timetree of Aselloidea Reveals Species Diversification Dynamics in Groundwater. Systematic Biology 62: 512–522. https://doi.org/10.1093/sysbio/syt015 						GenBank_Accession_JQ921103(CO1)_KC610184(16S)_OR505503(28S)	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Tobias Gall-Andreici	47		UNTERACH - Kaiserbrunnen (Austria: Mondsee)	47,7923	13,48452	<100m		AT		Precision Precise Province: Salzburg	10/09/2010					Aquatic, Freshwater, Subsurface, Aquifer	Spring	Collectors: Douady C & Morvan C.		Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							1			Identified as P. strouhali, later changed to P. cavaticus	STYA1362	Literature	WorldAsellidaeDatabase_PROASELLUS_STROUHALI|UNTERACH_201009	10.1093/sysbio/syt015		2013			Morvan C, Malard F, Paradis E, Lefébure T, Konecny-Dupré L, Douady CJ (2013) Timetree of Aselloidea Reveals Species Diversification Dynamics in Groundwater. Systematic Biology 62: 512–522. https://doi.org/10.1093/sysbio/syt015 						GenBank_Accession_JQ921433(CO1)_KC610230(16S)_KC610408(28S)	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Tobias Gall-Andreici	47		UNTERACH - Kaiserbrunnen (Austria: Mondsee)	47,7923	13,48452	<100m		AT		Precision Precise Province: Salzburg	10/09/2010					Aquatic, Freshwater, Subsurface, Aquifer	Spring	Collectors: Douady C & Morvan C.		Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							1			Identified as P. strouhali, later changed to P. cavaticus.	STYA1363	Literature	WorldAsellidaeDatabase_PROASELLUS_STROUHALI|UNTERACH_201009	10.1093/sysbio/syt015		2013			Morvan C, Malard F, Paradis E, Lefébure T, Konecny-Dupré L, Douady CJ (2013) Timetree of Aselloidea Reveals Species Diversification Dynamics in Groundwater. Systematic Biology 62: 512–522. https://doi.org/10.1093/sysbio/syt015 						GenBank_Accession_JQ921434(CO1)_KC610231(16S)	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny			Vöcklabruck Mondsee	47,85597	13,34336	<100m		AT		Precision Precise Province: Oberösterreich	01/01/1991							Collector: Creuze des Chatelliers M.		Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1449	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_CAVATICUS|MONDSEE_199100													
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Max Hämmerle			Vordere Rettenbachquelle, Teufelskirche und bachnahe Quellaustritte, Sengsengebirge - VRQ - Probenstellen: 34-16-1-BBA	47,787503456953	14,2061091985	<10km		AT		Precision Set close to spring of Vorderer Rettenbach close to Teufelskirche Province: Oberösterreich	10/05/1995					Aquatic, Freshwater, Subsurface, Aquifer	Spring			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1366	Literature			Weigand E | Tockner K	1996	Limnologische Charakterisierung ausgewählter Karstquellen im Nationalpark Nördliche Kalkalpen.	Projekt Nationalpark Kalkalpen – Final Report, 1–56pp.  	Weigand E, Tockner K (1996) Limnologische Charakterisierung ausgewählter Karstquellen im Nationalpark Nördliche Kalkalpen. Molln. Projekt Nationalpark Kalkalpen – Final Report, 1–56pp.  							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Vorkommen bei Bregenz	47,5007	9,742337	<10km		AT		Precision Set close to Bregenz center Province: Vorarlberg						Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1338	Literature			Wächtler W	1937	Ordnung: Isopoda, Asseln.	Die Tierwelt Mitteleuropas. Quelle & Meyer, Leipzig.	Wächtler W (1937) II. Ordnung: Isopoda, Asseln. In: Brohmer P, Ehrmann P, Ulmer G (Eds), Die Tierwelt Mitteleuropas. Quelle & Meyer, Leipzig, 225–317.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	48		WEISSEN1	47,78919	13,55226	<100m		AT		Precision Precise Province: Oberösterreich	10/09/2010					Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic zone	Collectors: Douady C, Malard F, Morvan C. & Niederreiter R. Three individuals from this sampling event were sequenced, these are the rest.		Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							16				STYA1453	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_CAVATICUS|WEISSEN1_201009													
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Tobias Gall-Andreici	48		WEISSEN1 - Weißenbacher Straße (Austria: Mondsee)	47,78919	13,55226	<100m		AT		Precision Precise Province: Oberösterreich	10/09/2010					Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic zone	Collectors: Douady C, Malard F, Morvan C. & Niederreiter R.		Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							1				STYA1348	Literature	WorldAsellidaeDatabase_PROASELLUS_CAVATICUS|WEISSEN1_201009	10.1093/sysbio/syt015		2013			Morvan C, Malard F, Paradis E, Lefébure T, Konecny-Dupré L, Douady CJ (2013) Timetree of Aselloidea Reveals Species Diversification Dynamics in Groundwater. Systematic Biology 62: 512–522. https://doi.org/10.1093/sysbio/syt015 						GenBank_Accession_JQ921105(CO1)_KC610185(16S)_KC610387(28S)	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Tobias Gall-Andreici	48		WEISSEN1 - Weißenbacher Straße (Austria: Mondsee)	47,78919	13,55226	<100m		AT		Precision Precise Province: Oberösterreich	10/09/2010					Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic zone	Collectors: Douady C, Malard F, Morvan C. & Niederreiter R.		Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							1				STYA1349	Literature	WorldAsellidaeDatabase_PROASELLUS_CAVATICUS|WEISSEN1_201009	10.1093/sysbio/syt015		2013			Morvan C, Malard F, Paradis E, Lefébure T, Konecny-Dupré L, Douady CJ (2013) Timetree of Aselloidea Reveals Species Diversification Dynamics in Groundwater. Systematic Biology 62: 512–522. https://doi.org/10.1093/sysbio/syt015 						GenBank_Accession_JQ921106(CO1)_KC610186(16S)	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Tobias Gall-Andreici	48		WEISSEN1 - Weißenbacher Straße (Austria: Mondsee)	47,78919	13,55226	<100m		AT		Precision Precise Province: Oberösterreich	10/09/2010					Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic zone	Collectors: Douady C, Malard F, Morvan C. & Niederreiter R.		Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							1				STYA1350	Literature	WorldAsellidaeDatabase_PROASELLUS_CAVATICUS|WEISSEN1_201009	10.1093/sysbio/syt015		2013			Morvan C, Malard F, Paradis E, Lefébure T, Konecny-Dupré L, Douady CJ (2013) Timetree of Aselloidea Reveals Species Diversification Dynamics in Groundwater. Systematic Biology 62: 512–522. https://doi.org/10.1093/sysbio/syt015 						GenBank_Accession_JQ921107(CO1)_KC610187(16S)	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Well Tulln Donau Chemie 6 - Donau-Che-6	48,338253	15,944475	<1km		AT		Precision Set close to Donauchemie AG at Danube km 1972, 20 m from the right Danube river bank Province: Niederösterreich	22/11/1973					Aquatic, Freshwater, Subsurface, Aquifer	Well	Well diameter exceeding 0.5 m, sampled with Cvetkov phreatobiological net.		Proasellus slavus 		Species	Asellidae	Proasellus	slavus											STYA1344	Literature		10.5038/1827-806x.8.1.3		1976			Danielopol DL (1976) The distribution of the fauna in the interstitial habitats of riverine sediments of the Danube and the Piesting (Austria). International Journal of Speleology 8: 23–51. https://doi.org/10.5038/1827-806x.8.1.3							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Well Tulln Dürnrohr - F-1246	48,3431533863084	15,896902140634	<1km		AT		Precision Set close to Dürnrohr (center), 1.7 km from the right Danube river bank Province: Niederösterreich	22/11/1973					Aquatic, Freshwater, Subsurface, Aquifer	Well	Well diameter exceeding 0.5 m, sampled with Cvetkov phreatobiological net.		Proasellus slavus 		Species	Asellidae	Proasellus	slavus											STYA1342	Literature		10.5038/1827-806x.8.1.3		1976			Danielopol DL (1976) The distribution of the fauna in the interstitial habitats of riverine sediments of the Danube and the Piesting (Austria). International Journal of Speleology 8: 23–51. https://doi.org/10.5038/1827-806x.8.1.3							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Well Tulln Oberbierbaum - F-1284	48,3425393805092	15,8364416586341	<1km		AT		Precision Set close to Oberbierbaum (center), 3.7 km from the right Danube river bank Province: Niederösterreich	22/11/1973					Aquatic, Freshwater, Subsurface, Aquifer	Well	Well diameter exceeding 0.5 m, sampled with Cvetkov phreatobiological net.		Proasellus slavus 		Species	Asellidae	Proasellus	slavus											STYA1343	Literature		10.5038/1827-806x.8.1.3		1976			Danielopol DL (1976) The distribution of the fauna in the interstitial habitats of riverine sediments of the Danube and the Piesting (Austria). International Journal of Speleology 8: 23–51. https://doi.org/10.5038/1827-806x.8.1.3							
