Data_Set	Person_DataEntry	Site_replicate	site_code	site_name	latitude	longitude	coord_precision	altitude	country	locality	site_comments	sampling_date	sampling_participants	sampling_methods	sampling_fixatives	sampling_target	habitat	access_points	sampling_comments	sampling_id	taxon_name	unclassified	taxon_rank	family	genus	specific_epithet	Subspecies	tax_id_confer	tax_id_addendum	identified_on_date	identified_by	verbatim_identification	specimen_quantity	content_description	type_status	occurrence_comments	occurrence_id	data_repository	collection	pub_DOI	pub_authors	pub_year	pub_title	pub_journal	pub_verbatim	gene	seq_specimen_identifier	accession_number	MOTU	sequence_id	seq_comments	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	3		53 - S. Aigner Straße 83	47,7854250386221	13,0807078802473	<1km		AT		Precision Set close to Aigner Straße 83, Salzburg Province: Salzburg	1951					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1314	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	3		53 - S. Aigner Straße 83	47,7854250386221	13,0807078802473	<1km		AT		Precision Set close to Aigner Straße 83, Salzburg Province: Salzburg	1952					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1315	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	3		53 - S. Aigner Straße 83	47,7854250386221	13,0807078802473	<1km		AT		Precision Set close to Aigner Straße 83, Salzburg Province: Salzburg	1951					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus salisburgensis		Subspecies	Asellidae	Proasellus	slavus	salisburgensis										STYA1320	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	3		53 - S. Aigner Straße 83	47,7854250386221	13,0807078802473	<1km		AT		Precision Set close to Aigner Straße 83, Salzburg Province: Salzburg	1952					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus salisburgensis		Subspecies	Asellidae	Proasellus	slavus	salisburgensis										STYA1321	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			58 - S. Mayburgerkai 90	47,8188750421015	13,0366188532653	<1km		AT		Precision Set close to Mayburgerkai 90, Salzburg Province: Salzburg	1951					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1284	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			60 - Mattigh., Braunauer Str. 4	48,1071622168853	13,1502906244519	<1km		AT		Precision Set close to Braunauer Straße 4, Mattighofen Province: Oberösterreich	1951					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1285	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			64 - S. Müllner-Brauerei	47,805636891374	13,0331985090848	<10km		AT		Precision Set close to Müllner-Brauerei, Salzburg Province: Salzburg	1951					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1286	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			6520_1n - 123 - S_123	48,2353381241361	16,3739033266721	<100m		AT		Precision Precise Province: Wien	29/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0412	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			6524_2 - 125 - A_125	48,2358755248475	16,3773966268825	<100m		AT		Precision Precise Province: Wien	01/12/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0371	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			6525_5 - 130 - A_130	48,2366265980261	16,3774992719762	<100m		AT		Precision Precise Province: Wien	01/12/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							2				HBTC0372	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			69 - S. Arenbergstraße 11	47,8004692538045	13,0553453862039	<1km		AT		Precision Set close to Arenbergstraße 11, Salzburg Province: Salzburg	28/11/1951					Aquatic, Freshwater, Subsurface, Aquifer	Well	Legator: G. Priesel-Dichtl.		Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali							3			2 males, 1 female. 	STYA1316	Literature		http://www.jstor.org/stable/41768681.		1958			Strouhal H (1958) Asellus (Proasellus) im nördlichen Österreich (Isopoda, Asellota). Annalen des Naturhistorischen Museums in Wien: 263–282. Available from: http://www.jstor.org/stable/41768681.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			704 - 10 - A_10	48,1956010840228	16,4560188602106	<100m		AT		Precision Precise Province: Wien	06/10/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0331	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			74 - S. Stift St. Peter	47,7976444977757	13,0444090052049	<10km		AT		Precision Set close to Stift St. Peter, Salzburg Province: Salzburg	1951					Aquatic, Freshwater, Subsurface, Aquifer	Spring			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1287	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			75 - S. Maxglan, Villagasse 10	47,8031186047287	13,0215420955922	<1km		AT		Precision Set close to Villagasse 10, Salzburg Province: Salzburg	1951					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1288	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	4		76 - S. Zehentmaiergasse 1	47,799531232347	13,0195869109356	<1km		AT		Precision Set close to Zehentmaiergasse 1, Salzburg Province: Salzburg	01/12/1951					Aquatic, Freshwater, Subsurface, Aquifer	Well	Legator: G. Priesel-Dichtl.		Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali							1			1 female.	STYA1317	Literature		http://www.jstor.org/stable/41768681.		1958			Strouhal H (1958) Asellus (Proasellus) im nördlichen Österreich (Isopoda, Asellota). Annalen des Naturhistorischen Museums in Wien: 263–282. Available from: http://www.jstor.org/stable/41768681.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	4		76 - S. Zehentmaiergasse 1	47,799531232347	13,0195869109356	<1km		AT		Precision Set close to Zehentmaiergasse 1, Salzburg Province: Salzburg	01/12/1951					Aquatic, Freshwater, Subsurface, Aquifer	Well	Legator: G. Priesel-Dichtl.		Proasellus slavus salisburgensis		Subspecies	Asellidae	Proasellus	slavus	salisburgensis						1			1 female.	STYA1322	Literature		http://www.jstor.org/stable/41768681.		1958			Strouhal H (1958) Asellus (Proasellus) im nördlichen Österreich (Isopoda, Asellota). Annalen des Naturhistorischen Museums in Wien: 263–282. Available from: http://www.jstor.org/stable/41768681.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			762 - 11 - A_11	48,2198178540577	16,4208450542233	<100m		AT		Precision Precise Province: Wien	06/10/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							2				HBTC0332	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			762 - 11 - S_11	48,2198178540577	16,4208450542233	<100m		AT		Precision Precise Province: Wien	07/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0382	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			8_5 - 131 - A_131	48,2094528733423	16,3391306337276	<100m		AT		Precision Precise Province: Wien	29/09/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0373	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			8_5 - 131 - S_131	48,2094528733423	16,3391306337276	<100m		AT		Precision Precise Province: Wien	01/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0413	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			80 - S. Zehentmaiergasse 5	47,7997634076693	13,0199660802484	<1km		AT		Precision Set close to Zehentmaiergasse 5, Salzburg Province: Salzburg	02/12/1951					Aquatic, Freshwater, Subsurface, Aquifer	Well	Legator: G. Priesel-Dichtl.		Proasellus slavus salisburgensis		Subspecies	Asellidae	Proasellus	slavus	salisburgensis						3			2 females, 1 juvenile.	STYA1323	Literature		http://www.jstor.org/stable/41768681.		1958			Strouhal H (1958) Asellus (Proasellus) im nördlichen Österreich (Isopoda, Asellota). Annalen des Naturhistorischen Museums in Wien: 263–282. Available from: http://www.jstor.org/stable/41768681.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			81 - Aigen, Salzachstraße 17	47,7861000362504	13,079193096495	<1km		AT		Precision Set close to Salzachstraße 17, Salzburg Province: Salzburg	1951					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1289	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			84 - S. Peilsteiner Straße 23	47,8172918502344	13,0238196955934	<1km		AT		Precision Set close to Peilsteiner Straße 23, Salzburg Province: Salzburg	1951					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1290	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			85 - S. Dornburggasse 5	47,8176112450826	13,0231923090857	<1km		AT		Precision Set close to Dornberggasse 5, Salzburg Province: Salzburg	1951					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1291	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			99 - Nößltal 5 bei Straßwalchen	47,997487901869	13,3228481388829	<1km		AT		Precision Set close to Nößlthal 5 Province: Oberösterreich	1952					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1292	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	5		A90	48,1606931147455	16,5387306889079	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database.	13/01/1988					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus vindobonensis		Subspecies	Asellidae	Proasellus	slavus	vindobonensis						15				STYA1378	Literature			Pospisil P	1989	Acanthocyclops gmeineri n. sp. (Crustacea, Copepoda) aus dem Grundwasser von Wien (Österreich): Bemerkungen zur Zoogeographie und zur Sauerstoffsituation des Grundwassers am Fundort.	Zoologischer Anzeiger	Pospisil P (1989) Acanthocyclops gmeineri n. sp. (Crustacea, Copepoda) aus dem Grundwasser von Wien (Österreich): Bemerkungen zur Zoogeographie und zur Sauerstoffsituation des Grundwassers am Fundort. Zoologischer Anzeiger 223(3–4), 220–230							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	5		A90	48,1606931147455	16,5387306889079	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database.	19/07/1988					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus vindobonensis		Subspecies	Asellidae	Proasellus	slavus	vindobonensis						18				STYA1379	Literature			Pospisil P	1989	Acanthocyclops gmeineri n. sp. (Crustacea, Copepoda) aus dem Grundwasser von Wien (Österreich): Bemerkungen zur Zoogeographie und zur Sauerstoffsituation des Grundwassers am Fundort.	Zoologischer Anzeiger	Pospisil P (1989) Acanthocyclops gmeineri n. sp. (Crustacea, Copepoda) aus dem Grundwasser von Wien (Österreich): Bemerkungen zur Zoogeographie und zur Sauerstoffsituation des Grundwassers am Fundort. Zoologischer Anzeiger 223(3–4), 220–230							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	6		Aignerstraße 86, Salzburg-Stadt	47,7809427206552	13,0809090347516	<1km		AT		Precision Set close to Aignerstraße 86, Salzburg Province: Salzburg. Original description of species, location is locus typicus.	26/04/1956					Aquatic, Freshwater, Subsurface, Aquifer	Well	Legator: G. Priesel-Dichtl.		Proasellus slavus salisburgensis		Subspecies	Asellidae	Proasellus	slavus	salisburgensis						12		Holotype	1 male, 3.6 mm lg., 1 female, 3.7 mm lg. (Holotype), and 10 juveniles.	STYA1326	Literature		http://www.jstor.org/stable/41768681		1958			Strouhal H (1958) Asellus (Proasellus) im nördlichen Österreich (Isopoda, Asellota). Annalen des Naturhistorischen Museums in Wien: 263–282. Available from: http://www.jstor.org/stable/41768681.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	6		Aignerstraße 86, Salzburg-Stadt	47,7809427206552	13,0809090347516	<1km		AT		Precision Set close to Aignerstraße 86, Salzburg Province: Salzburg	10/11/1951					Aquatic, Freshwater, Subsurface, Aquifer	Well	Legator: G. Priesel-Dichtl.		Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali							1			1 female.	STYA1328	Literature		http://www.jstor.org/stable/41768681.		1958			Strouhal H (1958) Asellus (Proasellus) im nördlichen Österreich (Isopoda, Asellota). Annalen des Naturhistorischen Museums in Wien: 263–282. Available from: http://www.jstor.org/stable/41768681.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	7		BASCHGGR - Baschghöhle bei Übersaxen (1112/1)	47,25	9,67	<100m		AT		Precision Precise Province: Vorarlberg	06/06/2015					Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Collectors: Breuss W. & Stoch F.		Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							1				STYA1438	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_CAVATICUS|BASCHGGR_201506												GenBank_Accession_OR254984(16S)_OR291751(CO1)	1
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	7		BASCHGGR - Baschghöhle bei Übersaxen (1112/1)	47,25	9,67	<100m		AT		Precision Precise Province: Vorarlberg	06/06/2015					Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Collectors: Breuss W. & Stoch F.		Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							1				STYA1439	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_CAVATICUS|BASCHGGR_201506												GenBank_Accession_OR254985(16S)	1
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	7		BASCHGGR - Baschghöhle bei Übersaxen (1112/1)	47,25	9,67	<100m		AT		Precision Precise Province: Vorarlberg	06/06/2015					Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Collectors: Breuss W. & Stoch F.		Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							1				STYA1440	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_CAVATICUS|BASCHGGR_201506												GenBank_Accession_OR254986(16S)_OR291752(CO1)	1
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	8		Baschghöhle bei Übersaxen (1112/1)	47,2504596	9,6676694	<100m		AT		Precision Set close to cave entrance Province: Vorarlberg	30/09/1990					Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Caught by hand.		Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							4			1 female on the first date, 1 male and 2 females on the second date.	STYA1339	Literature			Breuss W	1995	Zum Vorkommen von Arthropoden in einigen Höhlen Vorarlbergs (Österreich).	Berichte des naturwissenschaftlichen-medizinischen Verein Innsbruck.	Breuss W (1995) Zum Vorkommen von Arthropoden in einigen Höhlen Vorarlbergs (Österreich). Berichte des naturwissenschaftlichen-medizinischen Verein Innsbruck 82: 227–240.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	8		Baschghöhle bei Übersaxen (1112/1)	47,2504596	9,6676694	<100m		AT		Precision Set close to cave entrance Province: Vorarlberg	27/04/1991					Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Caught by hand.		Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							3			2 female on the first date, 1 female and on the second date.	STYA1340	Literature			Breuss W	1995	Breuss W (1995) Zum Vorkommen von Arthropoden in einigen Höhlen Vorarlbergs (Österreich). Berichte des naturwissenschaftlichen-medizinischen Verein Innsbruck 82: 227–240.	Berichte des naturwissenschaftlichen-medizinischen Verein Innsbruck.	Breuss W (1995) Zum Vorkommen von Arthropoden in einigen Höhlen Vorarlbergs (Österreich). Berichte des naturwissenschaftlichen-medizinischen Verein Innsbruck 82: 227–240.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	8		Baschghöhle bei Übersaxen (1112/1)	47,2504596	9,6676694	<100m		AT		Precision Set close to cave entrance Province: Vorarlberg	26/04/1992					Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Caught by hand.		Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							1			1 female. 	STYA1341	Literature			Breuss W	1995	Breuss W (1995) Zum Vorkommen von Arthropoden in einigen Höhlen Vorarlbergs (Österreich). Berichte des naturwissenschaftlichen-medizinischen Verein Innsbruck 82: 227–240.	Berichte des naturwissenschaftlichen-medizinischen Verein Innsbruck.	Breuss W (1995) Zum Vorkommen von Arthropoden in einigen Höhlen Vorarlbergs (Österreich). Berichte des naturwissenschaftlichen-medizinischen Verein Innsbruck 82: 227–240.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Max Hämmerle	8		Baschghöhle bei Übersaxen (1112/1)	47,2504596	9,6676694	<10km		AT		Precision Set close to coordinates taken from Atlas der Spinnentiere Europas (https://atlas.arages.de/location/14873) Province: Vorarlberg						Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1364	Literature			Breuss W	2004	Bemerkungen zur Wirbellosenfauna von Höhlen Vorarlbergs und angrenzender Gebiete.	Vorarlberger Naturschau	Breuss W (2004) Bemerkungen zur Wirbellosenfauna von Höhlen Vorarlbergs und angrenzender Gebiete. Vorarlberger Naturschau 15: 127–138.  							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Bou-Rouch Eberschüttwasser	48,16325	16,545202	<10km		AT		Precision Set close to Eberschüttwasser near Kreuzgrundtraverse Province: Wien. Depth: 0.5 - 0.7 m below the bottom of the lake.	05/1975					Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic zone	Sample taken after a period of high water level. Sediment consisted mainly of fine sand. At later visits, no isopods could be found anymore.		Proasellus slavus 		Species	Asellidae	Proasellus	slavus											STYA1324	Literature		10.5038/1827-806x.8.4.2		1976			Danielopol DL (1976) Sur la distribution géographique de la faune interstitielle du Danube et de certains de ses affluents en Basse-Autriche. International Journal of Speleology 8: 323–329. https://doi.org/10.5038/1827-806x.8.4.2							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Bou-Rouch March a - 003	48,174175	16,974347	<1km		AT		Precision Set close to the left side Danube river bank at Danube km 1880, 50 m upstream of the March and 1.5 m from the left Danube river bank Province: Niederösterreich. Depth: 1.35 m. 	28/09/1973					Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic zone			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							2				STYA1346	Literature	WorldAsellidaeDatabase_PROASELLUS_SLAVUS_SLAVUS|DANUBJAG_197300	10.5038/1827-806x.8.1.3		1976			Danielopol DL (1976) The distribution of the fauna in the interstitial habitats of riverine sediments of the Danube and the Piesting (Austria). International Journal of Speleology 8: 23–51. https://doi.org/10.5038/1827-806x.8.1.3							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Bou-Rouch Piesting 	48,0200277039303	16,4844722412438	<10km		AT		Precision Set close to Point on Map Province: Niederösterreich						Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic zone			Proasellus slavus 		Species	Asellidae	Proasellus	slavus										This entry is uncertain.	STYA1272	Literature		10.5038/1827-806x.8.4.2		1976			Danielopol DL (1976) Sur la distribution géographique de la faune interstitielle du Danube et de certains de ses affluents en Basse-Autriche. International Journal of Speleology 8: 323–329. https://doi.org/10.5038/1827-806x.8.4.2							
