"ID","order","family","subfamily","genus","subgenus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","acceptedNameUsage","namePublishedInYear","country","Locality","locationRemarks","habitat","decimalLongitude","decimalLatitude","geodeticDatum","Easting_EPSG3035","Northing_EPSG3035","Coord.Uncertainty","Coord.Validator","associatedReferences","PublicationYear","source","researchGroup"
2220,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Grotte de la Pâle, Saint-Pè-de-Bigorre, High Pirènées","cave","NULL",-0.141,43.085,"EPSG: 4326",3495720.0864947485,2275527.406795028,"0.1 km","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
1251,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","belgicus","NULL","Diacyclops belgicus","Kiefer, 1936","Diacyclops belgicus Kiefer, 1936","1936","France","Puits Guillemet (Arinthod)","phreatic (unconsolidated)","Aquifer in unconsolidated sediments:saturated",5.573,46.396,"EPSG: 4326",3980383.742615697,2597124.2583035175,"0.1 km","Emma Galmarini","Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert (2004). Statistical analyses and identification of indicators. European Project 'PASCALIS' (EVK-CT-2001-00121), Report for WP7 - D8 Deliverable, 156 p.",2004,"Pascalis project Database: Region: Jura: France","F. Malard, M.-J. Dole-Olivier: Lyon: France"
2222,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","'Grotte de Sabouche', Eycheil commune, Ariège department","cave","NULL",1.156,42.955,"EPSG: 4326",3599089.2879684754,2247850.882887726,"Comm.Centr","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2223,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","'Grotte de l'homme mort' ,Rivel commune, Aude Department","cave","NULL",1.997,42.905,"EPSG: 4326",3666875.9688275144,2234638.4582071835,"0.5 km","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2224,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","'Résurgence de la Hount-des-Heretchos', Herran commune, Haute-Garonne department","spring","NULL",0.866,42.98,"EPSG: 4326",3575862.4934195736,2253436.9567251275,"0.1 km","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2225,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","'Grotte de Riusec', Milhas commune, Haute-Garonne Dept.","cave","NULL",0.835,42.955,"EPSG: 4326",3573031.9490260715,2250991.0412338343,"0.5 km","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
1194,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","belgicus","NULL","Diacyclops belgicus","Kiefer, 1936","Diacyclops belgicus Kiefer, 1936","1936","France","Source Pont Martin 2 - Bettant","karst: saturated zone","Karst:saturated",5.363,45.947,"EPSG: 4326",3961265.000528621,2548335.8862797357,"0.2 km","Emma Galmarini","Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert (2004). Statistical analyses and identification of indicators. European Project 'PASCALIS' (EVK-CT-2001-00121), Report for WP7 - D8 Deliverable, 156 p.",2004,"Pascalis project Database: Region: Jura: France","F. Malard, M.-J. Dole-Olivier: Lyon: France"
2227,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","'Mont de Chac' cave, Saleich commune, Haute-Garonne Department","karst: unsaturated zone/cave","Karst:saturated",0.969,43.035,"EPSG: 4326",3584903.8874591044,2258480.810787862,"1 km","Francesco Cerasoli","Delay B. (1968) Données sur le peuplement de la zone de percolation temporaire. Ann. Spéléol., 23(4): 705-716",1968,"Literature: F. Stoch","NULL"
2228,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","'Grotte du Queir (=Grotte du Ker de Massat)', Biert commune, Ariège Dept.","karst: unsaturated zone/cave","Karst:saturated",1.323,42.896,"EPSG: 4326",3611946.1324754534,2239758.550021366,"0.1 km","Francesco Cerasoli","Chappuis P.A. (1933) Copépodes (première série), avec l'énumeration de tous les Copépodes cavernicoles connus en 1930. Arch. Zool. exp. gén., 76(1) (Biospeologica 59): 1-57",1933,"Literature: F. Stoch","NULL"
2229,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Goueil-di-Her cave, Arbas, Haute Garonne Department","cave","NULL",0.896,42.981,"EPSG: 4326",3578308.7700304817,2253250.0282624806,"0.1 km","Francesco Cerasoli","Lescher-Moutoué F., Gourbault N. (1973) Étude monographique de la grotte du Goueil-di-Her (Massif karstique d'Arbas, Haute-Garonne). Comptes Rendus du Quatre-vingt-seizième Congrès National des Sociétés Savantes, 3: 295-299.",1973,"Pascalis project Database: Europe","NULL"
2230,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Grotte de la Marbrière","cave","NULL",1.842,44.852,"EPSG: 4326",3676407.2830236144,2450858.875574512,"Comm.Centr","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2231,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Grotte Foulquier","cave","NULL",1.035,42.998,"EPSG: 4326",3589796.7378253327,2253759.3809286286,"Comm.Centr","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2232,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Grotte de Gourgue, Montardit","cave","NULL",1.186,43.07,"EPSG: 4326",3602923.442729452,2260236.9032384874,"Comm.Centr","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2233,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Grotte de l'Echartou, Cazavet commune, Ariège Dept.","cave","NULL",1.035,42.998,"EPSG: 4326",3589796.7378253327,2253759.3809286286,"Comm.Centr","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2234,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Aven de Grèzes","cave","NULL",1.824,44.621,"EPSG: 4326",3672331.263341858,2425509.0571977803,"Comm.Centr","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2235,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Source de Durban-sur-Arize","spring","NULL",1.347,43.021,"EPSG: 4326",3615388.4857198014,2253310.2928500664,"Comm.Centr","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2236,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Grotte des Anglais, Penne, Tarn","cave","NULL",1.722,44.083,"EPSG: 4326",3658032.0528640863,2367018.938735545,"Comm.Centr","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2237,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Aven des Arandiès, Penne, Tarn","cave","NULL",1.682,44.098,"EPSG: 4326",3655017.895504459,2369029.364910458,"Comm.Centr","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2238,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Source de La Fagale, Allières","spring","NULL",1.364,43.039,"EPSG: 4326",3616982.2863827716,2255134.9186821375,"Comm.Centr","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2239,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Grotte de Rogalle, Soueix-Rogalle commune, Ariège Department","cave","NULL",1.197,42.898,"EPSG: 4326",3601727.1856667697,2241176.363398079,"1 km","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2240,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Grotte de Rivèrenert","cave","NULL",1.262,42.951,"EPSG: 4326",3607649.029245874,2246397.620070015,"Comm.Centr","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2241,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Grotte de La-Croix-des-Souris, Basses Pyrénées","cave","NULL",-0.922,43.118,"EPSG: 4326",3433150.509045861,2288070.1319488212,"Region","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2242,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Grotte du Cercle Magique, Basses-Pyrénées","cave","NULL",-0.922,43.118,"EPSG: 4326",3433150.509045861,2288070.1319488212,"Region","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2243,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Grotte des Cerisiers, Basses-Pyrénées","cave","NULL",-0.922,43.118,"EPSG: 4326",3433150.509045861,2288070.1319488212,"Region","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2244,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Iriberry cave, Bustince-Iriberry commune","cave, gours","Karst:saturated",-1.212,43.182,"EPSG: 4326",3410763.834340177,2298578.3296377156,"2 km","Francesco Cerasoli","Pandourski I., Apostolov A. (1998) Copépodes (Crustaces) des eaux souterraines du Pays Basque (Pays Basque nord, Basse-Navarre). Ikartzaleak, 21: 3-12",1998,"Literature: F. Stoch","NULL"
2245,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Lez river, Moulis","hyporheic","Aquifer in unconsolidated sediments:hyporeic",1.092,42.961,"EPSG: 4326",3593966.5154343373,2249129.1902456116,"1 km","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2246,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Lez river, Moulis","hyporheic","Aquifer in unconsolidated sediments:hyporeic",1.092,42.961,"EPSG: 4326",3593966.5154343373,2249129.1902456116,"1 km","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2247,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Rémillasse, Sour stream","hyporheic","Aquifer in unconsolidated sediments:hyporeic",1.092,42.947,"EPSG: 4326",3593794.622430779,2247586.5284202546,"0.5 km","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2248,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","racovitzai","ssp.","Speocyclops racovitzai ssp.","NULL","NULL","NULL","France","Compagnaga Lecia cave, Camou-Cihigue commune,Atlantic Pyrenees Dept.","cave","NULL",-0.915,43.121,"EPSG: 4326",3433760.1747854124,2288317.0737267076,"3 km","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2249,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sisyphus","NULL","Speocyclops sisyphus","Kiefer, 1937","Speocyclops sisyphus Kiefer, 1937","1937","France","Grotte inférieure du Queire, Massat","cave","NULL",1.323,42.897,"EPSG: 4326",3611958.084472472,2239868.764984178,"0.1 km","Francesco Cerasoli","Chappuis P.A., Kiefer F. (1952) Copépodes cavernicoles des Pyrénées. Notes Biospéol., 7: 113-131",1952,"Literature: F. Stoch","NULL"
2250,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sisyphus","NULL","Speocyclops sisyphus","Kiefer, 1937","Speocyclops sisyphus Kiefer, 1937","1937","France","'Grottes du Quer', Rivèrenert commune, Ariège Dept.","cave","NULL",1.231,42.958,"EPSG: 4326",3605215.8901986694,2247463.915778981,"0.1 km","Francesco Cerasoli","Kiefer F. (1937) Über Systematik und geographische Verbreitung einiger Gruppen stark verkümmerter Cyclopiden (Crustacea Copepoda). Zool. Jahrb. Abt. f. Syst., 70(5/6): 421-442",1937,"Literature: F. Stoch","NULL"
2251,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sisyphus","NULL","Speocyclops sisyphus","Kiefer, 1937","Speocyclops sisyphus Kiefer, 1937","1937","France","'Grottes du Quer', Rivèrenert commune, Ariège Dept.","cave","NULL",1.231,42.958,"EPSG: 4326",3605215.8901986694,2247463.915778981,"0.1 km","Francesco Cerasoli","Lescher-Moutoué F. (1967) Note sur la biogéographie et les biotopes du genre Speocyclops dans la région pyrénéenne. Spelunca Mém., 5: 277-284",1967,"Literature: F. Stoch","NULL"
2252,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sisyphus","NULL","Speocyclops sisyphus","Kiefer, 1937","Speocyclops sisyphus Kiefer, 1937","1937","France","Iriberry cave, Bustince-Iriberry commune","karst: unsaturated zone/cave","Karst:saturated",-1.212,43.182,"EPSG: 4326",3410763.834340177,2298578.3296377156,"2 km","Francesco Cerasoli","Chappuis P.A. (1933) Copépodes (première série), avec l'énumeration de tous les Copépodes cavernicoles connus en 1930. Arch. Zool. exp. gén., 76(1) (Biospeologica 59): 1-57",1933,"Literature: F. Stoch","NULL"
2253,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","Aven d'Orgnac","cave","NULL",4.412,44.32,"EPSG: 4326",3874758.1473082826,2373278.786169731,"0.1 km","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2254,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","Grotte des Trois Frères","cave","NULL",1.212,43.032,"EPSG: 4326",3604569.8232199703,2255800.5725246705,"0.1 km","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2255,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","Grotte de Trabuc, Gard","cave","NULL",3.959,44.108,"EPSG: 4326",3836875.3492163117,2352641.5626237877,"0.1 km","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2256,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","Aven-grotte de Rochas, Ardèche","cave","NULL",4.477,44.342,"EPSG: 4326",3880108.4954209095,2375327.8843749794,"0.1 km","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2257,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","Puits Groseille","cave","NULL",4.825,47.14,"EPSG: 4326",3928487.6982371337,2683314.4189604963,"0.1 km","Francesco Cerasoli","Lescher-Moutoué F. (2005) Personal communication",2005,"Pascalis project Database: Europe","NULL"
2258,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","'Grotte-résurgence des Cent-Fonts',Causse-de-la-Selle commune, Hèrault Dept.","cave","NULL",3.624,43.759,"EPSG: 4326",3806994.689862849,2316285.0816705455,"0.5 km","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2259,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","Baume Cellier, Hérault","cave","NULL",3.561,43.76,"EPSG: 4326",3801939.00375711,2316829.7037243242,"0.5 km","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2260,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","Grotte de la Padelle, Casteljau, Berrias-et-Casteljau commune","cave","NULL",4.208,44.379,"EPSG: 4326",3858983.053076299,2381045.0530522102,"0.5 km","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2261,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","Aven des Arandies, Penne, Tarn","cave","NULL",1.678,44.095,"EPSG: 4326",3654664.2396855797,2368733.915719407,"0.5 km","Francesco Cerasoli","Lescher-Moutoué F. (1973) Sur la biologie et ecologie des Copépodes Cyclopides hypogés (Crustacés). Ann. Spéléol., 28(3): 429-502. 28(4): 581-674",1973,"Literature: F. Stoch","NULL"
2262,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","Plage de la Maurinie, Tarn","NULL","NULL",2.293,43.942,"EPSG: 4326",3702053.8781020725,2346566.271045178,"0.5 km","Francesco Cerasoli","Lescher-Moutoué F. (2005) Personal communication",2005,"Pascalis project Database: Europe","NULL"
2263,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","Randan, village of Chambeon, department Loire","Phreatic alluvial groundwater","Aquifer in unconsolidated sediments:saturated",4.192,45.696,"EPSG: 4326",3868528.209271263,2526915.6333186585,"0.1 km","Francesco Cerasoli","Paran F., Malard F., Mathieu J., Lafont M., Galassi D.M.P., Marmonier P. (2005) Distribution of groundwater invertebrates along an environmental gradient in a shallow water-table aquifer. pp. 99-109 in Proceedings of the Symposium on World Subterranean Biodiversity, J. Gibert (ed.). University Lyon 1, Villeurbanne, France, 99-106",2005,"Literature: F. Stoch","NULL"
1163,"Harpacticoida","Canthocamptidae","Morariinae","Ceuthonectes","NULL","serbicus","NULL","Ceuthonectes serbicus","Chappuis, 1924","Ceuthonectes serbicus Chappuis, 1924","1924","France","Source Pr�s Marchamp - Hauteville","karstSaturated Zone","Karst:saturated",5.6,45.996,"EPSG: 4326",3979934.523061811,2552651.533096606,"0.1 km","Emma Galmarini","Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert (2004). Statistical analyses and identification of indicators. European Project 'PASCALIS' (EVK-CT-2001-00121), Report for WP7 - D8 Deliverable, 156 p.",2004,"Pascalis project Database: Region: Jura: France","F. Malard, M.-J. Dole-Olivier: Lyon: France"
2265,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","Tunnel de Drom amont, Drom commune, Ain department","karst: usaturated zone","Karst:saturated",5.37,46.203,"EPSG: 4326",3963504.4993730043,2576679.532521558,"0.1 km","Emma Galmarini","Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert (2004). Statistical analyses and identification of indicators. European Project 'PASCALIS' (EVK-CT-2001-00121), Report for WP7 - D8 Deliverable, 156 p.",2004,"Pascalis project Database: Region: Jura: France","F. Malard, M.-J. Dole-Olivier: Lyon: France"
2266,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","Gours within the 'Grotte du T.M. 71' natural reserve, Aude department","karstUnsaturated Zone","Karst:saturated",2.08,45.758,"EPSG: 4326",3705306.576713456,2548929.399730603,"1 km","Francesco Cerasoli","Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert (2004). Statistical analyses and identification of indicators. European Project 'PASCALIS' (EVK-CT-2001-00121), Report for WP7 - D8 Deliverable, 156 p.",2004,"Pascalis project Database: Region: Roussillon: France","L. Deharveng, N. Coineau, C. Boutin: Toulouse: France"
2267,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","'Bufo Fret' cave, Bugarach commune, Aude department","karstUnsaturated Zone","Karst:saturated",2.37,42.863,"EPSG: 4326",3696799.8255222104,2226833.6750307176,"0.1 km","Francesco Cerasoli","Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert (2004). Statistical analyses and identification of indicators. European Project 'PASCALIS' (EVK-CT-2001-00121), Report for WP7 - D8 Deliverable, 156 p.",2004,"Pascalis project Database: Region: Roussillon: France","L. Deharveng, N. Coineau, C. Boutin: Toulouse: France"
2001,"Harpacticoida","Parastenocarididae","Parastenocaridinae","Parastenocaris","NULL","psammica","NULL","Parastenocaris psammica","Songeur, 1961","Parastenocaris psammica Songeur, 1961","1961","France","Station 4 de la Sarre Blanche (3 km near Lafrimbolle), Lafrimbolle commune, Moselle Dept.","Hyporheic habitat","Aquifer in unconsolidated sediments:hyporeic",7.0184,48.603,"EPSG: 4326",4101088.6247857893,2836624.596268301,"0.1 km","Emma Galmarini","Songeur M. (1961) Un nouveau Copepode psammique de Lorraine. Vie Milieu, 12(3): 483-496",1961,"Literature: F. Stoch","NULL"
2269,"Cyclopoida","Cyclopidae","Cyclopinae","Speocyclops","NULL","sp.","NULL","Speocyclops sp.","NULL","NULL","NULL","France","'Grotte de la Caunha Sant (= Grotte des Mitounes)', Fourtou commune, Aude dept.","karst: unsaturated zone","Karst:saturated",2.445,42.908,"EPSG: 4326",3703380.2785027605,2231179.605442382,"0.1 km","Francesco Cerasoli","Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert (2004). Statistical analyses and identification of indicators. European Project 'PASCALIS' (EVK-CT-2001-00121), Report for WP7 - D8 Deliverable, 156 p.",2004,"Pascalis project Database: Region: Roussillon: France","L. Deharveng, N. Coineau, C. Boutin: Toulouse: France"
