CollCode;AssBy;VerbLoc;LocID;Lat;Long;LatLongP;Country;CountryCod;IdenVer;Phylum;Class;Order;Family;Genus;Species;TaxRank;TaxStat;OccID;BasRec;RefBy
World Asellidae Database;Florian Malard;PUITS DANS LA NAPPE ALLUVIALE DU RHONE STATION DE POMPAGE DE ARCINE;ARCINE;46.084932;5.885692;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|ARCINE_199106;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE L'ABREUVOIR N°12;ABREUCAV;46.36678;7.27727;0.001;SWITZERLAND;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|ABREUCAV_200701;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE DU RUISSEAU DE L AIGUE NOIRE;AIGUENOI;45.40394;5.7478;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|AIGUENOI_198800;Literature;MALARD F
World Asellidae Database;Florian Malard;PUITS DANS LA NAPPE ALLUVIALE DU RHONE STATION DE POMPAGE DE ARCINE;ARCINE;46.084932;5.885692;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|ARCINE_199700;Literature;MALARD F
World Asellidae Database;Florian Malard;GOUFFRE DE BARME FROIDE;BAFROIDE;45.985122;6.748675;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BAFROIDE_197300;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE LA BALME LA BALME LES GROTTES;BALME;45.85222;5.339167;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BALME_192600;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE BANGE;BANGECA;45.73809;6.10221;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BANGECA_196500;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE DE LA BECUA;BECUASP;45.70873;6.12601;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BECUASP_199800;Literature;MALARD F
World Asellidae Database;Florian Malard;GOUFFRE DE LA BENOITE;BENOITE;45.707619;6.042343;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BENOITE_199800;Literature;MALARD F
World Asellidae Database;Florian Malard;JEAN BERNARD SAMOENS;BERNARD;46.101967;6.779992;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BERNARD_198200;Literature;MALARD F
World Asellidae Database;Florian Malard;TANNE DES BIOLES;BIOLESTA;45.63789;6.04378;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BIOLESTA_199600;Literature;MALARD F
World Asellidae Database;Florian Malard;SOUS ECOULEMENT DE LA BOURNE LA BALME DE RENCURE;BOURNEHY;45.08859;5.46904;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BOURNEHY_197100;Literature;MALARD F
World Asellidae Database;Florian Malard;CANAL JAGOZ SOUTERRAIN ARTIFICIEL;CANJAGOZ;45.87976;5.64983;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|CANJAGOZ_197100;Literature;MALARD F
World Asellidae Database;Florian Malard;CREUX DE LA CAVALE LES DESERTS;CAVALE;45.66472;5.99;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|CAVALE_200600;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DU CERNOIS A;CERNOISA;46.29007;5.76936;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|CERNOISA_192900;Literature;MALARD F
World Asellidae Database;Florian Malard;SYSTEME KARSTIQUE LE CHÂTEAU;CHATEASP;45.76862;5.27616;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|CHATEASP_198900;Literature;MALARD F
World Asellidae Database;Florian Malard;GOUFFRE DU CHEVRIER (LEYSIN. CANTON DE VAUD);CHEVRIER;46.37166;7.02222;0.001;SWITZERLAND;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|CHEVRIER_197600;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE NOIRE SAINT CLAUDE SOURCE DU BIEF NOIR;CLAUDE;46.36417;5.877778;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|CLAUDE_193200;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE LA DORIA;DORIACA;45.60931;5.98135;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|DORIACA_196500;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE LA FONTAINE NOIRE DES ECHELLES;ECHELLES;45.44062;5.79118;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|ECHELLES_196600;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE L ERMOY;ERMOYCA;46.0983;6.75283;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|ERMOYCA_197400;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DES FEES;FEESCA;46.0135;6.1027;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|FEESCA_196700;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE RESURGENCE DE FONTAINE NOIRE;FONOIRCA;45.60807;6.0164;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|FONOIRCA_196500;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DES FOULES C SAINT CLAUDE;FOULESC;46.37667;5.895833;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|FOULESC_194900;Literature;MALARD F
World Asellidae Database;Florian Malard;SOUS ECOULEMENT DU FURON PRES D ENGINS;FURONENG;45.17406;5.61586;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|FURONENG_195100;Literature;MALARD F
World Asellidae Database;Florian Malard;TANNE GEORGES CHER;GEORGCHE;45.62182;6.06105;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|GEORGCHE_195500;Literature;MALARD F
World Asellidae Database;Florian Malard;GOUFFRE DU GRAND COR;GRCORCA;46.19474;7.0916;0.001;SWITZERLAND;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|GRCORCA_197600;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE LA DIAU;GRODIAU;45.958018;6.282801;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|GRODIAU_198300;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DU GUIERS VIF;GUIERSVI;45.390478;5.892737;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|GUIERSVI_195300;Literature;MALARD F
World Asellidae Database;Florian Malard;RESURGENCES DE HIERES SUR AMBY;HIERESSP;45.79042;5.29382;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|HIERESSP_198800;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DES HUGUENOTS INJOUX;HUGUENO;46.03111;5.7675;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|HUGUENO_197300;Literature;MALARD F
World Asellidae Database;Florian Malard;SOUS ECOULEMENT DU GUIERS VIF;HYGUIERS;45.39165;5.8911;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|HYGUIERS_197000;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE LA FONTAINE SAINT JOSEPH;JOSEPHGR;45.781122;5.285033;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|JOSEPHGR_195200;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DU JOURDY;JOURDYCA;46.14342;6.53378;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|JOURDYCA_197300;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE DE LA LAVANCHE;LAVANCHE;45.87316;5.72386;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|LAVANCHE_197100;Literature;MALARD F
World Asellidae Database;Florian Malard;RESURGENCE DES MYRTILLES;MYRTILLE;45.99377;6.75293;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|MYRTILLE_198600;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE DE L ORBE (VALLORBE CANTON DE VAUD);ORBESP;46.69805;6.34555;0.001;SWITZERLAND;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|ORBESP_194600;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE DE L ORBE (VALLORBE CANTON DE VAUD);ORBESP;46.69805;6.34555;0.001;SWITZERLAND;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|ORBESP_197600;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE L OURS;OURSCAVE;45.78759;6.1055;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|OURSCAVE_198700;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE DE LA PLAGNE;PLAGNESP;45.44324;5.90378;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|PLAGNESP_200500;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE PREOUX;PREOUXCA;46.0105;5.6686;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|PREOUXCA_197100;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE PREROUGE;PREROUGE;45.7243;6.09361;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|PREROUGE_198600;Literature;MALARD F
World Asellidae Database;Florian Malard;FONTAINE DE LA RAVE;RAVEFONT;45.66295;6.15916;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|RAVEFONT_199800;Literature;MALARD F
World Asellidae Database;Florian Malard;SOUS ECOULEMENT BIEF RAVINET AU NIVEAU DU PISSOIR;RAVINETH;45.91858;5.41066;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|RAVINETH_198800;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE SIXT FER A CHEVAL SIXT FER A CHEVAL;SCESIXT;46.056688;6.784246;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|SCESIXT_200700;Literature;MALARD F
World Asellidae Database;Florian Malard;GOUFFRE DE LA TOURNETTE 12;TOURNETT;45.82822;6.28649;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|TOURNETT_196900;Literature;MALARD F
World Asellidae Database;Florian Malard;GOUFFRE DE LA BENOITE;BENOITE;45.707619;6.042343;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BENOITE_000000;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE LA FONTAINE SAINT JOSEPH;JOSEPHGR;45.781122;5.285033;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|JOSEPHGR_000000;Literature;MALARD F
World Asellidae Database;Florian Malard;JEAN BERNARD SAMOENS;BERNARD;46.101967;6.779992;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BERNARD_200802;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE LA FALCONETTE LA BURBANCHE;FALCON;45.842149;5.54655;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|FALCON_200806;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;GROTTE GERMINAL;GERMINAL;45.79381;6.10811;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|GERMINAL_201612;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE LA DIAU;GRODIAU;45.958018;6.282801;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|GRODIAU_201501;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;SOURCE DU LANDERON;LANDERON;46.176242;5.586349;0.010;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|LANDERON_201704;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;GOUFFRE DE LONGIROD;LONGIROD;46.529743;6.23074;0.001;SWITZERLAND;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|LONGIROD_201406;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;SOURCE DE LA GROTTE JEAN;JEANSP;45.93475;5.7564;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_SP|JEANSP_197104;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE LAPIAZ SUD EST REFUGE ALFRED WILLS;ALFREDWI;46.00078;6.78646;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|ALFREDWI_200406;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE SUR LA PENTE NORD OUEST LAC D ANTERNE 2;ANTERNSP;45.99638;6.80877;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|ANTERNSP_200406;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE DE BARME FROIDE BAS;BARMEBAS;45.98516;6.75053;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BARMEBAS_200406;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE DE BARME FROIDE HAUT;BARMEHAU;45.9852;6.74926;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BARMEHAU_200406;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE DE BARME FROIDE SUD;BARMESUD;45.98405;6.74929;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BARMESUD_200406;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE DU CHALETS DES FONTS;CHALFONT;46.02142;6.81223;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|CHALFONT_200405;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE LAPIAZ OUEST CHAPELLE DE SALES;CHAPSALO;45.99349;6.75094;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|CHAPSALO_200406;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE DECHARGEUX HAUT;DECHAHAU;46.03008;6.75278;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|DECHAHAU_200405;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE PONT DE L EAU ROUGE;EAUROUSP;46.07512;6.82613;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|EAUROUSP_200405;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE FALAISE AMONT RESURGENCES DE SALES;FALSALES;45.99566;6.75092;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|FALSALES_200406;Literature;MALARD F
World Asellidae Database;Florian Malard;FARDELAY E SIXT FER A CHEVAL;FARDELE;46.02472;6.773333;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|FARDELE_200406;Literature;MALARD F
World Asellidae Database;Florian Malard;FARDELAY W SIXT FER A CHEVAL;FARDELW;46.024737;6.773201;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|FARDELW_200405;Literature;MALARD F
World Asellidae Database;Florian Malard;FONTANY SIXT FER A CHEVAL;FONTAGNY;46.07111;6.804722;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|FONTAGNY_200405;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE GOUILLE VERTE;GOUILLEV;46.10536;6.85624;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|GOUILLEV_200405;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE LE GRAND PRE BARRE ROCHEUSE EST SUD;GRANDPRE;45.97804;6.75701;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|GRANDPRE_200406;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE DU CENTRE EQUESTRE PLAN DES LACS;PLANDELA;46.08098;6.84193;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|PLANDELA_200405;Literature;MALARD F
World Asellidae Database;Florian Malard;CASCADE DE LA PLEUREUSE SIXT FER A CHEVAL;PLEUREUS;46.01222;6.758611;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|PLEUREUS_200405;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE PRAIRIE OUEST RESURGENCES DE SALES;PRASALES;45.99781;6.7482;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|PRASALES_200406;Literature;MALARD F
World Asellidae Database;Florian Malard;RESURGENCE DE SALLES SIXT FER A CHEVAL;SALLES;46.00139;6.753889;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|SALLES_200406;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE DE LA CASCADE DE LA SAUFFAZ BAS;SAUFFBAS;46.01341;6.76042;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|SAUFFBAS_200405;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE DE LA CASCADE DE LA SAUFFAZ HAUT;SAUFFHAU;46.0117;6.75972;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|SAUFFHAU_200405;Literature;MALARD F
World Asellidae Database;Florian Malard;JEAN BERNARD SAMOENS;BERNARD;46.101967;6.779992;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BERNARD_200807;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;SOURCE DE LA DOUVERAINE LA PESSE;DOUVERA;46.31778;5.833889;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|DOUVERA_200908;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;SOURCE DU BIEF CHAUD;BIEFCHAU;46.494583;5.943018;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BIEFCHAU_201005;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;GROTTE DES CUVES SASSENAGE;CUVES;45.20861;5.658611;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|CUVES_000000;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;GROTTE DE LA FONTAINE SAINT JOSEPH;JOSEPHGR;45.781122;5.285033;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|JOSEPHGR_201607;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;GOUFFRE DE BARME FROIDE;BAFROIDE;45.985122;6.748675;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|BAFROIDE_200206;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;GROTTE DU GUIERS VIF;GUIERSVI;45.390478;5.892737;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|GUIERSVI_200211;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;SOURCE CAPTEE SAINT-AMAND-CHARIX;AMCHARIX;46.20006765;5.68839522;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|AMCHARIX_200303;Literature;MALARD F
World Asellidae Database;Florian Malard;CHALEY HYPORHEIQUE RIVIERE ALBARINE;CHALEYHY;45.95157493;5.53115574;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|CHALEYHY_200205;Literature;MALARD F
World Asellidae Database;Florian Malard;SOURCE CHALEYRIAT - LANTENAY;CHALEYRI;46.04462386;5.55120058;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|CHALEYRI_200303;Literature;MALARD F
World Asellidae Database;Florian Malard;GRAVIERE NORD - IZERNORE;IZERNORE;46.22866407;5.55193011;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|IZERNORE_200210;Literature;MALARD F
World Asellidae Database;Florian Malard;JLR2 MARTIGNAT;JLR2;46.21556;5.611944;0.001;FRANCE;;Proasellus valdensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;valdensis;Species;accepted;PROASELLUS_VALDENSIS|JLR2_200210;Literature;MALARD F
