code	year	verbatim	authors	journal	title
Garcia_Vazquez_et_al_2023_Nauplius_31_e2023012	2023	Garcia-Vazquez L., Campos E., Rodríguez-Almaraz G.A. 2023. A new and rare epigean asellid from western Mexico Caecidotea contrerasbalderasi sp. nov. (Isopoda: Asellidae) with a new suture pattern in pleopod IV for the Mexican epigean species. Nauplius, 31, e2023012.	Garcia-Vazquez L., Campos E., Rodríguez-Almaraz G.A.	Nauplius, 31, e	A new and rare epigean asellid from western Mexico Caecidotea contrerasbalderasi sp. nov. (Isopoda: Asellidae) with a new suture pattern in pleopod IV for the Mexican epigean species
Garcia_Vazquez_et_al_2021_Zootaxa_4695_1_45_77	2021	Garcia_Vazquez L., Pedraza-Lara C., Rodriguez-Almaraz G. 2021. Six new epigean species of Caecidotea (Isopoda: Asellidae) distributed along the Trans-Mexican Volcanic Belt in Central Mexico. Zootaxa 4965(1), 45-77.	Garcia_Vazquez L., Pedraza-Lara C., Rodriguez-Almaraz G.	Zootaxa	Six new epigean species of Caecidotea (Isopoda: Asellidae) distributed along the Trans-Mexican Volcanic Belt in Central Mexico
Lukic_et_al_2023_Diversity_15_726	2023	Lukic M., Fiser C., Delic T., Bilandzija H., Pavlek M., Komericki A., Drazina T., Jalzic B., Ozimec R., Slapnik R., Bedek J. 2023. Subterranean fauna of the Lukina Jama–Trojama Cave system in Croatia: the deepest cave in the Dinaric Karst. Diversity 15, 726.	Lukic M., Fiser C., Delic T., Bilandzija H., Pavlek M., Komericki A., Drazina T., Jalzic B., Ozimec R., Slapnik R., Bedek J.	Diversity	Subterranean fauna of the Lukina Jama–Trojama Cave system in Croatia: the deepest cave in the Dinaric Karst
Boulal_2017_Bull_Soc_Hist_Nat_Toulouse_153_24_41	2017	Boulal M., Boulanouar M., Ghamizi M. Boutin C. 2017. Qualite de l eau et faune aquatique des puits dans la région de Tiznit (Anti-Atlas occidental, Maroc). Bulletin de la Societe d Histoire Naturelle de Toulouse 153, 25-41.	Boulal M., Boulanouar M., Ghamizi M. Boutin C.	Bulletin de la Societe d Histoire Naturelle de Toulouse	Qualite de l eau et faune aquatique des puits dans la région de Tiznit (Anti-Atlas occidental, Maroc)
Dollfus_1892_Rev_Biol_N_Fr_4_121_135	1892	Dollfus A. 1892. Note sur les isopodes terrestres et fluviatiles de Syrie. Revue Biologique du Nord de la France, 4, 121-135.	Dollfus A.	Revue Biologique du Nord de la France	Note sur les isopodes terrestres et fluviatiles de Syrie
Raupach_et_al_2022_ZooKeys_1082_103_125	2022	Raupach M.J., Rulik B., Spelda J. 2022. Surprisingly high genetic divergence of the mitochondrial DNA barcode fragment (COI) within Central European woodlice species (Crustacea, Isopoda, Oniscidea). ZooKeys 1082, 103-125.	Raupach M.J., Rulik B., Spelda J.	ZooKeys	Surprisingly high genetic divergence of the mitochondrial DNA barcode fragment (COI) within Central European woodlice species (Crustacea, Isopoda, Oniscidea)
Kemp_et_al_2020_fauna_norvegica_40_93_108	2020	Kemp J.L., Ballot, A., Nilssen J.P., Spikkeland I., Eriksen T.E. 2020. Distribution, identification and range expan­sion of the common Asellidae in Northern Europe, featuring the first record of Proasellus meridianus in the Nordic countries. Fauna norvegica, 40, 93-108.	Kemp J.L., Ballot, A., Nilssen J.P., Spikkeland I., Eriksen T.E.	Fauna norvegica	Distribution, identification and range expan­sion of the common Asellidae in Northern Europe, featuring the first record of Proasellus meridianus in the Nordic countries
Pountougnigni_et_al_2021_Subt_Biology_40_175_194	2021	Pountougnigni O.F., Piscart C., Sob N.P.B., Zebaze Togouet S.H. 2021. Distribution of Stenasellidae in Africa and description of a new species of Metastenasellus from Cameroonian groundwaters. Subterranean Biology, 40, 175-194.	Pountougnigni O.F., Piscart C., Sob N.P.B., Zebaze Togouet S.H.	Subterranean Biology	Distribution of Stenasellidae in Africa and description of a new species of Metastenasellus from Cameroonian groundwaters
Zigler_Cooper_2011 Speleobiology_Notes_3_1_3	2011	Zigler K.S., Cooper G.M. 2011. Brood size of the stygobiotic asellid isopod Caecidotea bicrenata bicrenata from Franklin County, Tennessee, USA. Speleobiology Notes, 3,1-3.	Zigler K.S., Cooper G.M.	Speleobiology Notes	Brood size of the stygobiotic asellid isopod Caecidotea bicrenata bicrenata from Franklin County, Tennessee, USA
Williams_1970_Smithsonian_Contrib_Zool_39_80	1970	Williams W.D. 1970. A revision of North American epigean species of Asellus (Crustacea, Isopoda). Smithsonian Contributions ot Zoology, 49, 80 pp., Washington DC.	Williams W.D.	, Washington DC	A revision of North American epigean species of Asellus (Crustacea, Isopoda). Smithsonian Contributions ot Zoology, 49, 80 pp..
Verovnik_et_al_2009_Zool_Anz_248_2_101_118	2009	Verovnik R., Prevorcnik S., Jugovic J. 2009. Description of a neotype for Asellus aquaticus Linné, 1758 (Crustacea: Isopoda: Asellidae), with description of a new subterranean Asellus species from Europe. Zoologischer Anzeiger, 248(2), 101-118.	Verovnik R., Prevorcnik S., Jugovic J.	Zoologischer Anzeiger	Description of a neotype for Asellus aquaticus Linné, 1758 (Crustacea: Isopoda: Asellidae), with description of a new subterranean Asellus species from Europe
Steel_1961_Proc_Zool_Soc_London_137_71_87	1961	Steel E.A. 1961. Some observations on the life history of Asellus aquaticus (L,) and Asellus meridianus Racovitza (Crustacea: Isopoda). Proc. Zool. Soc. London, 137, 71-87.	Steel E.A.	London	Some observations on the life history of Asellus aquaticus (L,) and Asellus meridianus Racovitza (Crustacea: Isopoda). Proc. Zool. Soc
Seidenberg_1970_WRC_Res_Rep_27_80	1970	Seidenberg A.J. 1970. Studies on the population dynamics and physiological ecology of four species of fresh-water isopods. WRC Research Report 27, Water Resources Center, Illinois, USA.	Seidenberg A.J.	WRC Research Report 27, Water Resources Center, Illinois, USA	Studies on the population dynamics and physiological ecology of four species of fresh-water isopods
Markus_1930_Trans_Am_Micros_Soc_49_220_237	1930	Markus H.C. 1930. Studies on the morphology and life history of the isopod, Mancasellus macrourus. Trans. Am. Micros. Soc., 49, 220-237.	Markus H.C.	Soc	Studies on the morphology and life history of the isopod, Mancasellus macrourus. Trans. Am. Micros.
Magniez_1981_Int_Cong_Speleol_1_241_242	1981	Magniez G. 1981. Experimental breeding of the U.S. cavernicolous Crustacean Caecidotea recurvata (Steeves, 1963). In: Proceedings of the 8th lnternational Congress of Speleology, Beck B.F. (ed.), Bowling Green, Kentucky, 18-24 July 1981, Vol. 1, 241-242.	Magniez G.	), Bowling Green, Kentucky, 18-24 July 1981, Vol	Experimental breeding of the U.S. cavernicolous Crustacean Caecidotea recurvata (Steeves, 1963). In: Proceedings of the 8th lnternational Congress of Speleology, Beck B.F. (ed.
Henry_Magniez_1992_Bijdragen_tot_de_Dierkunde_62_1_37_54	1992	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Henry J.-P., Magniez G.	Bijdragen tot de Dierkunde	Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes
Henry_Magniez_1995_Contributions_Zool_65_2_101_122	1995	Henry J.-P., Magniez G. 1995. Nouvelles donnees sur les Asellidae epiges d Extrême-Orient (Crustacea, Isopoda, Asellota). Contributions to Zoolohy, 65(2), 101-122	Henry J.-P., Magniez G.	Contributions to Zoolohy	Nouvelles donnees sur les Asellidae epiges d Extrême-Orient (Crustacea, Isopoda, Asellota)
Galhano_Eiras_1973_Pub_Inst_Zool_Augusto_Nobre_120_9_19	1973	Galhano H., Eiras J. 1973. Nouvelles donnees sur les Asellides (Crustacea, Isopoda) du Portugal. Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 120, 9-19.	Galhano H., Eiras J.	Augusto Nobre	Nouvelles donnees sur les Asellides (Crustacea, Isopoda) du Portugal. Publicacoes do Instituto de Zoologia Dr
Flasarova_1977_Vestnik_Ceskoslovenske_Spolecnosti_Zoologicke_41_3_165_175	1977	Flasarova M. 1977. Proasellus pribenecensis (Isopoda, Asellota) in der Suedostslowakei. Vestnik Ceskoslovenske Spolecnosti Zoologicke, 41(3), 165-175.	Flasarova M.	Vestnik Ceskoslovenske Spolecnosti Zoologicke	Proasellus pribenecensis (Isopoda, Asellota) in der Suedostslowakei
Ellis_1961_Trans_Am_ Microscop_Soc_80_1_80_102	1961	Ellis R.J. 1961. A life history study of Asellus intermedius Forbes. Transactions of the American Microscopical Society, 80(1), 80-102.	Ellis R.J.	Transactions of the American Microscopical Society	A life history study of Asellus intermedius Forbes
Deelemann_Reinhold_1965_Zool_Mededelingen_40_20_151_170	1965	Deeleman-Reinhold C.L. 1965. Contribution à la connaissance du genre Asellus en Yougoslavie et en Turquie. Zoologische Mededelingen, 40(20), 151-170.	Deeleman-Reinhold C.L.	Zoologische Mededelingen	Contribution à la connaissance du genre Asellus en Yougoslavie et en Turquie
Afonso_1982_Pub_Inst_Zool_Augusto_Nobre_163_5_19	1982	Afonso O. 1982. Description d une nouvelle espece de Proasellus (Crust. Isopoda) du Portugal et des considerations sur la phylogenie de son genre. Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 163, 5-19.	Afonso O.	Augusto Nobre	Description d une nouvelle espece de Proasellus (Crust. Isopoda) du Portugal et des considerations sur la phylogenie de son genre. Publicacoes do Instituto de Zoologia Dr
Verovnik_et_al_2005_Mol_Ecol_14_14_4355_4369	2005	Verovnik R., Sket B., Trontelj P. 2005. The colonization of Europe by the freshwater crustacean Asellus aquaticus (Crustacea: Isopoda) proceeded from ancient refugia and was directed by habitat connectivity. Molecular Ecology, 14 (14),4355-4369.	Verovnik R., Sket B., Trontelj P.	Molecular Ecology	The colonization of Europe by the freshwater crustacean Asellus aquaticus (Crustacea: Isopoda) proceeded from ancient refugia and was directed by habitat connectivity
Morvan_et_al_2013_Syst_Biol_62_4_512_522	2013	Morvan C., Malard F., Paradis E., Lefébure T., Konecny-Dupré L ., Douady C.J. 2013. Timetree of Aselloidea reveals species diversification dynamics in groundwater. Systematic Biology, 62(4), 512-522.	Morvan C., Malard F., Paradis E., Lefébure T., Konecny-Dupré L ., Douady C.J.	Systematic Biology	Timetree of Aselloidea reveals species diversification dynamics in groundwater
Verovnik_et_al_2004_Mol_Ecol_13_6_1519_1532	2004	Verovnik R., Sket B., Trontelj P. 2004. Phylogeography of subterranean and surface populations of water lice Asellus aquaticus (Crustacea: Isopoda). Molecular Ecology, 13(6), 1519-1532.	Verovnik R., Sket B., Trontelj P.	Molecular Ecology	Phylogeography of subterranean and surface populations of water lice Asellus aquaticus (Crustacea: Isopoda)
Baloglu_et_al_2021_ Methods_Ecol_Evol_12_794_804	2021	Baloglu, B, Chen, Z, Elbrecht, V, Braukmann, T, MacDonald, S, Steinke, D. 2021. A workflow for accurate metabarcoding using nanopore MinION sequencing. Methods in Ecology and Evolution 12, 794- 804.	Baloglu, B, Chen, Z, Elbrecht, V, Braukmann, T, MacDonald, S, Steinke, D.	Methods in Ecology and Evolution	A workflow for accurate metabarcoding using nanopore MinION sequencing
DeWaard_et_al_2019_Sci_Data_6_308	2019	deWaard J.R., Ratnasingham S., Zakharov E.V. et al. 2019. A reference library for Canadian invertebrates with 1.5 million barcodes, voucher specimens, and DNA samples. Scientific Data 6, 308.	deWaard J.R., Ratnasingham S., Zakharov E.V. et al.	Scientific Data	A reference library for Canadian invertebrates with 1.5 million barcodes, voucher specimens, and DNA samples
Sworobowicz_et_al_2020_Fresh_ Biol_65_1028_1046	2020	Sworobowicz L., Mamos T., Grabowski M., Wysocka A. 2020. Lasting through the ice age: The role of the proglacial refugia in the maintenance of genetic diversity, population growth, and high dispersal rate in a widespread freshwater crustacean. Freshwater Biology 65, 1028-1046.	Sworobowicz L., Mamos T., Grabowski M., Wysocka A.	Freshwater Biology	Lasting through the ice age: The role of the proglacial refugia in the maintenance of genetic diversity, population growth, and high dispersal rate in a widespread freshwater crustacean
Perez_Moreno_et_al_2017_BMC_Evol_Biol_17_247	2017	Perez-Moreno J.L., Balazs G., Wikins B., Herczeg G., Bracken-Grissom H.D. 2017. The role of isolation on contrasting phylogeographic patterns in two cave crustaceans. BMC Evolutionary Biology 17, 247.	Perez-Moreno J.L., Balazs G., Wikins B., Herczeg G., Bracken-Grissom H.D.	BMC Evolutionary Biology	The role of isolation on contrasting phylogeographic patterns in two cave crustaceans
Machler_et_al_2018_Plos_One_13_4	2018	Machler E., Osathanunkul M., Altermatt F. 2018. Shedding light on eDNA: neither natural levels of UV radiation nor the presence of a filter feeder affect eDNA-based detection of aquatic organisms. PLoS ONE 13(4), e0195529.	Machler E., Osathanunkul M., Altermatt F.	PLoS ONE 13(4), e	Shedding light on eDNA: neither natural levels of UV radiation nor the presence of a filter feeder affect eDNA-based detection of aquatic organisms
Corse_et_al_2017_Mol_Ecol_Resour_17_e146_e159	2017	Corse E., Meglecz E., Archambaud G., Ardisson M., Martin J.-F., Tougard C., Chappaz R., Dubut V. 2017.  A from-benchtop-to-desktop workflow for validating HTS data and for taxonomic identification in diet metabarcoding studies. Molecular Ecology Resources 17:e146–e159.	Corse E., Meglecz E., Archambaud G., Ardisson M., Martin J.-F., Tougard C., Chappaz R., Dubut V.	Molecular Ecology Resources 17:e146–e	A from-benchtop-to-desktop workflow for validating HTS data and for taxonomic identification in diet metabarcoding studies
Bakovic_et_al_2021_Mol_Ecol_30_3530_3547	2021	Bakovic V., Cerezo M.L.M., Hoglund A., Fogelholm J., Henriksen R., Hargeby A., Wright D. 2021. The genomics of phenotypically differentiated Asellus aquaticus cave, surface stream and lake ecotypes. Molecular Ecology 30, 3530–3547.	Bakovic V., Cerezo M.L.M., Hoglund A., Fogelholm J., Henriksen R., Hargeby A., Wright D.	Molecular Ecology	The genomics of phenotypically differentiated Asellus aquaticus cave, surface stream and lake ecotypes.  30, 3530–
Malek_Hosseini_et_al_2022_Sub_Biol_42_97_124	2022	Malek-Hosseini M.J., Jugovic J., Fatemi Y., Kuntner M., Kostanjsek R., Douady C.J., Malard F. 2022. A new obligate groundwater species of Asellus (Isopoda, Asellidae) from Iran. Subterranean Biology 42, 97–124.	Malek-Hosseini M.J., Jugovic J., Fatemi Y., Kuntner M., Kostanjsek R., Douady C.J., Malard F.	Subterranean Biology	A new obligate groundwater species of Asellus (Isopoda, Asellidae) from Iran.  42, 97–
Protas_Jeffery_2012_Interdiscip_Rev_Dev_Biol_1_6_823_845	2012	Protas M., Jeffery W.R. 2012. Evolution and development in cave animals: from fish to crustaceans. Wiley Interdiscip. Rev. Dev. Biol. 1(6), 823-845. https://doi:10.1002/wdev.61.	Protas M., Jeffery W.R.	1002/wdev	Evolution and development in cave animals: from fish to crustaceans. Wiley Interdiscip. Rev. Dev. Biol. 1(6), 823-845. https://doi:10.
Fong_et_al_2021_Cons_Genetics_22_661_667	2021	Fong D.W., Orndorff W., Carlini D.B. 2021. Species status evaluation of Lirceus usdagalan, L. culveri, and L. hargeri populations (Isopoda; Asellidae) based on a large scale next-generation sequence data set. Conservation Genetics 22, 661-667. https://doi.org/10.1007/s10592-021-01387-6	Fong D.W., Orndorff W., Carlini D.B.	1007/s	Species status evaluation of Lirceus usdagalan, L. culveri, and L. hargeri populations (Isopoda; Asellidae) based on a large scale next-generation sequence data set. Conservation Genetics 22, 661-667. https://doi.org/10
Lewis_et_al_2020_J_Cave_Karst_Stud_83_2_78_87	2020	Lewis S.L., Lewis J.L., Orndorff W. 2020. Caecidotea burkensis, new species, a unique subterranean isopod from Burke’s Garden, with a synthesis of the biogeography and evolution of southwestern Virginia asellids. Journal of Cave and Karst Studies, 83(2),78-87. DOI:10.4311/2020LSC0126	Lewis S.L., Lewis J.L., Orndorff W.	4311/2020LSC	Caecidotea burkensis, new species, a unique subterranean isopod from Burke’s Garden, with a synthesis of the biogeography and evolution of southwestern Virginia asellids. Journal of Cave and Karst Studies, 83(2),78-87. DOI:10
Togouet_et_al_2013_Bull_Soc_Hist_Nat_Toulouse_149_153_166	2013	Togouet S.H.Z., Boulanouar M., Njine T., Boutin C. 2013. First discoveryof a Stenasellidae (Crustacea, Isopoda, Aselloidea) in the ground waters of Cameroon (Central Africa): description, origin and palaeogeographic implications of Metastenasellus camerounensis n. sp. Bull. Soc. Hist. Nat. Toulouse, 149, 153-166.	Togouet S.H.Z., Boulanouar M., Njine T., Boutin C.	Toulouse	First discoveryof a Stenasellidae (Crustacea, Isopoda, Aselloidea) in the ground waters of Cameroon (Central Africa): description, origin and palaeogeographic implications of Metastenasellus camerounensis n. sp. Bull. Soc. Hist. Nat
Sworobowicz_et_al_2015_Freshwat_Biol_60_1824_1840	2015	Sworobowicz L., Grabowski M., Mamos T., Burzynski A., Kilikowska A., Sell J., Wysocka A. 2015. Revisiting the phylogeography of Asellus aquaticus in Europe: insights into cryptic diversity and spatiotemporal diversification. Freshwater Biology, 60, 1824-1840.	Sworobowicz L., Grabowski M., Mamos T., Burzynski A., Kilikowska A., Sell J., Wysocka A.	Freshwater Biology	Revisiting the phylogeography of Asellus aquaticus in Europe: insights into cryptic diversity and spatiotemporal diversification
Coleman_Zigler_2015 Speleobiology_Notes_7_10_13	2015	Coleman W.T., Ziglger K.S. 2015. The rediscovery of Caecidotea nickajackensis in Tennessee and Alabama. Speleobiology Notes, 7, 10-13.	Coleman W.T., Ziglger K.S.	Speleobiology Notes	The rediscovery of Caecidotea nickajackensis in Tennessee and Alabama
Cope_Packard_1881_Am_Nat_15_11_877_882	1881	Cope E.D., Packard A.S. 1881, The fauna of Nickajack Cave: American Naturalist,15(11), 877-882.	Cope E.D., Packard A.S.	1881, The fauna of Nickajack Cave: American Naturalist	, The fauna of Nickajack Cave: American Naturalist
Lopez_2020_Zootaxa_4861_2_257_269	2020	Lopez E. 2020. A new species of Bragasellus (Isopoda, Asellidae) from NW Spain, with a key to the known species of the genus. Zootaxa, 4861(2), 257-269.	Lopez E.	Zootaxa	A new species of Bragasellus (Isopoda, Asellidae) from NW Spain, with a key to the known species of the genus
Castello_et_al_2020_Med_Mar_Sci_21_2_308_339	2020	Castello J., Bitar G., Zibrovius H. 2020. Isopoda (crustacea) from the Levantine sea with comments on the biogeography of mediterranean isopods. Mediterranean Marine Science, 21(2), 308-339.	Castello J., Bitar G., Zibrovius H.	Mediterranean Marine Science	Isopoda (crustacea) from the Levantine sea with comments on the biogeography of mediterranean isopods
Strouhal_1966_SB_Österr_Ak_Math_naturw_Kl_1_175_257_315	1966	Strouhal H. 1966. Ein weiterer Beitrag zur Subwasser und Landasselfauna Korfus. Mit einem Anhang: Eine neue Asellus coxalis Subspezies von Zante. Sitzungsberichten der Osterr. Akademie der Wissenschaften Mathem. Naturw. Kl, Abt. 1, 175(9-10), 257-315.	Strouhal H.	Kl, Abt	Ein weiterer Beitrag zur Subwasser und Landasselfauna Korfus. Mit einem Anhang: Eine neue Asellus coxalis Subspezies von Zante. Sitzungsberichten der Osterr. Akademie der Wissenschaften Mathem. Naturw.
Stoch_1984_Gortania_Atti_Museo_Friul_Storia_Nat_6_213_220	1984	Stoch F. 1984. Sulla presenza di Proasellus slavus Remy, 1948 (Crustacea, Isopoda) in territorio Italiano (Contributo alla conoscenza degli isopodi V). Gortania Atti del Museo Friulano di Storia Naturale, 6, 213-220.	Stoch F.	Gortania Atti del Museo Friulano di Storia Naturale	Sulla presenza di Proasellus slavus Remy, 1948 (Crustacea, Isopoda) in territorio Italiano (Contributo alla conoscenza degli isopodi V)
Stoch_1984_Atti_Mem_Comm_Gr_Boegan_23_69_73	1984	Stoch F. 1984. Su Asellus aquaticus cavernicolus Rac. 1925 (Crustacea, Isopoda) nella grotta di Trebiciano, 17 VG (Carso Triestino). Atti e Memorie della Comm. Grotte E. Boegan, 23, 69-73.	Stoch F.	Boegan	Su Asellus aquaticus cavernicolus Rac. 1925 (Crustacea, Isopoda) nella grotta di Trebiciano, 17 VG (Carso Triestino). Atti e Memorie della Comm. Grotte E
Steeves_Seidenberg_1971_Am_Midl_Nat_85_1_231_234	1971	Steeves H.R., Seidenberg A.J. 1971. A new species of troglobitic asellid from Illinois. The American Midland Naturalist, 85(1), 231-234.	Steeves H.R., Seidenberg A.J.	The American Midland Naturalist	A new species of troglobitic asellid from Illinois
Steeves_1964_Am_Midl_Nat_71_2_445_451	1964	Steeves H.R. 1964. The troglobitic asellids of the United States: the Hobbsi group. The American Midland Naturalist, 71(2), 445-451.	Steeves H.R.	The American Midland Naturalist	The troglobitic asellids of the United States: the Hobbsi group
Stankovic_1960_Ohrid_Lake	1960	Stankovic S. 1960. The Balkan lake Ohrid and its living world. W. Junk, Den Haag, pp. 196-197 and 265-269.	Stankovic S.	196-197 and	The Balkan lake Ohrid and its living world. W. Junk, Den Haag, pp
Stammer_1932_Zool_Anz_99_5_6_113_131	1932	Stammer H.J. 1932. Zur Kenntnis der Verbreitung und Systematik der Gattung Asellus insbesondere der mitteleuropaischen Arten (Isopoda). Zoologischer Anzeiger, 99(5-6), 113-131.	Stammer H.J.	Zoologischer Anzeiger	Zur Kenntnis der Verbreitung und Systematik der Gattung Asellus insbesondere der mitteleuropaischen Arten (Isopoda)
Stafford_1911_Pomona_J_Entomol_3_572_575	1911	Stafford B.E. 1911. A new subterranean freshwater isopod. Pomona Journal of Entomology, 3, 572-575.	Stafford B.E.	Pomona Journal of Entomology	A new subterranean freshwater isopod
Sket_1990_Int_J_Speleol_19_39_50	1990	Sket B. 1990. Isopoda (Crustacea: Isopoda: Microcharon, Jaera, Proasellus) and other fauna in hypogean waters of southern Cyprus. International Journal of Speleology, 9, 39-50.	Sket B.	International Journal of Speleology	Isopoda (Crustacea: Isopoda: Microcharon, Jaera, Proasellus) and other fauna in hypogean waters of southern Cyprus
Sket_1959_Bull_sci_Beograd_IV_4_105	1959	Sket B. 1959. Einige Neue Formen der Malacostraca aus Jugoslawien II. Bulletin Scientifique de Beograd, IV(4), 105.	Sket B.	Bulletin Scientifique de Beograd, IV	Einige Neue Formen der Malacostraca aus Jugoslawien II
Sket_1957_Bull_Sci_Beograd_III_3_70_71	1957	Sket B. 1957. Einige neue formen der Malacostraca (Crust.) aus Jugoslawien. Bulletin Scientifique de Beograd, III(3), 70-71.	Sket B.	Bulletin Scientifique de Beograd, III	Einige neue formen der Malacostraca (Crust.) aus Jugoslawien
Shen_1936_Bull_Fan_Memorial_Inst_Biol_7_1_31	1936	Shen C.-J. 1936. The fresh-water isopods of Peiping. Bulletin of the Fan Memorial Institute of Biology, 7, 1-31.	Shen C.-J.	Bulletin of the Fan Memorial Institute of Biology	The fresh-water isopods of Peiping
Semenkevich_1924_Russ_Hydrobiol_Zeitschrift_3_8_13	1924	Semenkevich J.N. 1924. Uber die Wasserasseln des Baikalsees. Russische Hydrobiologie Zeitschrift, 3, 8-13.	Semenkevich J.N.	Russische Hydrobiologie Zeitschrift	Uber die Wasserasseln des Baikalsees
Schneider_1887_Sitz_Kon_Preus_Akad_Wiss_Berlin_14_723_742	1887	Schneider R. 1887. Ein bleicher Asellus in den Gruben von Freiberg im Erzgebirge (Asellus aquaticus var. Fribergensis). Sitzung der Koniglich Preussischen Akademie der Wissenschaften Berlin, 14, 723-742.	Schneider R.	Sitzung der Koniglich Preussischen Akademie der Wissenschaften Berlin	Ein bleicher Asellus in den Gruben von Freiberg im Erzgebirge (Asellus aquaticus var. Fribergensis)
Say_1818_J_Acad_Nat_Sci_Philadelphia_1_423_458	1818	Say T. 1818. An account of the Crustacea of the United States, part 7. Journal of the Academy of Natural Sciences of Philadelphia, 1, 423-458.	Say T.	Journal of the Academy of Natural Sciences of Philadelphia	An account of the Crustacea of the United States, part 7
Richardson_1905_Bull_US_Nat_Mus_54_1_794	1905	Richardson H. 1905. Isopods of North America. Bulletin of the United States National Museum, 54, 1-794.	Richardson H.	Bulletin of the United States National Museum	Isopods of North America
Richardson_1900_Amer_Nat_34_207_230	1900	Richardson H. 1900. Synopses of North American invertebrates. VIII. The Isopoda. Part I. Chelifera, Flabellifera, Valvifera. The American Naturalist, 34, 207-230.	Richardson H.	The American Naturalist	Synopses of North American invertebrates. VIII. The Isopoda. Part I. Chelifera, Flabellifera, Valvifera
Richardson_1900_Am_Nat_34_397_408	1900	Richardson H. 1900. Synopses of North American invertebrates. VIII. The Isopoda II. Asellota Oniscoidea Epicaridea. The American Naturalist, 34, 397-408.	Richardson H.	The American Naturalist	Synopses of North American invertebrates. VIII. The Isopoda II. Asellota Oniscoidea Epicaridea
Remy_1934_Arch_Zool_exper_gen_Fr_NR_76_2_39_50	1934	Remy P. 1934. Un aselle nouveau du Sandjak de Novi-Pazar : Asellus (Proasellus) karamani n. sp. Archives de Zoologie Experimentale et Generale, Notes et Revues, 76(2), 39-50.	Remy P.	Archives de Zoologie Experimentale et Generale, Notes et Revues	Un aselle nouveau du Sandjak de Novi-Pazar : Asellus (Proasellus) karamani n. sp
Rafinesque_1820_Annals_Nature_North_America_16pp	1820	Rafinesque C.S. 1820. Annals of Nature or Annual Synopsis of New Genera and Species of Animals, Plants and c. Discovered in North America. Thomas Smith, Lexington, 16 pp.	Rafinesque C.S.	Thomas Smith, Lexington	Annals of Nature or Annual Synopsis of New Genera and Species of Animals, Plants and c. Discovered in North America. , 16 pp.
Racovitza_1950_Arch_Zool_Exp_Gen_87_3_164_176	1950	Racovitza E.G. 1950. Campagne speologique de C. Bolivar et R. Jeannel dans l Amerique du Nord (1928). 12. Asellus stygius. Archives de Zoologie Experimentale et Generale, 87(3), 164-176, (Biospeologica No. 71).	Racovitza E.G.	Archives de Zoologie Experimentale et Generale, 87(3), 164-176, (Biospeologica No	Campagne speologique de C. Bolivar et R. Jeannel dans l Amerique du Nord (1928). 12. Asellus stygius.
Racovitza_1925_Arch_Zool_Exp_Gen_63_533_622	1925	Racovitza E.G. 1925. Notes sur les isopodes. 13. Morphologie et phylogenie des antennes II. Archives de Zoologie Experimentale et Generale, 63, 533-622.	Racovitza E.G.	Archives de Zoologie Experimentale et Generale	Notes sur les isopodes. 13. Morphologie et phylogenie des antennes II
Racovitza_1920_Arch_Zool_Exper_Gen_59_28_66	1920	Racovitza E.G. 1920. VII. Notes sur les isopodes. 8. Mancasellus tenax (Smith.) 9. Mancasellus macrurus Garman. Archives de Zoologie Experimentale et Generale, 59, 28-66.	Racovitza E.G.	Archives de Zoologie Experimentale et Generale	VII. Notes sur les isopodes. 8. Mancasellus tenax (Smith.) 9. Mancasellus macrurus Garman
Racovitza_1919c_Arch_Zool_Exp_Gen_Notes_Rev_58_4_79_115	1919	Racovitza E.G. 1919c. Notes sur les isopodes 6. Asellus communis Say 7. Les pleopodes I et II des Asellides morphologie et developpement. Archives de Zoologie Experimentale et Generale, Notes et Revues, 58(4), 79-115.	Racovitza E.G.	Archives de Zoologie Experimentale et Generale, Notes et Revues	c. Notes sur les isopodes 6. Asellus communis Say 7. Les pleopodes I et II des Asellides morphologie et developpement
Pesce_et_al_1978_Symp_Int_Zoog_Ecol_Grece_109_126	1978	Pesce G.L., Maggi D., Ciocca A., Argano R. 1978. Biological researches on the subterranean phreatic waters of Northern Greece. Premier Symposium International sur la Zoogeograhpie et l Ecologie de la Grece et des regions avoisinantes. Athenes, Grece, pp. 109-126.	Pesce G.L., Maggi D., Ciocca A., Argano R.	Athenes, Grece	Biological researches on the subterranean phreatic waters of Northern Greece. Premier Symposium International sur la Zoogeograhpie et l Ecologie de la Grece et des regions avoisinantes. , pp
Packard_1881_Am_Nat_15_11_877_882	1881	Cope E.D., Packard A.S. 1881. The fauna of the Nickajack Cave. The Amercian Naturalist, 15(11), 877-882.	Cope E.D., Packard A.S.	The Amercian Naturalist	The fauna of the Nickajack Cave
