code	year	verbatim	authors	journal	title
Bajomi_1977_Karszt_Barlang_special_issue_35_38	1977	Bajomi D. 1977. A review of the fauna of Hungarian caves. Karszt es Barlang, Special Issue: 35-38.	Bajomi D.	Karszt es Barlang, Special Issue	A review of the fauna of Hungarian caves
Botosaneanu_1986_E_J_Brill_Leiden_740_pp	1986	Botosaneanu L. 1986. Stygofauna Mundi, a faunistic, distributional, and ecological sysnthesis of the world fauna inhabiting subterranean waters. E.J. Brill, Leiden, 740 pp.	Botosaneanu L.	Brill, Leiden	Stygofauna Mundi, a faunistic, distributional, and ecological sysnthesis of the world fauna inhabiting subterranean waters. E.J. , 740 pp.
Braga_1942_Mem_e_Est_Mus_Zool_Univ_Coimbra_130_1_15	1942	Braga J.M. 1942. Mancasellus mariae, a new blind isopod inhabiting subterranean waters in Portugal. Memorias e Estudos do Museu Zoologico da Universidade de Coimbra, 130, 1?15.	Braga J.M.	Memorias e Estudos do Museu Zoologico da Universidade de Coimbra	Mancasellus mariae, a new blind isopod inhabiting subterranean waters in Portugal. , 130, 1?
Braga_1942_Pub_Inst_Zool_Augusto_Nobre_10_1_11	1942	Braga J.M. 1942. Un isopode nouveau du Portugal: Stenasellus nobrei n. sp. Publicacoes do Instituto de Zoologia Dr Augusto Nobre, 10, 1-11.	Braga J.M.	Publicacoes do Instituto de Zoologia Dr Augusto Nobre	Un isopode nouveau du Portugal: Stenasellus nobrei n. sp
Braga_1943_Pub_Inst_Zool_Augusto_Nobre_14_1_12	1943	Braga J.M. 1943. Description de l Asellus seabrai, isopode aveugle nouveau des eaux souterraines du Portugal. Publicacoes do Instituto de Zoologia Dr Augusto Nobre, 14, 1-12. Braga_1943_Pub_Inst_Zool_Augusto_Nobre_14_1_12	Braga J.M.	Braga_1943_Pub_Inst_Zool_Augusto_Nobre	Description de l Asellus seabrai, isopode aveugle nouveau des eaux souterraines du Portugal. Publicacoes do Instituto de Zoologia Dr Augusto Nobre, 14, 1-12. _14_1_
Braga_1944_Pub_Inst_Zool_Augusto_Nobre_17_1_11	1944	Braga J.M. 1944. Note sur un genre d Asellides nouveau du Portugal (Synasellus n. gen.) et description d une sous espece nouvelle de ce genre. Publicacoes do Instituto de Zoologia Dr Augusto Nobre, 17, 1-11.	Braga J.M.	Publicacoes do Instituto de Zoologia Dr Augusto Nobre	Note sur un genre d Asellides nouveau du Portugal (Synasellus n. gen.) et description d une sous espece nouvelle de ce genre
Braga_1954_Pub_Inst_Zool_Augusto_Nobre_48_1_10	1954	Braga J. M. 1954. Un Synasellus (Crust. Isopoda) nouveau du Portugal. Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 48, 1-10.	Braga J. M.	Augusto Nobre	Un Synasellus (Crust. Isopoda) nouveau du Portugal. Publicacoes do Instituto de Zoologia Dr
Braga_1959_Pub_Inst_Zool_Augusto_Nobre_71_1_72	1959	Braga J.M. 1959. Le genre Synasellus et ses especes. Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 71, 1?72.	Braga J.M.	Augusto Nobre	Le genre Synasellus et ses especes. Publicacoes do Instituto de Zoologia Dr. , 71, 1?
Braga_1960_Pub_Inst_Zool_Augusto_Nobre_74_53_63	1960	Braga J.M. 1960. Synasellus albicastrensis - un nouveau Asellide troglobie du Portugal. Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 74, 53-63.	Braga J.M.	Augusto Nobre	Synasellus albicastrensis - un nouveau Asellide troglobie du Portugal. Publicacoes do Instituto de Zoologia Dr
Braga_1962_Ann_Fac_Ciencas_Porto_44_9_28	1962	Braga J.M. 1962. Sur la distribution geographique des Stenasellus de la Peninsule Iberique et description d une espece nouvelle de ce genre. Anais da Faculdade de Ciencias Universidade do Porto, 44, 9-28.	Braga J.M.	Anais da Faculdade de Ciencias Universidade do Porto	Sur la distribution geographique des Stenasellus de la Peninsule Iberique et description d une espece nouvelle de ce genre
Braga_1964_Pub_Inst_Zool_Augusto_Nobre_91_9_20	1964	Braga J.M. 1964. Contribution a la faune d Asellides du Portugal - Asellus frontellum sp. Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 91, 9-20.	Braga J.M.	Augusto Nobre	Contribution a la faune d Asellides du Portugal - Asellus frontellum sp. Publicacoes do Instituto de Zoologia Dr
Braga_1967_Pub_Inst_Zool_Augusto_Nobre_101_1_32	1967	Braga J.M. 1967. Trois Synasellus (Crust. Isopoda) nouveaux du Portugal: Synasellus serranus sp. n., Synasellus nobrei sp. n., Synasellus minutus sp. n. Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 101, 1-32.	Braga J.M.	Augusto Nobre	Trois Synasellus (Crust. Isopoda) nouveaux du Portugal: Synasellus serranus sp. n., Synasellus nobrei sp. n., Synasellus minutus sp. n. Publicacoes do Instituto de Zoologia Dr
Braga_1968_Pub_Inst_Zool_Augusto_Nobre_102_1_21	1968	Braga J.M. 1968. Sur un asellide psammique nouveau du Portugal. Psammasellus capitatus gen. n., sp. n. Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 102, 1?21.	Braga J.M.	Augusto Nobre	Sur un asellide psammique nouveau du Portugal. Psammasellus capitatus gen. n., sp. n. Publicacoes do Instituto de Zoologia Dr. , 102, 1?
Chappuis_1944_Math_Termeszettudoman_Kozlemenyek_Budapest_40_2_5_43	1944	Chappuis P.A. 1944. Die Grundwasserfauna der Koros und des Szamos. Mathematikai es Termeszettudoman Kozlemenyek. Budapest (A Magyar Tudomanyos Akademia Kiadasa. Budapest), 40(2), 5-43.	Chappuis P.A.	Budapest	Die Grundwasserfauna der Koros und des Szamos. Mathematikai es Termeszettudoman Kozlemenyek.  (A Magyar Tudomanyos Akademia Kiadasa. Budapest
Cvetkov_1967_Izv_Zool_Inst_Muz_Bulg_Akad_Naukite_23_139_165	1967	Cvetkov L. 1967. Au sujet de la faune des Stenasellus de la peninsula balkanique et sur l origine des Stenasellus. Izvestiya na Zoologicheskiya Institut s Muzei, Bulgarska Akademiyana Naukite, 23, 139-165.	Cvetkov L.	Izvestiya na Zoologicheskiya Institut s Muzei, Bulgarska Akademiyana Naukite	Au sujet de la faune des Stenasellus de la peninsula balkanique et sur l origine des Stenasellus
Del_Ry_Messana_1997_Atti_XII_Congresso_AIOL_I_435_444	1997	Del Ry D., Messana G. 1997. Morphometric comparison of two populations of Stenasellus racovitzai Razzauti 1925 (Crustacea, Isopoda, Asellota). Atti XII Congresso AIOL, I, 435-444.	Del Ry D., Messana G.	Atti XII Congresso AIOL, I	Morphometric comparison of two populations of Stenasellus racovitzai Razzauti 1925 (Crustacea, Isopoda, Asellota)
Dumas_2000_PhD_Thesis_Moulis_Fr	2000	Dumas P. 2000. Les Crustaces souterrains, indicateurs naturels de l aquifere alluvial de l Ariege (France, Pyrenees). These. Laboratoire souterrain de Moulis. UMS 1816 CNRS/INP/UPS.	Dumas P.	UMS 1816 CNRS/INP/UPS	Les Crustaces souterrains, indicateurs naturels de l aquifere alluvial de l Ariege (France, Pyrenees). These. Laboratoire souterrain de Moulis
Eiras_1974_Pub_Inst_Zool_Augusto_Nobre_124_9_21	1974	Eiras J. 1974. Un nouveau Synasellus (Crustacea, Isopoda) du Portugal. Publicacoes do Instituto de Zoologia Dr Augusto Nobre, 124, 9-21.	Eiras J.	Publicacoes do Instituto de Zoologia Dr Augusto Nobre	Un nouveau Synasellus (Crustacea, Isopoda) du Portugal
EscoLa_1976_Oecologia_aquatica_2_121_123	1976	EscoLa O. 1976. Stenasellus magniezi n. sp., un nuevo isopodo de una cavidad sobterranea de Cadiz. Oecologia aquatica, 2, 121-123.	EscoLa O.	Oecologia aquatica	Stenasellus magniezi n. sp., un nuevo isopodo de una cavidad sobterranea de Cadiz
Escola_1978_Bull_Inst_Cat_Hist_Nat_42_2_119_122	1978	Escola O. 1978. Noves localitzacions de Stenasellus virei a la peninsula iberica, especialment a Catalunya. Bull. Inst. Cat. Hist. Nat., 42(Sec. Zool. 2), 119-122.	Escola O.	Zool	Noves localitzacions de Stenasellus virei a la peninsula iberica, especialment a Catalunya. Bull. Inst. Cat. Hist. Nat., 42(Sec.
Henry_Magniez_1973_Int_J_Speleol_5_273_282	1973	Henry J.-P., Magniez G. 1973. Un nouvel Asellide cavernicole d Espagne centrale: Bragasellus lagari n. sp. (Crustacea lsopoda Asellota). International Journal of Speleology, 5, 273-282.	Henry J.-P., Magniez G.	International Journal of Speleology	Un nouvel Asellide cavernicole d Espagne centrale: Bragasellus lagari n. sp. (Crustacea lsopoda Asellota)
Henry_Magniez_1976_Int_J_Speleol_8_359_364	1976	Henry J.-P., Magniez G. 1976. Bragasellus comasi n. sp., Crustacea lsopoda Asellota cavernicole d Espagne occidentale. International Journal of Speleology, 8, 359-364.	Henry J.-P., Magniez G.	International Journal of Speleology	Bragasellus comasi n. sp., Crustacea lsopoda Asellota cavernicole d Espagne occidentale
Henry_Magniez_1978_Int_J_Speleol_10_381_386	1978	Henry J.-P., Magniez G. 1978. Bragasellus escolai n. sp., Crustacea lsopoda Asellota cavernicole d Espagne. International Journal of Speleology, 10, 381-386.	Henry J.-P., Magniez G.	International Journal of Speleology	Bragasellus escolai n. sp., Crustacea lsopoda Asellota cavernicole d Espagne
Henry_Magniez_1980_Bull_sci_Bourg_33_23_28	1980	Henry J.-P., Magniez G. 1980. Bragasellus aireyi n. sp. (Crustacea Isopoda Asellota), nouvel Asellide cavernicole d Espagne septentrionale. Bulletin scientifique de Bourgogne, 33, 23-28.	Henry J.-P., Magniez G.	Bulletin scientifique de Bourgogne	Bragasellus aireyi n. sp. (Crustacea Isopoda Asellota), nouvel Asellide cavernicole d Espagne septentrionale
Henry_Magniez_1987_Stygologia_3_4_331_344	1987	Henry J.-P., Magniez G. 1987. Isopodes Aselloïdes stygobies d Espagne recoltes par J. Notenboom et I. Meijers. I - Le genre Synasellus et description de trois nouvelles especes. Stygologia, 3(4), 331-344.	Henry J.-P., Magniez G.	Stygologia	Isopodes Aselloïdes stygobies d Espagne recoltes par J. Notenboom et I. Meijers. I - Le genre Synasellus et description de trois nouvelles especes
Henry_Magniez_1988_Stygologia_4_4_332_362	1988	Henry J.-P., Magniez G. 1988. Isopodes Aselloïdes stygobies d Espagne recoltes par J. Notenboom et I. Meijers. II - Le genre Bragasellus et description de 7 nouvelles especes. Stygologia, 4(4), 332-362.	Henry J.-P., Magniez G.	Stygologia	Isopodes Aselloïdes stygobies d Espagne recoltes par J. Notenboom et I. Meijers. II - Le genre Bragasellus et description de 7 nouvelles especes
Henry_Magniez_1995_Beaufortia_45_4_51_60	1995	Henry J.-P., Magniez G. 1995. Presence de synaselles (Crustacea, Isopoda, Asellidae, stygobies) dans la province de Huelva (Espagne). Beaufortia, 45(4), 51-60.	Henry J.-P., Magniez G.	Beaufortia	Presence de synaselles (Crustacea, Isopoda, Asellidae, stygobies) dans la province de Huelva (Espagne)
Karaman_1954_Fragmenta_Balcanica_Mus_Macedonici_Sc_Nat_1_2_107_114	1954	Karaman S. 1954. Weitere Beitraege zur Kenntnis der Microparaselliden Mazedoniens, des Genus Microcharon Karaman. Fragmenta Balcanica, Musei Macedonici Scientarium Naturalium, 1(2), 107-114.	Karaman S.	Fragmenta Balcanica, Musei Macedonici Scientarium Naturalium	Weitere Beitraege zur Kenntnis der Microparaselliden Mazedoniens, des Genus Microcharon Karaman
Karaman_1954_Fragmenta_Balcanica_Mus_Macedonici_Sc_Nat_1_2_7_19	1954	Karaman S. 1954. Uber die jugoslawischen Stenasellus Arten. Fragmenta balcanica Musei Macedonici Scientiarum Naturalium, 1(2), 7-19.	Karaman S.	Fragmenta balcanica Musei Macedonici Scientiarum Naturalium	Uber die jugoslawischen Stenasellus Arten
Ketmaier_et_al_1998_in_Ckmap_2006_database	1998	Ketmaier et al. 1998 cited in CKmap 2006 publication	Ketmaier et al.	1998 cited in CKmap 2006 publication	cited in CKmap 2006 publication
Ketmaier_et_al_2000_in_Ckmap_2006_database	2000	Ketmaier et al. 2000 cited in CKmap 2006 publication	Ketmaier et al.	2000 cited in CKmap 2006 publication	cited in CKmap 2006 publication
Magniez_1974_Int_J_Speleol_6_1_80	1974	Magniez G. 1974. Donnees faunistiques et ecologiques sur les Stenasellidae (Crustacea lsopoda des eaux souterraines). International Journal of Speleology, 6, 1-80.	Magniez G.	International Journal of Speleology	Donnees faunistiques et ecologiques sur les Stenasellidae (Crustacea lsopoda des eaux souterraines)
Magniez_1976_Int_J_Speleol_8_285_290	1976	Magniez G. 1976. Stenasellus bragai n. sp., Crustacea lsopoda Asellota des eaux souterraines d Espagne meridionale. International Journal of Speleology, 8, 285-290.	Magniez G.	International Journal of Speleology	Stenasellus bragai n. sp., Crustacea lsopoda Asellota des eaux souterraines d Espagne meridionale
Magniez_1976_PhD_Thesis_Dijon_Fr	1976	Magniez G. 1976. Contribution a la connaissance de la biologie des Stenasellidae (Crustacea Isopoda Asellota des eaux souterraines). These d Etat A.O. 10 239, Universite de Dijon, France.	Magniez G.	10 239, Universite de Dijon, France	Contribution a la connaissance de la biologie des Stenasellidae (Crustacea Isopoda Asellota des eaux souterraines). These d Etat A.O
Magniez_1977_Int_J_Speleol_9_65_71	1977	Magniez G. 1977. Stenasellus escolai n. sp., Crustacea lsopoda Asellota des eaux souterraines d Espagne meridionale. International Journal of Speleology, 9, 65-71.	Magniez G.	International Journal of Speleology	Stenasellus escolai n. sp., Crustacea lsopoda Asellota des eaux souterraines d Espagne meridionale
Magniez_Brehier_2004_Subt_Biol_2_109_112	2004	Magniez G., Brehier F. 2004. Bragasellus comasioides, sp. nov., crustace isopode, asellote, stygobie des Picos de Europa (Espagne). Subterranean Biology, 2, 109-112.	Magniez G., Brehier F.	Subterranean Biology	Bragasellus comasioides, sp. nov., crustace isopode, asellote, stygobie des Picos de Europa (Espagne)
Messana_2012_Unpublished_Data	2012	Messana G. 2012. Unpublished data	Messana G.	Unpublished data	
Mestrov_1960_Bioloski_Glasnik_13_345_350	1960	Mestrov M. 1960. Stenasellus hungaricus thermalis ssp. n. (Crustacea, Isopoda). Nalaz predglacijalne vrste u toplim izvorima kod Zagreba. Bioloski Glasnik, 13, 345-350.	Mestrov M.	Bioloski Glasnik	Stenasellus hungaricus thermalis ssp. n. (Crustacea, Isopoda). Nalaz predglacijalne vrste u toplim izvorima kod Zagreba
Mestrov_Lattinger_Penko_1971_Int_J_Speleol_3_305_309	1971	Mestrov M., Lattinger Penko R. 1971. Stenasellus skopljensis thermalis ssp. n. (Crustacea, Isopoda) d une source chaude en Bosnie. International Journal of Speleology, 3, 305-309.	Mestrov M., Lattinger Penko R.	International Journal of Speleology	Stenasellus skopljensis thermalis ssp. n. (Crustacea, Isopoda) d une source chaude en Bosnie
Noodt_Galhano_1969_Pub_Inst_Zool_Augusto_Nobre_107_9_75	1969	Noodt W., Galhano M.H. 1969. Studien und Crustacea subterranea (Isopoda, Syncarida, Copepoda) aus dem Norden Portugal. Publicacoes do Instituto de Zoologia Dr Augusto Nobre, 107, 9-75.	Noodt W., Galhano M.H.	Publicacoes do Instituto de Zoologia Dr Augusto Nobre	Studien und Crustacea subterranea (Isopoda, Syncarida, Copepoda) aus dem Norden Portugal
Notenboom_Meijers_1985_Report_Inst_Tax_zool_Univ_Amsterdam	1985	Notenboom J., Meijers I. 1985. Research on the groundwater fauna of Spain. List of stations and first results. Verslagen en Technische Gegevens. Instituut voor Taxonomische zoologie, Universitat van Amsterdam, 93 pp.	Notenboom J., Meijers I.	Instituut voor Taxonomische zoologie, Universitat van Amsterdam	Research on the groundwater fauna of Spain. List of stations and first results. Verslagen en Technische Gegevens. , 93 pp.
Prevorcnik_Blejec_1998_J_Crust_Biol_18_4_763_777	1998	Prevorcnik S., Blejec A. 1998. Asellus aquaticus infernus. new subspecies (Isopoda: Asellota: Asselidae) from Romanian hypogean waters. Journal of Crustacean Biology, 18(4), 763-777.	Prevorcnik S., Blejec A.	Journal of Crustacean Biology	Asellus aquaticus infernus. new subspecies (Isopoda: Asellota: Asselidae) from Romanian hypogean waters
Prevorcnik_et_al_2009_J_Zool_Syst_Evol_Res_47_2_124_131	2009	Prevorcnik S., Jugovic J., Sket B. 2009. Geography of morphological differentiation in Asellus aquaticus (Crustacea: Isopoda: Asellidae). Journal of Zoological Systematics and Evolutionary Research, 47(2), 124?131.	Prevorcnik S., Jugovic J., Sket B.	Journal of Zoological Systematics and Evolutionary Research	Geography of morphological differentiation in Asellus aquaticus (Crustacea: Isopoda: Asellidae). , 47(2), 124?
Racovitza_1924_Bul_Soc_Stiinte_Cluj_2_81_92	1924	Racovitza E.G. 1924. Diagnoses des genres Asellus et Stenasellus et description de deux Stenasellus nouveaux. Buletinul Societatii de Stiinte din Cluj, 2, 81-92.	Racovitza E.G.	Buletinul Societatii de Stiinte din Cluj	Diagnoses des genres Asellus et Stenasellus et description de deux Stenasellus nouveaux
Racovitza_1950_Arch_Zool_Exper_Gen_87_1_94	1950	Racovitza E.G. 1950. Biospelogia LXX. Asellides, Premier Serie: Stenasellus. Archives de Zoologie Experimentale et Generale, Paris, 87, 1-94.	Racovitza E.G.	Archives de Zoologie Experimentale et Generale, Paris	Biospelogia LXX. Asellides, Premier Serie: Stenasellus
Sacco_et_al_1995_in_Ckmap_2006_database	1995	Sacco et al. 1995 cited in CKmap 2006 publication	Sacco et al.	1995 cited in CKmap 2006 publication	cited in CKmap 2006 publication
Sidorov_Holsinger_2007_J_Crust_Biol_27_4_660_669	2007	Sidorov D. A., Holsinger J.R. 2007. Amurocrangonyx, a new genus of subterranean amphipod (Crangonyctidae) from the Russian Far East, with a redescription of the poorly known Crangonyx arsenjevi and comments on biogeographic relationships. Journal of Crustacean Biology, 27(4), 660?669.	Sidorov D. A., Holsinger J.R.	Journal of Crustacean Biology	Amurocrangonyx, a new genus of subterranean amphipod (Crangonyctidae) from the Russian Far East, with a redescription of the poorly known Crangonyx arsenjevi and comments on biogeographic relationships. , 27(4), 660?
